_time,country,sensor,type,speed
2024-10-26 23:59:52.016000+00:00,CZ,BI-TP-R2,1,65
2024-10-26 23:59:51.926000+00:00,CZ,BI-TP-I2B,0,-1
2024-10-26 23:59:49.080000+00:00,CZ,BI-TP-I2,0,-1
2024-10-26 23:59:48.744000+00:00,CZ,BI-MO-I1B,0,-1
2024-10-26 23:59:45.899000+00:00,CZ,BI-MO-I1,0,-1
2024-10-26 23:59:41.708000+00:00,CZ,BI-MO-O1B,0,-1
2024-10-26 23:59:38.486000+00:00,CZ,BI-MO-R1,1,56
2024-10-26 23:59:38.484000+00:00,unknown,BI-MO-O1B,0,-1
2024-10-26 23:59:38.391000+00:00,CZ,BI-MO-O1,0,52
2024-10-26 23:59:02.182000+00:00,CZ,BI-MO-I1B,0,-1
2024-10-26 23:58:58.804000+00:00,CZ,BI-MO-O1B,0,-1
2024-10-26 23:58:58.283000+00:00,CZ,BI-MO-I1,0,-1
2024-10-26 23:58:54.061000+00:00,CZ,BI-MO-O1,0,59
2024-10-26 23:58:54.053000+00:00,CZ,BI-MO-R1,1,48
2024-10-26 23:58:54.030000+00:00,unknown,BI-MO-O1B,0,-1
2024-10-26 23:58:22.182000+00:00,CZ,BI-TP-O2B,0,-1
2024-10-26 23:58:21.820000+00:00,CZ,BI-MO-I1B,0,-1
2024-10-26 23:58:19.277000+00:00,CZ,BI-TP-O2,0,60
2024-10-26 23:58:18.727000+00:00,CZ,BI-MO-I1,0,-1
2024-10-26 23:57:48.191000+00:00,CZ,BI-TP-R2,1,57
2024-10-26 23:57:48.112000+00:00,CZ,BI-TP-I2B,0,-1
2024-10-26 23:57:44.893000+00:00,CZ,BI-TP-I2,0,-1
2024-10-26 23:57:12.246000+00:00,CZ,BI-TP-O2B,0,-1
2024-10-26 23:57:10.944000+00:00,CZ,BI-TP-O2B,0,-1
2024-10-26 23:57:10.737000+00:00,CZ,BI-MO-O1B,0,-1
2024-10-26 23:57:09.341000+00:00,CZ,BI-TP-O2,0,65
2024-10-26 23:57:09.022000+00:00,CZ,BI-TP-O2B,0,-1
2024-10-26 23:57:08.419000+00:00,CZ,BI-MO-R1,1,78
2024-10-26 23:57:08.381000+00:00,unknown,BI-MO-O1B,0,-1
2024-10-26 23:57:08.350000+00:00,CZ,BI-MO-O1,0,75
2024-10-26 23:57:07.915000+00:00,CZ,BI-TP-O2,0,64
2024-10-26 23:57:05.683000+00:00,CZ,BI-TP-O2,0,-1
2024-10-26 23:56:42.929000+00:00,CZ,BI-MO-I1B,0,-1
2024-10-26 23:56:40.816000+00:00,unknown,BI-TP-R2,2,66
2024-10-26 23:56:40.718000+00:00,unknown,BI-TP-I2B,0,-1
2024-10-26 23:56:40.456000+00:00,CZ,BI-MO-I1,0,-1
2024-10-26 23:56:40.222000+00:00,CZ,BI-TP-I2B,0,-1
2024-10-26 23:56:38.488000+00:00,CZ,BI-TP-R2,1,64
