_time,country,sensor,type,speed
2024-11-02 23:59:43.136000+00:00,CZ,BI-TP-R2,1,68
2024-11-02 23:59:43.136000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-02 23:59:40.076000+00:00,CZ,BI-TP-I2,0,-1
2024-11-02 23:59:34.278000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-02 23:59:31.302000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-02 23:59:31.295000+00:00,CZ,BI-MO-R1,1,62
2024-11-02 23:59:31.225000+00:00,CZ,BI-MO-O1,0,64
2024-11-02 23:59:08.920000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-02 23:59:05.395000+00:00,CZ,BI-MO-R1,1,52
2024-11-02 23:59:05.386000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-02 23:59:05.371000+00:00,CZ,BI-MO-O1,0,57
2024-11-02 23:59:01.326000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-02 23:58:58.503000+00:00,CZ,BI-MO-I1,0,-1
2024-11-02 23:58:31.814000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-02 23:58:28.867000+00:00,CZ,BI-MO-I1,0,-1
2024-11-02 23:57:09.188000+00:00,SRB,BI-TP-O2B,0,-1
2024-11-02 23:57:06.389000+00:00,SRB,BI-TP-O2,0,73
2024-11-02 23:56:40.858000+00:00,SRB,BI-TP-I2B,0,-1
2024-11-02 23:56:40.820000+00:00,SRB,BI-TP-R2,4,67
2024-11-02 23:56:37.732000+00:00,SRB,BI-TP-I2,0,-1
2024-11-02 23:56:31.874000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-02 23:56:29.084000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-02 23:56:29.068000+00:00,CZ,BI-MO-O1,0,-1
2024-11-02 23:56:28.572000+00:00,CZ,BI-MO-R1,4,59
2024-11-02 23:56:28.526000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-02 23:56:28.510000+00:00,CZ,BI-MO-O1,0,60
2024-11-02 23:55:57+00:00,CZ,BI-MO-I1B,0,-1
2024-11-02 23:55:53.992000+00:00,CZ,BI-MO-I1,0,-1
2024-11-02 23:55:47.481000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-02 23:55:44.877000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-02 23:55:44.833000+00:00,CZ,BI-MO-R1,1,65
2024-11-02 23:55:44.738000+00:00,CZ,BI-MO-O1,0,65
2024-11-02 23:55:44.372000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-02 23:55:41.077000+00:00,CZ,BI-TP-O2,0,65
2024-11-02 23:55:15.522000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-02 23:55:12.948000+00:00,CZ,BI-MO-I1,0,-1
2024-11-02 23:55:11.965000+00:00,CZ,BI-TP-R2,2,60
2024-11-02 23:55:11.889000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-02 23:55:09.010000+00:00,CZ,BI-TP-I2,0,-1
2024-11-02 23:52:50.471000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-02 23:52:47.843000+00:00,CZ,BI-MO-R1,1,65
2024-11-02 23:52:47.805000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-02 23:52:47.789000+00:00,CZ,BI-MO-O1,0,65
2024-11-02 23:52:18.310000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-02 23:52:15.546000+00:00,CZ,BI-MO-I1,0,-1
2024-11-02 23:51:53.555000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-02 23:51:50.951000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-02 23:51:50.950000+00:00,CZ,BI-MO-R1,2,67
2024-11-02 23:51:50.873000+00:00,CZ,BI-MO-O1,0,67
2024-11-02 23:51:22.649000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-02 23:51:20.014000+00:00,CZ,BI-MO-I1,0,-1
2024-11-02 23:50:27.312000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-02 23:50:23.783000+00:00,CZ,BI-MO-R1,2,56
2024-11-02 23:50:23.778000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-02 23:50:23.700000+00:00,CZ,BI-MO-O1,0,57
2024-11-02 23:50:18.002000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-02 23:50:15.204000+00:00,CZ,BI-TP-O2,0,62
2024-11-02 23:49:50.393000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-02 23:49:47.200000+00:00,CZ,BI-MO-I1,0,-1
2024-11-02 23:49:44.417000+00:00,CZ,BI-TP-R2,2,63
2024-11-02 23:49:44.222000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-02 23:49:41.462000+00:00,CZ,BI-TP-I2,0,-1
2024-11-02 23:47:04.127000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-02 23:47:01.391000+00:00,CZ,BI-TP-O2,0,67
2024-11-02 23:46:33.009000+00:00,CZ,BI-TP-R2,1,66
2024-11-02 23:46:32.954000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-02 23:46:30.252000+00:00,CZ,BI-TP-I2,0,-1
2024-11-02 23:46:24.013000+00:00,GB,BI-TP-O2B,0,-1
2024-11-02 23:46:21.463000+00:00,GB,BI-TP-O2,0,68
2024-11-02 23:46:02.200000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-02 23:45:58.418000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-02 23:45:58.393000+00:00,CZ,BI-MO-R1,1,52
2024-11-02 23:45:58.339000+00:00,CZ,BI-MO-O1,0,62
2024-11-02 23:45:53.847000+00:00,GB,BI-TP-R2,1,63
2024-11-02 23:45:53.770000+00:00,GB,BI-TP-I2B,0,-1
2024-11-02 23:45:50.820000+00:00,GB,BI-TP-I2,0,-1
2024-11-02 23:45:41.171000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-02 23:45:38.683000+00:00,CZ,BI-TP-O2,0,70
2024-11-02 23:45:37.028000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-02 23:45:34.238000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-02 23:45:34.226000+00:00,CZ,BI-MO-R1,2,63
2024-11-02 23:45:34.159000+00:00,CZ,BI-MO-O1,0,-1
2024-11-02 23:45:27.885000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-02 23:45:27.851000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-02 23:45:24.879000+00:00,CZ,BI-MO-I1,0,-1
2024-11-02 23:45:24.875000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-02 23:45:24.869000+00:00,CZ,BI-MO-R1,1,58
2024-11-02 23:45:24.797000+00:00,CZ,BI-MO-O1,0,60
2024-11-02 23:45:12.044000+00:00,CZ,BI-TP-R2,3,70
2024-11-02 23:45:11.486000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-02 23:45:08.908000+00:00,CZ,BI-TP-I2,0,-1
2024-11-02 23:45:07.115000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-02 23:45:04.667000+00:00,CZ,BI-MO-I1,0,-1
2024-11-02 23:44:52.979000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-02 23:44:49.973000+00:00,CZ,BI-MO-I1,0,-1
2024-11-02 23:43:53.425000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-02 23:43:50.325000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-02 23:43:50.313000+00:00,CZ,BI-MO-R1,1,56
2024-11-02 23:43:50.247000+00:00,CZ,BI-MO-O1,0,58
2024-11-02 23:43:40.343000+00:00,D,BI-MO-O1B,0,-1
2024-11-02 23:43:37.677000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-02 23:43:37.644000+00:00,D,BI-MO-R1,1,64
2024-11-02 23:43:37.599000+00:00,D,BI-MO-O1,0,67
2024-11-02 23:43:17.498000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-02 23:43:14.307000+00:00,CZ,BI-MO-I1,0,-1
2024-11-02 23:43:09.128000+00:00,D,BI-MO-I1B,0,-1
2024-11-02 23:43:06.433000+00:00,D,BI-MO-I1,0,-1
2024-11-02 23:41:41.602000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-02 23:41:39.176000+00:00,CZ,BI-TP-O2,0,72
2024-11-02 23:41:29.016000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-02 23:41:26.280000+00:00,CZ,BI-TP-O2,0,67
2024-11-02 23:41:22.816000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-02 23:41:20.266000+00:00,CZ,BI-TP-O2,0,71
2024-11-02 23:41:13.241000+00:00,CZ,BI-TP-R2,2,68
2024-11-02 23:41:13.037000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-02 23:41:10.330000+00:00,CZ,BI-TP-I2,0,-1
2024-11-02 23:40:58.140000+00:00,CZ,BI-TP-R2,1,69
2024-11-02 23:40:58.095000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-02 23:40:57.965000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-02 23:40:55.388000+00:00,CZ,BI-TP-I2,0,-1
2024-11-02 23:40:54.183000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-02 23:40:54.183000+00:00,CZ,BI-MO-R1,2,50
2024-11-02 23:40:54.166000+00:00,CZ,BI-MO-O1,0,61
2024-11-02 23:40:53.667000+00:00,CZ,BI-TP-R2,1,70
2024-11-02 23:40:53.569000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-02 23:40:50.986000+00:00,CZ,BI-TP-I2,0,-1
2024-11-02 23:40:49.956000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-02 23:40:47.034000+00:00,CZ,BI-TP-O2,0,61
2024-11-02 23:40:33.909000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-02 23:40:31.188000+00:00,CZ,BI-MO-R1,1,65
2024-11-02 23:40:31.181000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-02 23:40:31.102000+00:00,CZ,BI-MO-O1,0,72
2024-11-02 23:40:22.844000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-02 23:40:20.149000+00:00,CZ,BI-MO-I1,0,-1
2024-11-02 23:40:16.082000+00:00,CZ,BI-TP-R2,2,61
2024-11-02 23:40:15.997000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-02 23:40:13.104000+00:00,CZ,BI-TP-I2,0,-1
2024-11-02 23:40:04.864000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-02 23:40:02.525000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-02 23:40:02.355000+00:00,CZ,BI-MO-I1,0,-1
2024-11-02 23:39:59.170000+00:00,CZ,BI-TP-O2,0,47
2024-11-02 23:39:18.908000+00:00,CZ,BI-TP-R2,2,45
2024-11-02 23:39:18.896000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-02 23:39:15.010000+00:00,CZ,BI-TP-I2,0,-1
2024-11-02 23:37:50.155000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-02 23:37:47.234000+00:00,CZ,BI-TP-O2,0,62
2024-11-02 23:37:47.066000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-02 23:37:43.368000+00:00,CZ,BI-MO-R1,1,49
2024-11-02 23:37:43.346000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-02 23:37:43.268000+00:00,CZ,BI-MO-O1,0,51
2024-11-02 23:37:19.228000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-02 23:37:16.953000+00:00,CZ,BI-TP-R2,1,61
2024-11-02 23:37:16.881000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-02 23:37:16.438000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-02 23:37:16.422000+00:00,CZ,BI-MO-R1,1,63
2024-11-02 23:37:16.360000+00:00,CZ,BI-MO-O1,0,62
2024-11-02 23:37:13.861000+00:00,CZ,BI-TP-I2,0,-1
2024-11-02 23:37:12.335000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-02 23:37:09.475000+00:00,CZ,BI-TP-O2,0,63
2024-11-02 23:37:05.994000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-02 23:37:02.493000+00:00,CZ,BI-MO-I1,0,-1
2024-11-02 23:36:51.689000+00:00,UA,BI-TP-O2B,0,-1
2024-11-02 23:36:49.015000+00:00,UA,BI-TP-O2,0,73
2024-11-02 23:36:45.906000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-02 23:36:42.715000+00:00,CZ,BI-MO-I1,0,-1
2024-11-02 23:36:39.383000+00:00,CZ,BI-TP-R2,2,60
2024-11-02 23:36:39.247000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-02 23:36:36.413000+00:00,CZ,BI-TP-I2,0,-1
