_time,country,sensor,type,speed
2024-08-30 23:57:48.386000+00:00,CZ,BI-MO-O1B,0,-1
2024-08-30 23:57:45.390000+00:00,CZ,BI-MO-R1,1,57
2024-08-30 23:57:45.348000+00:00,unknown,BI-MO-O1B,0,-1
2024-08-30 23:57:45.245000+00:00,CZ,BI-MO-O1,0,63
2024-08-30 23:57:14.846000+00:00,CZ,BI-MO-I1B,0,-1
2024-08-30 23:57:12.062000+00:00,CZ,BI-MO-I1,0,-1
2024-08-30 23:56:25.439000+00:00,CZ,BI-TP-O2B,0,-1
2024-08-30 23:56:22.739000+00:00,CZ,BI-TP-O2,0,67
2024-08-30 23:55:54.354000+00:00,CZ,BI-TP-R2,1,63
2024-08-30 23:55:54.201000+00:00,CZ,BI-TP-I2B,0,-1
2024-08-30 23:55:51.481000+00:00,CZ,BI-TP-I2,0,-1
2024-08-30 23:55:29.762000+00:00,CZ,BI-TP-O2B,0,-1
2024-08-30 23:55:26.939000+00:00,CZ,BI-TP-O2,0,62
2024-08-30 23:54:56.477000+00:00,CZ,BI-TP-R2,1,60
2024-08-30 23:54:56.417000+00:00,CZ,BI-TP-I2B,0,-1
2024-08-30 23:54:53.387000+00:00,CZ,BI-TP-I2,0,-1
2024-08-30 23:54:22.801000+00:00,CZ,BI-TP-O2B,0,-1
2024-08-30 23:54:19.668000+00:00,CZ,BI-TP-O2,0,55
2024-08-30 23:53:45.915000+00:00,CZ,BI-TP-R2,1,49
2024-08-30 23:53:45.799000+00:00,CZ,BI-TP-I2B,0,-1
2024-08-30 23:53:42.148000+00:00,CZ,BI-TP-I2,0,-1
2024-08-30 23:53:23.892000+00:00,CZ,BI-MO-O1B,0,-1
2024-08-30 23:53:21.164000+00:00,unknown,BI-MO-O1B,0,-1
2024-08-30 23:53:21.124000+00:00,CZ,BI-MO-R1,2,64
2024-08-30 23:53:21.062000+00:00,CZ,BI-MO-O1,0,-1
2024-08-30 23:52:58.719000+00:00,CZ,BI-MO-O1B,0,-1
2024-08-30 23:52:55.929000+00:00,unknown,BI-MO-O1B,0,-1
2024-08-30 23:52:55.927000+00:00,CZ,BI-MO-R1,1,65
2024-08-30 23:52:55.890000+00:00,CZ,BI-MO-O1,0,68
2024-08-30 23:52:50.590000+00:00,CZ,BI-MO-I1B,0,-1
2024-08-30 23:52:47.433000+00:00,CZ,BI-MO-I1,0,-1
2024-08-30 23:52:42.041000+00:00,CZ,BI-MO-O1B,0,-1
2024-08-30 23:52:39.499000+00:00,unknown,BI-MO-O1B,0,-1
