_time,country,sensor,type,speed
2024-10-29 23:58:52.428000+00:00,CZ,BI-MO-O1B,0,-1
2024-10-29 23:58:48.428000+00:00,CZ,BI-MO-R1,1,58
2024-10-29 23:58:48.398000+00:00,unknown,BI-MO-O1B,0,-1
2024-10-29 23:58:48.334000+00:00,CZ,BI-MO-O1,0,65
2024-10-29 23:58:19.088000+00:00,CZ,BI-MO-I1B,0,-1
2024-10-29 23:58:16.349000+00:00,CZ,BI-MO-I1,0,-1
2024-10-29 23:58:12.438000+00:00,CZ,BI-MO-O1B,0,-1
2024-10-29 23:58:10.187000+00:00,CZ,BI-MO-R1,1,74
2024-10-29 23:58:10.144000+00:00,unknown,BI-MO-O1B,0,-1
2024-10-29 23:58:10.080000+00:00,CZ,BI-MO-O1,0,74
2024-10-29 23:57:44.306000+00:00,CZ,BI-MO-I1B,0,-1
2024-10-29 23:57:41.939000+00:00,CZ,BI-MO-I1,0,-1
2024-10-29 23:57:04.610000+00:00,CZ,BI-MO-O1B,0,-1
2024-10-29 23:57:01.138000+00:00,unknown,BI-MO-O1B,0,-1
2024-10-29 23:57:01.094000+00:00,CZ,BI-MO-R1,2,50
2024-10-29 23:57:01.011000+00:00,CZ,BI-MO-O1,0,60
2024-10-29 23:56:29.286000+00:00,CZ,BI-MO-I1B,0,-1
2024-10-29 23:56:26.175000+00:00,CZ,BI-MO-I1,0,-1
2024-10-29 23:56:06.884000+00:00,D,BI-TP-O2B,0,-1
2024-10-29 23:56:03.231000+00:00,D,BI-TP-O2,0,48
2024-10-29 23:55:37.313000+00:00,CZ,BI-MO-O1B,0,-1
2024-10-29 23:55:34.089000+00:00,unknown,BI-MO-O1B,0,-1
2024-10-29 23:55:34.083000+00:00,CZ,BI-MO-R1,2,52
2024-10-29 23:55:34.025000+00:00,CZ,BI-MO-O1,0,52
2024-10-29 23:55:24.101000+00:00,D,BI-TP-R2,1,49
2024-10-29 23:55:23.970000+00:00,D,BI-TP-I2B,0,-1
2024-10-29 23:55:20.174000+00:00,D,BI-TP-I2,0,-1
2024-10-29 23:54:57.340000+00:00,CZ,BI-MO-I1B,0,-1
2024-10-29 23:54:53.919000+00:00,CZ,BI-MO-I1,0,-1
2024-10-29 23:53:51.726000+00:00,CZ,BI-MO-O1B,0,-1
2024-10-29 23:53:48.670000+00:00,unknown,BI-MO-R1,2,60
2024-10-29 23:53:48.502000+00:00,unknown,BI-MO-O1B,0,-1
2024-10-29 23:53:48.499000+00:00,CZ,BI-MO-R1,2,60
2024-10-29 23:53:48.438000+00:00,CZ,BI-MO-O1,0,67
2024-10-29 23:53:19.876000+00:00,CZ,BI-MO-I1B,0,-1
2024-10-29 23:53:17.261000+00:00,CZ,BI-MO-I1,0,-1
2024-10-29 23:52:56.171000+00:00,CZ,BI-TP-O2B,0,-1
2024-10-29 23:52:53.200000+00:00,CZ,BI-TP-O2,0,62
2024-10-29 23:52:22.972000+00:00,CZ,BI-TP-R2,2,62
2024-10-29 23:52:22.930000+00:00,CZ,BI-TP-I2B,0,-1
2024-10-29 23:52:19.815000+00:00,CZ,BI-TP-I2,0,-1
2024-10-29 23:51:48.718000+00:00,CZ,BI-MO-O1B,0,-1
2024-10-29 23:51:45.840000+00:00,CZ,BI-MO-R1,1,63
2024-10-29 23:51:45.804000+00:00,unknown,BI-MO-O1B,0,-1
2024-10-29 23:51:45.740000+00:00,CZ,BI-MO-O1,0,68
2024-10-29 23:51:17.736000+00:00,CZ,BI-MO-I1B,0,-1
2024-10-29 23:51:15.121000+00:00,CZ,BI-MO-I1,0,-1
2024-10-29 23:49:47.817000+00:00,CZ,BI-MO-O1B,0,-1
2024-10-29 23:49:45.399000+00:00,unknown,BI-MO-O1B,0,-1
2024-10-29 23:49:45.368000+00:00,CZ,BI-MO-R1,1,74
2024-10-29 23:49:45.273000+00:00,CZ,BI-MO-O1,0,74
2024-10-29 23:49:19.501000+00:00,CZ,BI-MO-I1B,0,-1
2024-10-29 23:49:17.073000+00:00,CZ,BI-MO-I1,0,-1
2024-10-29 23:49:15.577000+00:00,CZ,BI-MO-O1B,0,-1
2024-10-29 23:49:12.486000+00:00,CZ,BI-MO-R1,2,57
2024-10-29 23:49:12.477000+00:00,unknown,BI-MO-O1B,0,-1
2024-10-29 23:49:12.413000+00:00,CZ,BI-MO-O1,0,60
2024-10-29 23:48:57.692000+00:00,CZ,BI-MO-R1,1,59
2024-10-29 23:48:57.659000+00:00,unknown,BI-MO-O1B,0,-1
2024-10-29 23:48:57.595000+00:00,CZ,BI-MO-O1,0,62
2024-10-29 23:48:40.565000+00:00,CZ,BI-MO-I1B,0,-1
2024-10-29 23:48:37.517000+00:00,CZ,BI-MO-I1,0,-1
2024-10-29 23:48:26.925000+00:00,CZ,BI-MO-I1B,0,-1
