_time,country,sensor,type,speed
2024-09-11 23:59:13.309000+00:00,CZ,BI-MO-O1B,0,-1
2024-09-11 23:59:10.085000+00:00,unknown,BI-MO-O1B,0,-1
2024-09-11 23:59:10.064000+00:00,CZ,BI-MO-R1,2,62
2024-09-11 23:59:10.005000+00:00,CZ,BI-MO-O1,0,-1
2024-09-11 23:58:40.945000+00:00,CZ,BI-MO-I1B,0,-1
2024-09-11 23:58:38.125000+00:00,CZ,BI-MO-I1,0,-1
2024-09-11 23:58:13.603000+00:00,CZ,BI-MO-O1B,0,-1
2024-09-11 23:58:10.547000+00:00,CZ,BI-MO-R1,2,62
2024-09-11 23:58:10.503000+00:00,unknown,BI-MO-O1B,0,-1
2024-09-11 23:58:10.485000+00:00,CZ,BI-MO-O1,0,-1
2024-09-11 23:57:41.053000+00:00,CZ,BI-MO-I1B,0,-1
2024-09-11 23:57:38.232000+00:00,CZ,BI-MO-I1,0,-1
2024-09-11 23:56:17.780000+00:00,CZ,BI-TP-O2B,0,-1
2024-09-11 23:56:15.064000+00:00,CZ,BI-TP-O2,0,-1
2024-09-11 23:56:07.488000+00:00,D,BI-TP-O2B,0,-1
2024-09-11 23:56:04.152000+00:00,D,BI-TP-O2,0,-1
2024-09-11 23:55:47.614000+00:00,CZ,BI-TP-R2,2,56
2024-09-11 23:55:47.556000+00:00,CZ,BI-TP-I2B,0,-1
2024-09-11 23:55:44.097000+00:00,CZ,BI-TP-I2,0,-1
2024-09-11 23:55:31.006000+00:00,D,BI-TP-R2,2,51
2024-09-11 23:55:30.913000+00:00,D,BI-TP-I2B,0,-1
2024-09-11 23:55:27.538000+00:00,D,BI-TP-I2,0,-1
2024-09-11 23:55:11.874000+00:00,CZ,BI-TP-O2B,0,-1
2024-09-11 23:55:08.662000+00:00,CZ,BI-TP-O2,0,-1
2024-09-11 23:55:08.221000+00:00,CZ,BI-MO-O1B,0,-1
2024-09-11 23:55:04.997000+00:00,unknown,BI-MO-O1B,0,-1
2024-09-11 23:55:04.996000+00:00,CZ,BI-MO-R1,2,55
2024-09-11 23:55:04.918000+00:00,CZ,BI-MO-O1,0,-1
2024-09-11 23:54:37.706000+00:00,CZ,BI-TP-R2,1,63
2024-09-11 23:54:37.597000+00:00,CZ,BI-TP-I2B,0,-1
2024-09-11 23:54:34.649000+00:00,CZ,BI-TP-I2,0,-1
2024-09-11 23:54:32.015000+00:00,CZ,BI-MO-I1B,0,-1
2024-09-11 23:54:28.760000+00:00,CZ,BI-MO-I1,0,-1
2024-09-11 23:54:18.311000+00:00,CZ,BI-MO-O1B,0,-1
2024-09-11 23:54:14.901000+00:00,unknown,BI-MO-O1B,0,-1
2024-09-11 23:54:14.884000+00:00,CZ,BI-MO-O1,0,-1
2024-09-11 23:54:14.883000+00:00,CZ,BI-MO-R1,1,52
2024-09-11 23:53:43.469000+00:00,CZ,BI-MO-I1B,0,-1
2024-09-11 23:53:40.462000+00:00,CZ,BI-MO-I1,0,-1
2024-09-11 23:49:15.186000+00:00,CZ,BI-TP-O2B,0,-1
2024-09-11 23:49:11.913000+00:00,CZ,BI-TP-O2,0,-1
