"cas","ln_no2","fitted_no2","sezona","data_no2"
2024-01-04 04:00:00,1.89761985992753,6.54943756913805,1,6.67
2024-01-04 05:00:00,2.01756613796175,7.18452913168826,1,7.52
2024-01-04 06:00:00,2.09186406167839,4.85447828016146,1,8.1
2024-01-04 07:00:00,1.92278773163446,4.61345814129975,1,6.84
2024-01-04 08:00:00,1.83418018511201,6.43235482850614,1,6.26
2024-01-04 09:00:00,1.5953389880546,5.0853864282082,1,4.93
2024-01-04 10:00:00,1.43983512804792,3.43223454364053,1,4.22
2024-01-04 11:00:00,1.42791603581071,3.6716135596768,1,4.17
2024-01-04 12:00:00,1.53901544813755,4.37886534389403,1,4.66
2024-01-04 13:00:00,2.03077636969855,4.17772555401736,1,7.62
2024-01-04 14:00:00,2.54474665014402,6.61374591620969,1,12.74
2024-01-04 15:00:00,2.85819285953193,8.92182706635331,1,17.43
2024-01-04 16:00:00,2.55567572067621,6.35455026704991,1,12.88
2024-01-04 17:00:00,2.46725171454928,9.29133996241438,1,11.79
2024-01-04 18:00:00,2.55877649835446,8.95035656723516,1,12.92
2024-01-04 19:00:00,2.8142103969306,15.4734443439943,1,16.68
2024-01-04 20:00:00,3.25540059955057,23.5946587481208,1,25.93
2024-01-04 21:00:00,3.02626147858881,23.6864253099816,1,20.62
2024-01-04 22:00:00,2.930126516456,23.016236274171,1,18.73
2024-01-04 23:00:00,2.90908446682832,18.27396234932,1,18.34
2024-01-05,2.65955999194178,21.6346575970916,1,14.29
2024-01-05 01:00:00,2.7047112998367,21.4121590417715,1,14.95
2024-01-05 02:00:00,2.55722731136763,19.4585593983916,1,12.9
2024-01-05 03:00:00,2.66374994220563,19.8818254202879,1,14.35
2024-01-05 04:00:00,2.60638654732571,18.5210023700923,1,13.55
2024-01-05 05:00:00,2.67414864942653,14.0505545549591,1,14.5
2024-01-05 06:00:00,2.78439376768954,19.8817155276634,1,16.19
2024-01-05 07:00:00,3.06665661189069,18.8370378371165,1,21.47
2024-01-05 08:00:00,3.13679771383259,25.9729169284389,1,23.03
2024-01-05 09:00:00,3.00766084441926,29.7033950819252,1,20.24
2024-01-05 10:00:00,3.06851794327964,31.7533802943303,1,21.51
2024-01-05 11:00:00,3.18262669219308,31.5579859039991,1,24.11
2024-01-05 12:00:00,3.24063731664971,27.8297895035014,1,25.55
2024-01-05 13:00:00,3.05163990549229,32.3270390964996,1,21.15
2024-01-05 14:00:00,2.7434173449395,27.2571706525212,1,15.54
2024-01-05 15:00:00,3.24493335918749,33.1394856913307,1,25.66
2024-01-05 16:00:00,3.23789383070396,30.2935769254437,1,25.48
2024-01-05 17:00:00,3.33041719960111,34.8195979714857,1,27.95
2024-01-05 18:00:00,3.39685463222802,33.1435036734203,1,29.87
2024-01-05 19:00:00,3.26155209914864,34.5157243983467,1,26.09
2024-01-05 20:00:00,3.20680324363393,27.6704517116386,1,24.7
2024-01-05 21:00:00,3.18262669219308,21.1403265453105,1,24.11
2024-01-05 22:00:00,2.94811641961233,25.4039582930398,1,19.07
2024-01-05 23:00:00,3.06152001409199,22.8655026362862,1,21.36
2024-01-06,2.96165829322024,27.7944319508954,1,19.33
2024-01-06 01:00:00,2.90853906185161,20.5822862195443,1,18.33
2024-01-06 02:00:00,2.86391369893314,23.2497852626822,1,17.53
2024-01-06 03:00:00,3.01111337559229,21.1469180502529,1,20.31
2024-01-06 04:00:00,2.99272776453369,23.2245560990528,1,19.94
2024-01-06 05:00:00,2.92208573338569,24.0438160623908,1,18.58
2024-01-06 06:00:00,2.94549105711724,22.8870836369902,1,19.02
2024-01-06 07:00:00,2.93810316071735,26.2447070597078,1,18.88
2024-01-06 08:00:00,3.10995341764401,26.2867667004157,1,22.42
2024-01-06 09:00:00,3.19088778832803,29.0040895470609,1,24.31
2024-01-06 10:00:00,3.2561716096119,29.9793921414913,1,25.95
2024-01-06 11:00:00,3.12412548832239,32.1224119824365,1,22.74
2024-01-06 12:00:00,3.1271990362963,27.1313221432981,1,22.81
2024-01-06 13:00:00,3.08876713952118,28.1789368006212,1,21.95
2024-01-06 14:00:00,3.27752202030093,28.4500431444778,1,26.51
2024-01-06 15:00:00,3.38777436133001,29.6588512730193,1,29.6
2024-01-06 16:00:00,3.21245525706528,25.5073598367734,1,24.84
2024-01-06 17:00:00,2.60564826748413,32.6045237226566,1,13.54
2024-01-06 18:00:00,2.30158459266046,11.5953264197825,1,9.99
2024-01-06 19:00:00,2.00552585872967,7.09678128097548,1,7.43
2024-01-06 20:00:00,1.99470031322475,9.2198185898596,1,7.35
2024-01-06 21:00:00,2.00012773496011,14.4175428698406,1,7.39
2024-01-06 22:00:00,1.80828877117927,10.1518948782876,1,6.1
2024-01-06 23:00:00,1.76473079684014,8.71586532896989,1,5.84
2024-01-07,1.880990602956,8.45092356675553,1,6.56
2024-01-07 01:00:00,1.90210752639692,5.2725150525416,1,6.7
2024-01-07 02:00:00,1.97269117173296,9.32084429424746,1,7.19
2024-01-07 03:00:00,1.82937633279936,3.94834232622589,1,6.23
2024-01-07 04:00:00,1.79009141212736,4.51589879785395,1,5.99
2024-01-07 05:00:00,1.87946504964716,5.76566627546614,1,6.55
2024-01-07 06:00:00,1.8531680973567,6.51909721099183,1,6.38
2024-01-07 07:00:00,1.86408013080768,3.32913269274756,1,6.45
2024-01-07 08:00:00,1.96150224381515,3.8244504736218,1,7.11
2024-01-07 09:00:00,2.03470564783844,3.81045753904993,1,7.65
2024-01-07 10:00:00,1.92424865227413,4.84085913767297,1,6.85
2024-01-07 11:00:00,1.88251383249652,4.19367404638797,1,6.57
2024-01-07 12:00:00,1.94448055624572,3.33440295196281,1,6.99
2024-01-07 13:00:00,1.96990565461153,5.88542068897336,1,7.17
2024-01-07 14:00:00,1.80500469597808,4.66892130084321,1,6.08
2024-01-07 15:00:00,2.40423874672055,4.78553947143629,1,11.07
2024-01-07 16:00:00,2.63905732961526,7.7969538957988,1,14
2024-01-07 17:00:00,2.66025953726586,6.89325663238316,1,14.3
2024-01-07 18:00:00,2.40874528882244,9.01663249127179,1,11.12
2024-01-07 19:00:00,2.40964416528745,5.27175360660414,1,11.13
2024-01-07 20:00:00,2.28238238567653,3.87272517717944,1,9.8
2024-01-07 21:00:00,2.29455292129678,4.24620549178272,1,9.92
2024-01-07 22:00:00,2.26384426467762,7.13542807682278,1,9.62
2024-01-07 23:00:00,2.24601474150565,4.44718158374017,1,9.45
2024-01-08,2.44060639089142,3.88827762812535,1,11.48
2024-01-08 01:00:00,2.45958884180371,5.93127269713202,1,11.7
2024-01-08 02:00:00,2.58550584834412,5.54644649061608,1,13.27
2024-01-08 03:00:00,2.30757263450508,5.57660933275993,1,10.05
2024-01-08 04:00:00,2.19277022698684,7.09941648180527,1,8.96
2024-01-08 05:00:00,2.23964529322017,5.96714493704762,1,9.39
2024-01-08 06:00:00,2.25023861262184,3.04362543527354,1,9.49
2024-01-08 07:00:00,2.35801979988215,3.04097345367431,1,10.57
2024-01-08 08:00:00,2.45358796653057,2.43016068650174,1,11.63
2024-01-08 09:00:00,2.35612585992208,3.7482336881646,1,10.55
2024-01-08 10:00:00,2.43097830776244,4.97810817048202,1,11.37
2024-01-08 11:00:00,1.98100146886658,5.50712404747322,1,7.25
2024-01-08 12:00:00,1.99061032797322,6.35980541710639,1,7.32
2024-01-08 13:00:00,1.870262530716,4.66617094513115,1,6.49
2024-01-08 14:00:00,1.79342474854712,2.41394696200543,1,6.01
2024-01-08 15:00:00,2.02683159140754,3.0112078435358,1,7.59
2024-01-08 16:00:00,2.19165353228676,2.34167042273803,1,8.95
2024-01-08 17:00:00,2.36555989215543,5.245214487607,1,10.65
2024-01-08 18:00:00,2.43185742869818,9.77556011600942,1,11.38
2024-01-08 19:00:00,2.50715725872282,7.48470534969277,1,12.27
2024-01-08 20:00:00,2.56417983068251,13.6961238086359,1,12.99
2024-01-08 21:00:00,2.61080481666337,16.1997012545386,1,13.61
2024-01-08 22:00:00,2.67414864942653,21.2607986980312,1,14.5
2024-01-08 23:00:00,2.60194867021966,21.5190244087385,1,13.49
2024-01-09,2.78993736057439,21.0354915644606,1,16.28
2024-01-09 01:00:00,2.80032547721138,16.0542949937329,1,16.45
2024-01-09 02:00:00,2.90306858869057,22.3820115825548,1,18.23
2024-01-09 03:00:00,2.91017438519234,22.3476570016543,1,18.36
2024-01-09 04:00:00,3.12236492448736,29.5056005630587,1,22.7
2024-01-09 05:00:00,3.31454957493648,24.8158520273004,1,27.51
2024-01-09 06:00:00,3.38540669575583,32.0400172164924,1,29.53
2024-01-09 07:00:00,3.51809113313365,38.9968187307624,1,33.72
2024-01-09 08:00:00,3.72472910700763,44.7797213263632,1,41.46
2024-01-09 09:00:00,4.50191855617762,27.5876069393851,1,90.19
2024-01-09 10:00:00,3.41081762503915,17.761314715637,1,30.29
2024-01-09 11:00:00,2.65885995691144,12.7950845650655,1,14.28
2024-01-09 12:00:00,2.67552700939665,16.1427938687208,1,14.52
2024-01-09 13:00:00,3.04261585945284,16.8644663849863,1,20.96
2024-01-09 14:00:00,3.19908119754002,18.9034012708453,1,24.51
2024-01-09 15:00:00,3.63283806323031,21.7268433908378,1,37.82
2024-01-09 16:00:00,4.08125932267345,31.0821731295429,1,59.22
2024-01-09 17:00:00,3.83816115682969,24.413864730575,1,46.44
2024-01-09 18:00:00,3.59209318542624,27.5193204333241,1,36.31
2024-01-09 19:00:00,3.53017676291862,31.9064470743421,1,34.13
2024-01-09 20:00:00,3.33184730352736,24.1379791474623,1,27.99
2024-01-09 21:00:00,3.16926532431487,26.9059215041647,1,23.79
2024-01-09 22:00:00,3.26193531432865,33.1663006215881,1,26.1
2024-01-09 23:00:00,3.29026582095487,26.8435721447711,1,26.85
2024-01-10,3.23238417489299,33.6624476655229,1,25.34
2024-01-10 01:00:00,3.33790253128984,32.2116629232819,1,28.16
2024-01-10 02:00:00,3.41312595252743,27.1824091534338,1,30.36
2024-01-10 03:00:00,3.46323277258161,30.4874300137921,1,31.92
2024-01-10 04:00:00,3.27032910645712,27.8735825346566,1,26.32
2024-01-10 05:00:00,3.71039629757619,34.184309074831,1,40.87
2024-01-10 06:00:00,4.8283137373023,29.5955596807295,1,125
2024-01-10 07:00:00,4.22610355173446,34.8588489501264,1,68.45
2024-01-10 08:00:00,3.5567756134806,42.5564354667272,1,35.05
2024-01-10 09:00:00,3.29361217098222,32.315904497491,1,26.94
2024-01-10 10:00:00,3.49195174493062,24.4643433391891,1,32.85
2024-01-10 11:00:00,3.2144661163795,21.0607116655633,1,24.89
2024-01-10 12:00:00,3.08967788639652,18.8233084562038,1,21.97
2024-01-10 13:00:00,3.26270130440823,17.287301487249,1,26.12
2024-01-10 14:00:00,3.17387845893747,15.873255656162,1,23.9
2024-01-10 15:00:00,2.64617479738412,18.8831256396136,1,14.1
2024-01-10 16:00:00,3.87763857856632,29.0839773456226,1,48.31
2024-01-10 17:00:00,3.27336401015227,29.4866560239925,1,26.4
2024-01-10 18:00:00,3.59621576925052,27.8382893877208,1,36.46
2024-01-10 19:00:00,3.55591932685771,25.1666070009372,1,35.02
2024-01-10 20:00:00,3.43559880837949,31.1335910345102,1,31.05
2024-01-10 21:00:00,3.18759153482843,33.5454577919843,1,24.23
2024-01-10 22:00:00,3.15529684322533,35.6686244710407,1,23.46
2024-01-10 23:00:00,2.98971420122843,38.2385959722706,1,19.88
2024-01-11,2.96836107675786,37.5959297520679,1,19.46
2024-01-11 01:00:00,3.07223024452672,35.1643489727693,1,21.59
2024-01-11 02:00:00,3.00469201492546,35.5063626655868,1,20.18
2024-01-11 03:00:00,2.72457950305342,30.3748193975873,1,15.25
2024-01-11 04:00:00,2.86846692250811,34.5740272968882,1,17.61
2024-01-11 05:00:00,3.43945609377925,32.0638696359796,1,31.17
2024-01-11 06:00:00,3.37826987701845,36.7267571926325,1,29.32
2024-01-11 07:00:00,3.34250838531348,36.306089369058,1,28.29
2024-01-11 08:00:00,3.2023398562281,38.4521436461555,1,24.59
2024-01-11 09:00:00,3.32503602069659,33.5587809990041,1,27.8
2024-01-11 10:00:00,3.28428896341643,35.5610763423527,1,26.69
2024-01-11 11:00:00,3.43881424523346,25.436809638567,1,31.15
2024-01-11 12:00:00,3.4980215662977,26.953310883728,1,33.05
2024-01-11 13:00:00,3.70794651683116,22.6306354950891,1,40.77
2024-01-11 14:00:00,3.75817228060989,22.6886208821118,1,42.87
2024-01-11 15:00:00,3.88300605635765,27.2910014962712,1,48.57
2024-01-11 16:00:00,4.01998014693324,30.8620499108696,1,55.7
2024-01-11 17:00:00,3.69833461288469,22.7237512381241,1,40.38
2024-01-11 18:00:00,3.66253547877433,29.5258043712463,1,38.96
2024-01-11 19:00:00,3.17178421733435,27.8581875985056,1,23.85
2024-01-11 20:00:00,3.04022751344054,30.0492589925383,1,20.91
2024-01-11 21:00:00,3.00370044320317,16.8790608798504,1,20.16
2024-01-11 22:00:00,3.0777729838902,29.8072490319232,1,21.71
2024-01-11 23:00:00,3.1027913458474,21.2669106442597,1,22.26
2024-01-12,2.96887481938411,25.7925357201395,1,19.47
2024-01-12 01:00:00,2.65955999194178,27.7458929341601,1,14.29
2024-01-12 02:00:00,2.82672173081971,29.718559112468,1,16.89
2024-01-12 03:00:00,2.68170622576261,27.2860468016203,1,14.61
2024-01-12 04:00:00,2.85876641848083,30.763258377196,1,17.44
2024-01-12 05:00:00,2.98770010185673,26.7969275251461,1,19.84
2024-01-12 06:00:00,2.6658383522929,26.2789888913224,1,14.38
2024-01-12 07:00:00,2.76127496233951,21.5845588800115,1,15.82
2024-01-12 08:00:00,2.44060639089142,23.1320419935206,1,11.48
2024-01-12 09:00:00,2.9871959425317,29.3503662007496,1,19.83
2024-01-12 10:00:00,2.84490938381941,27.1035304748319,1,17.2
2024-01-12 11:00:00,2.6616571615325,22.5336079434862,1,14.32
2024-01-12 12:00:00,2.50143595173921,19.1571389589131,1,12.2
2024-01-12 13:00:00,2.54160199346455,22.1837411126688,1,12.7
2024-01-12 14:00:00,2.68033636253469,21.1834202786872,1,14.59
2024-01-12 15:00:00,2.89480635496403,24.1180215302577,1,18.08
2024-01-12 16:00:00,2.80638610182307,19.6409376638479,1,16.55
2024-01-12 17:00:00,2.82908719614504,23.378665792324,1,16.93
2024-01-12 18:00:00,2.76127496233951,23.5223027869827,1,15.82
2024-01-12 19:00:00,2.67896462020711,22.3967759288697,1,14.57
2024-01-12 20:00:00,2.6447553507299,30.2563257270159,1,14.08
2024-01-12 21:00:00,2.40874528882244,25.6846790237399,1,11.12
2024-01-12 22:00:00,2.30956070673047,21.6626819436231,1,10.07
2024-01-12 23:00:00,2.33698651971138,16.84525866153,1,10.35
2024-01-13,2.23108909128898,14.1261906605382,1,9.31
2024-01-13 01:00:00,2.07065303564676,12.5559639381302,1,7.93
2024-01-13 02:00:00,1.99470031322475,7.40519466638576,1,7.35
2024-01-13 03:00:00,2.13534917361813,6.68447254228682,1,8.46
2024-01-13 04:00:00,2.19277022698684,7.32033868166468,1,8.96
2024-01-13 05:00:00,2.23108909128898,7.3652190858762,1,9.31
2024-01-13 06:00:00,2.31845844215034,8.45609158038751,1,10.16
2024-01-13 07:00:00,2.36085400111802,11.6328018571525,1,10.6
2024-01-13 08:00:00,2.31451366385932,10.8159726434657,1,10.12
2024-01-13 09:00:00,2.37769256548085,13.4831332675756,1,10.78
2024-01-13 10:00:00,2.37024374146786,13.8736315919796,1,10.7
2024-01-13 11:00:00,2.20276475771183,10.2318850669986,1,9.05
2024-01-13 12:00:00,2.24177295359729,13.451693585409,1,9.41
2024-01-13 13:00:00,2.20497226412705,14.2137223722019,1,9.07
2024-01-13 14:00:00,2.41769790009455,7.81073761712059,1,11.22
2024-01-13 15:00:00,2.95230271562665,12.9611512947507,1,19.15
2024-01-13 16:00:00,2.57184857992181,11.9044396270091,1,13.09
2024-01-13 17:00:00,2.60859812213055,7.86536230184416,1,13.58
2024-01-13 18:00:00,2.53686638871871,8.16691124056936,1,12.64
2024-01-13 19:00:00,2.55022611590864,9.06649251459164,1,12.81
2024-01-13 20:00:00,2.56417983068251,9.1287479825312,1,12.99
2024-01-13 21:00:00,2.62972823432674,7.93635914233164,1,13.87
2024-01-13 22:00:00,2.62684014567667,9.73524241763966,1,13.83
2024-01-13 23:00:00,2.60343015197211,10.6820159346611,1,13.51
2024-01-14,2.39333945626251,10.047774448936,1,10.95
2024-01-14 01:00:00,2.37117788445966,8.76475267240928,1,10.71
2024-01-14 02:00:00,2.34084380511114,10.2996854981501,1,10.39
2024-01-14 03:00:00,2.49155119250667,7.39683971475992,1,12.08
2024-01-14 04:00:00,2.26799364822443,6.06860468488103,1,9.66
2024-01-14 05:00:00,2.41412646772695,6.96525001414434,1,11.18
2024-01-14 06:00:00,2.54002594900908,9.71601335323896,1,12.68
2024-01-14 07:00:00,2.47148362945586,11.5095286714796,1,11.84
2024-01-14 08:00:00,2.37769256548085,9.73015372158556,1,10.78
2024-01-14 09:00:00,2.41143949790613,11.3910476057872,1,11.15
2024-01-14 10:00:00,2.27931646605469,10.9123124164004,1,9.77
2024-01-14 11:00:00,2.2353763433006,10.436091613182,1,9.35
2024-01-14 12:00:00,2.2628042229822,9.53938004658497,1,9.61
2024-01-14 13:00:00,2.32042501112238,9.47582685956936,1,10.18
2024-01-14 14:00:00,2.54160199346455,10.2129515208069,1,12.7
2024-01-14 15:00:00,2.45958884180371,10.7863946421557,1,11.7
2024-01-14 16:00:00,2.39971180372477,8.91966240755773,1,11.02
2024-01-14 17:00:00,2.48573963609189,9.45559858217333,1,12.01
2024-01-14 18:00:00,2.61373952163097,8.10812775075105,1,13.65
2024-01-14 19:00:00,2.45873377548398,11.2121589469465,1,11.69
2024-01-14 20:00:00,2.34564458245449,9.11445108394325,1,10.44
2024-01-14 21:00:00,2.38139627341834,9.27949605001789,1,10.82
2024-01-14 22:00:00,2.58173083442354,8.02043402273451,1,13.22
2024-01-14 23:00:00,2.4932054526027,7.53264328413758,1,12.1
2024-01-15,2.49568172295596,4.54872774575945,1,12.13
2024-01-15 01:00:00,2.38600670113312,3.63144993351645,1,10.87
2024-01-15 02:00:00,2.43009841329301,4.90282418189725,1,11.36
2024-01-15 03:00:00,2.58776403522771,3.90565726128882,1,13.3
2024-01-15 04:00:00,2.55412171880947,3.49020644153873,1,12.86
2024-01-15 05:00:00,2.6686161318568,3.64024434472521,1,14.42
2024-01-15 06:00:00,2.63547950826737,4.36301411904763,1,13.95
2024-01-15 07:00:00,2.6775909936175,4.25632680293969,1,14.55
2024-01-15 08:00:00,2.41412646772695,6.29291040071282,1,11.18
2024-01-15 09:00:00,2.32532457996354,5.5035396453649,1,10.23
2024-01-15 10:00:00,2.24707238306379,4.85994039669456,1,9.46
2024-01-15 11:00:00,2.20386912005489,7.06174259624289,1,9.06
2024-01-15 12:00:00,2.14476100780048,6.92009083770052,1,8.54
2024-01-15 13:00:00,1.79175946922805,4.8257729146087,1,6
2024-01-15 14:00:00,2.33214389523559,6.67763426207769,1,10.3
2024-01-15 15:00:00,2.25967759198277,4.04475569611615,1,9.58
2024-01-15 16:00:00,2.3767644911683,5.67915414457816,1,10.77
2024-01-15 17:00:00,2.68512269645851,7.53397569005865,1,14.66
2024-01-15 18:00:00,2.97143958098495,9.36922898053251,1,19.52
2024-01-15 19:00:00,3.0022112396517,14.786182564589,1,20.13
2024-01-15 20:00:00,2.80759383143847,7.34442010255231,1,16.57
2024-01-15 21:00:00,2.58248697812686,8.17241101574048,1,13.23
2024-01-15 22:00:00,2.71469474382088,7.03058322589997,1,15.1
2024-01-15 23:00:00,2.7173402480093,12.0445275017781,1,15.14
2024-01-16,2.53131302260216,7.34477631203404,1,12.57
2024-01-16 01:00:00,1.88706964903238,9.78862488646736,1,6.6
2024-01-16 02:00:00,2.48073127837752,NA,1,11.95
2024-01-16 03:00:00,2.25339484880327,6.61800464715434,1,9.52
2024-01-16 04:00:00,2.65324196460721,6.8993810559456,1,14.2
2024-01-16 05:00:00,2.86162928903051,12.4246477851305,1,17.49
2024-01-16 06:00:00,2.62249231274056,12.4485209517112,1,13.77
2024-01-16 07:00:00,2.94285878394692,13.7033088042842,1,18.97
2024-01-16 08:00:00,2.72981169288372,10.8732949337117,1,15.33
2024-01-16 09:00:00,2.28543893415908,7.04596060952379,1,9.83
2024-01-16 10:00:00,2.21266038546606,7.93884548945551,1,9.14
2024-01-16 11:00:00,2.58550584834412,12.2830563413178,1,13.27
2024-01-16 12:00:00,2.74019465442878,12.3205902701116,1,15.49
2024-01-16 13:00:00,1.83418018511201,7.84915158588125,1,6.26
2024-01-16 14:00:00,1.9387416595767,8.39009387268251,1,6.95
2024-01-16 15:00:00,2.38967979984498,12.9245676394358,1,10.91
2024-01-16 16:00:00,2.70136121295141,13.9037042724495,1,14.9
2024-01-16 17:00:00,2.93438864331294,14.3999600006745,1,18.81
2024-01-16 18:00:00,2.90635446240277,15.6022386374023,1,18.29
2024-01-16 19:00:00,2.6440448711263,18.209388333922,1,14.07
2024-01-16 20:00:00,2.60120710548416,16.9064569409593,1,13.48
2024-01-16 21:00:00,2.66514270009093,22.9369413259239,1,14.37
2024-01-16 22:00:00,2.83321334405622,21.0730876146444,1,17
2024-01-16 23:00:00,2.8541687092322,25.4549398269024,1,17.36
2024-01-17,2.94285878394692,25.7899353169759,1,18.97
2024-01-17 01:00:00,2.71667952780026,23.5607732235433,1,15.13
2024-01-17 02:00:00,3.01357219168232,23.3664809141842,1,20.36
2024-01-17 03:00:00,3.00766084441926,22.6974733337714,1,20.24
2024-01-17 04:00:00,4.18661983833127,24.1461321432433,1,65.8
2024-01-17 05:00:00,3.52577211624379,22.1662712304136,1,33.98
2024-01-17 06:00:00,3.36522472120334,15.921895350186,1,28.94
2024-01-17 07:00:00,3.69511000386457,19.6649006382488,1,40.25
2024-01-17 08:00:00,3.83146349756973,28.5011839751589,1,46.13
2024-01-17 09:00:00,3.8093256071898,29.7681064363911,1,45.12
2024-01-17 10:00:00,3.29953372788566,28.2913661295565,1,27.1
2024-01-17 11:00:00,3.56161410306806,30.8232952480431,1,35.22
2024-01-17 12:00:00,3.83124669540086,24.5329437373534,1,46.12
2024-01-17 13:00:00,3.90479696033641,24.3079967014745,1,49.64
2024-01-17 14:00:00,3.92197333628131,29.8257069377771,1,50.5
2024-01-17 15:00:00,4.13404592907365,30.8858471140373,1,62.43
2024-01-17 16:00:00,4.17223110087917,30.9548223813167,1,64.86
2024-01-17 17:00:00,4.23685634351072,33.2487843118523,1,69.19
2024-01-17 18:00:00,4.17715267340942,34.8988165079387,1,65.18
2024-01-17 19:00:00,4.11496384942484,30.3673613244918,1,61.25
2024-01-17 20:00:00,4.08362059885912,29.5276118629601,1,59.36
2024-01-17 21:00:00,4.09617621705107,28.4440911951797,1,60.11
2024-01-17 22:00:00,4.04462896997617,24.7908502174789,1,57.09
2024-01-17 23:00:00,3.902982260776,24.2300463973036,1,49.55
2024-01-18,3.88670519744386,23.7151691475782,1,48.75
2024-01-18 01:00:00,3.71916614671881,21.7218990922183,1,41.23
2024-01-18 02:00:00,3.75443308485338,17.7235193934526,1,42.71
2024-01-18 03:00:00,3.75255823077712,19.6943005742003,1,42.63
2024-01-18 04:00:00,3.73385281975667,21.3381042328895,1,41.84
2024-01-18 05:00:00,3.96783607024736,21.0628796450253,1,52.87
