"","cas","data_temp1","mesic",".fitted","pred","lower","upper","pred_30"
"742",2024-01-31 22:00:00,0.55,1,0.607485571286614,NA,NA,NA,NA
"743",2024-01-31 23:00:00,0.2,1,0.405239936785739,NA,NA,NA,NA
"744",2024-02-01,-0.37,2,1.66074247930239,NA,NA,NA,NA
"745",2024-02-01 01:00:00,-0.58,2,-1.22641042051365,NA,NA,NA,NA
"746",2024-02-01 02:00:00,-1.3,2,-0.788803034599157,NA,NA,NA,NA
"747",2024-02-01 03:00:00,-1.27,2,-1.58668558999942,NA,NA,NA,NA
"748",2024-02-01 04:00:00,-1.35,2,-1.04918301249106,NA,NA,NA,NA
"749",2024-02-01 05:00:00,-0.72,2,-0.870082888479737,NA,NA,NA,NA
"750",2024-02-01 06:00:00,-0.28,2,0.19749891992828,NA,NA,NA,NA
"751",2024-02-01 07:00:00,0.72,2,0.713506313925248,NA,NA,NA,NA
"752",2024-02-01 08:00:00,2.9,2,1.85876585221964,NA,NA,NA,NA
"753",2024-02-01 09:00:00,5.33,2,4.37909664679073,NA,NA,NA,NA
"754",2024-02-01 10:00:00,7.28,2,7.01038050957417,NA,NA,NA,NA
"755",2024-02-01 11:00:00,8.1,2,8.77046066899122,NA,NA,NA,NA
"756",2024-02-01 12:00:00,9.22,2,7.7105091246817,NA,NA,NA,NA
"757",2024-02-01 13:00:00,8.9,2,9.8796574294149,NA,NA,NA,NA
"758",2024-02-01 14:00:00,9.57,2,8.70603324915233,NA,NA,NA,NA
"759",2024-02-01 15:00:00,8.62,2,9.65501310702373,NA,NA,NA,NA
"760",2024-02-01 16:00:00,7.55,2,7.34254458282248,NA,NA,NA,NA
"761",2024-02-01 17:00:00,7.18,2,6.51245287754164,NA,NA,NA,NA
"762",2024-02-01 18:00:00,6.9,2,6.0781467372623,NA,NA,NA,NA
"763",2024-02-01 19:00:00,6.68,2,5.86575620639939,NA,NA,NA,NA
"764",2024-02-01 20:00:00,6.4,2,6.16986869867385,NA,NA,NA,NA
"765",2024-02-01 21:00:00,6.2,2,6.00724088578888,NA,NA,NA,NA
"766",2024-02-01 22:00:00,6.25,2,5.69348712330066,NA,NA,NA,NA
"767",2024-02-01 23:00:00,5.93,2,5.80990136250841,NA,NA,NA,NA
"768",2024-02-02,5.58,2,4.83648939478724,NA,NA,NA,NA
"769",2024-02-02 01:00:00,5.42,2,5.13634892559006,NA,NA,NA,NA
"770",2024-02-02 02:00:00,5.3,2,4.71202540814532,NA,NA,NA,NA
"771",2024-02-02 03:00:00,5.05,2,4.95494235239701,NA,NA,NA,NA
"772",2024-02-02 04:00:00,5.08,2,4.77824238063919,NA,NA,NA,NA
"773",2024-02-02 05:00:00,5.1,2,5.35734149909108,NA,NA,NA,NA
"774",2024-02-02 06:00:00,5.03,2,5.50154943554304,NA,NA,NA,NA
"775",2024-02-02 07:00:00,4.9,2,5.74032663343795,NA,NA,NA,NA
"776",2024-02-02 08:00:00,4.55,2,5.91823182588451,NA,NA,NA,NA
"777",2024-02-02 09:00:00,5.1,2,5.46266377475721,NA,NA,NA,NA
"778",2024-02-02 10:00:00,6.45,2,6.04644417435793,NA,NA,NA,NA
"779",2024-02-02 11:00:00,7.08,2,7.23061970342004,NA,NA,NA,NA
"780",2024-02-02 12:00:00,6.78,2,7.72966225035562,NA,NA,NA,NA
"781",2024-02-02 13:00:00,7,2,6.68840874295954,NA,NA,NA,NA
"782",2024-02-02 14:00:00,7.88,2,7.30775053492572,NA,NA,NA,NA
"783",2024-02-02 15:00:00,7.88,2,7.64429066574487,NA,NA,NA,NA
"784",2024-02-02 16:00:00,7.6,2,7.28781694558663,NA,NA,NA,NA
"785",2024-02-02 17:00:00,6.9,2,6.95032647956134,NA,NA,NA,NA
"786",2024-02-02 18:00:00,6.28,2,6.00068266050111,NA,NA,NA,NA
"787",2024-02-02 19:00:00,6.42,2,5.43771412520132,NA,NA,NA,NA
"788",2024-02-02 20:00:00,6.6,2,5.86100938118615,NA,NA,NA,NA
"789",2024-02-02 21:00:00,7,2,6.19642570122305,NA,NA,NA,NA
"790",2024-02-02 22:00:00,7.8,2,6.81363872721914,NA,NA,NA,NA
"791",2024-02-02 23:00:00,9.63,2,7.59459743095909,NA,NA,NA,NA
"792",2024-02-03,9.32,2,9.62425913253626,NA,NA,NA,NA
"793",2024-02-03 01:00:00,9.23,2,8.65263028320452,NA,NA,NA,NA
"794",2024-02-03 02:00:00,9.35,2,8.63990749479082,NA,NA,NA,NA
"795",2024-02-03 03:00:00,9.65,2,8.81858490137208,NA,NA,NA,NA
"796",2024-02-03 04:00:00,9.7,2,9.45067000174322,NA,NA,NA,NA
"797",2024-02-03 05:00:00,9.72,2,9.65850225660472,NA,NA,NA,NA
"798",2024-02-03 06:00:00,9.75,2,9.88746564958167,NA,NA,NA,NA
"799",2024-02-03 07:00:00,10.05,2,10.0523630765291,NA,NA,NA,NA
"800",2024-02-03 08:00:00,9.8,2,10.4042241499145,NA,NA,NA,NA
"801",2024-02-03 09:00:00,9.05,2,10.2008136593504,NA,NA,NA,NA
"802",2024-02-03 10:00:00,9,2,9.38942831828495,NA,NA,NA,NA
"803",2024-02-03 11:00:00,9,2,9.20460624120449,NA,NA,NA,NA
"804",2024-02-03 12:00:00,9.12,2,8.93639593417486,NA,NA,NA,NA
"805",2024-02-03 13:00:00,9.38,2,9.22834468763529,NA,NA,NA,NA
"806",2024-02-03 14:00:00,9.82,2,9.54224865882526,NA,NA,NA,NA
"807",2024-02-03 15:00:00,9.9,2,9.57550683044528,NA,NA,NA,NA
"808",2024-02-03 16:00:00,9.78,2,9.33992656310273,NA,NA,NA,NA
"809",2024-02-03 17:00:00,9.3,2,8.89285341118406,NA,NA,NA,NA
"810",2024-02-03 18:00:00,9.03,2,8.26752122150492,NA,NA,NA,NA
"811",2024-02-03 19:00:00,8.35,2,8.26649976960745,NA,NA,NA,NA
"812",2024-02-03 20:00:00,8.2,2,7.52815605970291,NA,NA,NA,NA
"813",2024-02-03 21:00:00,7.97,2,7.73933515938181,NA,NA,NA,NA
"814",2024-02-03 22:00:00,8.32,2,7.66900656517496,NA,NA,NA,NA
"815",2024-02-03 23:00:00,9.67,2,8.46886819260109,NA,NA,NA,NA
"816",2024-02-04,10,2,9.36978279891808,NA,NA,NA,NA
"817",2024-02-04 01:00:00,10.5,2,9.547690166257,NA,NA,NA,NA
"818",2024-02-04 02:00:00,10.22,2,10.1187817445986,NA,NA,NA,NA
"819",2024-02-04 03:00:00,10.32,2,9.72517706092804,NA,NA,NA,NA
"820",2024-02-04 04:00:00,10.1,2,10.0632214027973,NA,NA,NA,NA
"821",2024-02-04 05:00:00,10.3,2,10.0061231669789,NA,NA,NA,NA
"822",2024-02-04 06:00:00,10.43,2,10.5797174043074,NA,NA,NA,NA
"823",2024-02-04 07:00:00,9.8,2,10.9002798677297,NA,NA,NA,NA
"824",2024-02-04 08:00:00,10.3,2,9.94867819530989,NA,NA,NA,NA
"825",2024-02-04 09:00:00,10.1,2,10.6281926520827,NA,NA,NA,NA
"826",2024-02-04 10:00:00,10.55,2,10.3250822707461,NA,NA,NA,NA
"827",2024-02-04 11:00:00,11.1,2,10.8419151449902,NA,NA,NA,NA
"828",2024-02-04 12:00:00,11.32,2,11.322458305993,NA,NA,NA,NA
"829",2024-02-04 13:00:00,11.68,2,11.3790783522773,NA,NA,NA,NA
"830",2024-02-04 14:00:00,11.4,2,11.6826933125901,NA,NA,NA,NA
"831",2024-02-04 15:00:00,10.88,2,10.9314885917369,NA,NA,NA,NA
"832",2024-02-04 16:00:00,10.43,2,10.1444256811848,NA,NA,NA,NA
"833",2024-02-04 17:00:00,10.9,2,9.46364580222963,NA,NA,NA,NA
"834",2024-02-04 18:00:00,9.75,2,10.1747859563916,NA,NA,NA,NA
"835",2024-02-04 19:00:00,8.6,2,8.45517262015962,NA,NA,NA,NA
"836",2024-02-04 20:00:00,8.45,2,7.64728034563155,NA,NA,NA,NA
"837",2024-02-04 21:00:00,8.85,2,7.83210974112578,NA,NA,NA,NA
"838",2024-02-04 22:00:00,9.38,2,8.64275290118361,NA,NA,NA,NA
"839",2024-02-04 23:00:00,9.47,2,9.45328917797852,NA,NA,NA,NA
"840",2024-02-05,9.78,2,9.02288385726576,NA,NA,NA,NA
"841",2024-02-05 01:00:00,10.1,2,9.45327672542505,NA,NA,NA,NA
"842",2024-02-05 02:00:00,11.43,2,9.51505945202415,NA,NA,NA,NA
"843",2024-02-05 03:00:00,11.5,2,11.3663615897877,NA,NA,NA,NA
"844",2024-02-05 04:00:00,11.4,2,11.125313269487,NA,NA,NA,NA
"845",2024-02-05 05:00:00,11.55,2,11.4000055361035,NA,NA,NA,NA
"846",2024-02-05 06:00:00,11.78,2,11.7697699507217,NA,NA,NA,NA
"847",2024-02-05 07:00:00,11.9,2,11.9654581470744,NA,NA,NA,NA
"848",2024-02-05 08:00:00,11.7,2,12.448735819141,NA,NA,NA,NA
"849",2024-02-05 09:00:00,12.03,2,11.8314872073883,NA,NA,NA,NA
"850",2024-02-05 10:00:00,12.55,2,12.4454051060114,NA,NA,NA,NA
"851",2024-02-05 11:00:00,13.85,2,12.8626936259129,NA,NA,NA,NA
"852",2024-02-05 12:00:00,14.57,2,14.1821538112318,NA,NA,NA,NA
"853",2024-02-05 13:00:00,14.97,2,14.6634295646139,NA,NA,NA,NA
"854",2024-02-05 14:00:00,15.75,2,14.6570217094322,NA,NA,NA,NA
"855",2024-02-05 15:00:00,14.88,2,15.315820272077,NA,NA,NA,NA
"856",2024-02-05 16:00:00,12.93,2,13.7997032635078,NA,NA,NA,NA
"857",2024-02-05 17:00:00,11.07,2,11.6818710679211,NA,NA,NA,NA
"858",2024-02-05 18:00:00,10.35,2,9.29367546096501,NA,NA,NA,NA
"859",2024-02-05 19:00:00,9.9,2,9.06734678769486,NA,NA,NA,NA
"860",2024-02-05 20:00:00,9.75,2,9.07604381659335,NA,NA,NA,NA
"861",2024-02-05 21:00:00,9.62,2,9.25953578943001,NA,NA,NA,NA
"862",2024-02-05 22:00:00,9.1,2,9.23608777176917,NA,NA,NA,NA
"863",2024-02-05 23:00:00,8.57,2,8.51594660236528,NA,NA,NA,NA
"864",2024-02-06,7.6,2,8.05334396027511,NA,NA,NA,NA
"865",2024-02-06 01:00:00,6.6,2,6.90949269598834,NA,NA,NA,NA
"866",2024-02-06 02:00:00,6.75,2,6.22284521988722,NA,NA,NA,NA
"867",2024-02-06 03:00:00,7.75,2,6.4045791502925,NA,NA,NA,NA
"868",2024-02-06 04:00:00,8.43,2,7.8880019882071,NA,NA,NA,NA
"869",2024-02-06 05:00:00,8.45,2,8.79945102396174,NA,NA,NA,NA
"870",2024-02-06 06:00:00,8.5,2,8.88188496308597,NA,NA,NA,NA
"871",2024-02-06 07:00:00,8.45,2,9.04624423352577,NA,NA,NA,NA
"872",2024-02-06 08:00:00,8.57,2,8.9120035785641,NA,NA,NA,NA
"873",2024-02-06 09:00:00,8.78,2,9.19417666930535,NA,NA,NA,NA
"874",2024-02-06 10:00:00,9.12,2,9.33431082276411,NA,NA,NA,NA
"875",2024-02-06 11:00:00,9.6,2,9.80656636835076,NA,NA,NA,NA
"876",2024-02-06 12:00:00,9.95,2,10.0135958535147,NA,NA,NA,NA
"877",2024-02-06 13:00:00,10.25,2,10.189550291934,NA,NA,NA,NA
"878",2024-02-06 14:00:00,10.18,2,10.4694677765536,NA,NA,NA,NA
"879",2024-02-06 15:00:00,10.07,2,9.65212280620024,NA,NA,NA,NA
"880",2024-02-06 16:00:00,9.9,2,9.17354039242271,NA,NA,NA,NA
"881",2024-02-06 17:00:00,9.65,2,8.89445514694124,NA,NA,NA,NA
"882",2024-02-06 18:00:00,9.73,2,8.8167396794388,NA,NA,NA,NA
"883",2024-02-06 19:00:00,10.07,2,8.97066119121163,NA,NA,NA,NA
"884",2024-02-06 20:00:00,9.75,2,9.51434543464831,NA,NA,NA,NA
"885",2024-02-06 21:00:00,9.6,2,9.10707690555674,NA,NA,NA,NA
"886",2024-02-06 22:00:00,9.43,2,9.00266488436843,NA,NA,NA,NA
"887",2024-02-06 23:00:00,9.57,2,8.85551464570515,NA,NA,NA,NA
"888",2024-02-07,9.5,2,8.91375184965012,NA,NA,NA,NA
"889",2024-02-07 01:00:00,9.47,2,8.7346744012011,NA,NA,NA,NA
"890",2024-02-07 02:00:00,9.75,2,9.01606445254414,NA,NA,NA,NA
"891",2024-02-07 03:00:00,9.75,2,9.60672650825935,NA,NA,NA,NA
"892",2024-02-07 04:00:00,9.93,2,9.57857853744927,NA,NA,NA,NA
"893",2024-02-07 05:00:00,9.93,2,9.92136591353483,NA,NA,NA,NA
"894",2024-02-07 06:00:00,9.78,2,10.1551374464254,NA,NA,NA,NA
"895",2024-02-07 07:00:00,9.82,2,10.0964420106233,NA,NA,NA,NA
"896",2024-02-07 08:00:00,9.5,2,10.2869811480039,NA,NA,NA,NA
"897",2024-02-07 09:00:00,9.7,2,9.82690158572744,NA,NA,NA,NA
"898",2024-02-07 10:00:00,10.05,2,10.1175645277817,NA,NA,NA,NA
"899",2024-02-07 11:00:00,7.2,2,10.4199998773488,NA,NA,NA,NA
"900",2024-02-07 12:00:00,6.35,2,6.6032731669928,NA,NA,NA,NA
"901",2024-02-07 13:00:00,5.97,2,6.33234803537232,NA,NA,NA,NA
"902",2024-02-07 14:00:00,5.97,2,5.83089010372954,NA,NA,NA,NA
"903",2024-02-07 15:00:00,5.65,2,5.8602969215848,NA,NA,NA,NA
"904",2024-02-07 16:00:00,4.78,2,5.26143436991262,NA,NA,NA,NA
"905",2024-02-07 17:00:00,4.22,2,4.08184476876583,NA,NA,NA,NA
"906",2024-02-07 18:00:00,3.75,2,3.63077416844353,NA,NA,NA,NA
"907",2024-02-07 19:00:00,3.17,2,3.2487273740671,NA,NA,NA,NA
"908",2024-02-07 20:00:00,3.1,2,2.57132870652862,NA,NA,NA,NA
"909",2024-02-07 21:00:00,2.52,2,2.88783740616219,NA,NA,NA,NA
"910",2024-02-07 22:00:00,1.55,2,2.2463251273313,NA,NA,NA,NA
"911",2024-02-07 23:00:00,1.3,2,1.3216573067569,NA,NA,NA,NA
"912",2024-02-08,1.4,2,1.16367040882851,NA,NA,NA,NA
"913",2024-02-08 01:00:00,1.4,2,1.32377326283891,NA,NA,NA,NA
"914",2024-02-08 02:00:00,1.43,2,1.38239681543478,NA,NA,NA,NA
"915",2024-02-08 03:00:00,1.12,2,1.42972677090071,NA,NA,NA,NA
"916",2024-02-08 04:00:00,0.98,2,1.3017035634051,NA,NA,NA,NA
"917",2024-02-08 05:00:00,1.05,2,1.41825201482436,NA,NA,NA,NA
"918",2024-02-08 06:00:00,1.18,2,1.75760452083627,NA,NA,NA,NA
"919",2024-02-08 07:00:00,1.27,2,2.11801554461591,NA,NA,NA,NA
"920",2024-02-08 08:00:00,1.4,2,2.12504194767738,NA,NA,NA,NA
"921",2024-02-08 09:00:00,1.85,2,2.37698035309412,NA,NA,NA,NA
"922",2024-02-08 10:00:00,2.45,2,2.80356259223297,NA,NA,NA,NA
"923",2024-02-08 11:00:00,3,2,2.45211820438566,NA,NA,NA,NA
"924",2024-02-08 12:00:00,3.25,2,3.64643236329876,NA,NA,NA,NA
"925",2024-02-08 13:00:00,3.78,2,3.64927302599847,NA,NA,NA,NA
"926",2024-02-08 14:00:00,3.45,2,4.19152161393697,NA,NA,NA,NA
"927",2024-02-08 15:00:00,3.3,2,3.29788125688714,NA,NA,NA,NA
"928",2024-02-08 16:00:00,3.05,2,2.88933003536217,NA,NA,NA,NA
"929",2024-02-08 17:00:00,2.85,2,2.53803387569486,NA,NA,NA,NA
"930",2024-02-08 18:00:00,2.83,2,2.26093823278992,NA,NA,NA,NA
"931",2024-02-08 19:00:00,2.8,2,2.25906925045215,NA,NA,NA,NA
"932",2024-02-08 20:00:00,2.83,2,2.45760475921073,NA,NA,NA,NA
"933",2024-02-08 21:00:00,2.83,2,2.45174905929782,NA,NA,NA,NA
"934",2024-02-08 22:00:00,2.92,2,2.46331118570054,NA,NA,NA,NA
"935",2024-02-08 23:00:00,2.93,2,2.80492494282023,NA,NA,NA,NA
"936",2024-02-09,3.17,2,2.77116061181285,NA,NA,NA,NA
"937",2024-02-09 01:00:00,3.15,2,2.95364213308814,NA,NA,NA,NA
"938",2024-02-09 02:00:00,3.17,2,2.8531591991297,NA,NA,NA,NA
"939",2024-02-09 03:00:00,3.12,2,2.89002657763391,NA,NA,NA,NA
"940",2024-02-09 04:00:00,3.08,2,3.08796494142131,NA,NA,NA,NA
"941",2024-02-09 05:00:00,3.22,2,3.35363801676153,NA,NA,NA,NA
"942",2024-02-09 06:00:00,3.38,2,3.78111030699313,NA,NA,NA,NA
"943",2024-02-09 07:00:00,3.5,2,4.07633945738078,NA,NA,NA,NA
"944",2024-02-09 08:00:00,3.78,2,4.23585488197612,NA,NA,NA,NA
"945",2024-02-09 09:00:00,4.42,2,4.58368899828084,NA,NA,NA,NA
"946",2024-02-09 10:00:00,4.72,2,5.22501646322318,NA,NA,NA,NA
"947",2024-02-09 11:00:00,5.18,2,5.29013067535854,NA,NA,NA,NA
"948",2024-02-09 12:00:00,6,2,5.62644551915222,NA,NA,NA,NA
"949",2024-02-09 13:00:00,7.08,2,6.52129029867379,NA,NA,NA,NA
"950",2024-02-09 14:00:00,8.88,2,7.26105260613988,NA,NA,NA,NA
"951",2024-02-09 15:00:00,9.38,2,9.15104825198302,NA,NA,NA,NA
"952",2024-02-09 16:00:00,9.07,2,8.98095682509694,NA,NA,NA,NA
"953",2024-02-09 17:00:00,7.88,2,8.29300374864585,NA,NA,NA,NA
"954",2024-02-09 18:00:00,7.72,2,6.78955875013602,NA,NA,NA,NA
"955",2024-02-09 19:00:00,7.38,2,6.92276165883506,NA,NA,NA,NA
"956",2024-02-09 20:00:00,7.08,2,6.63347238184652,NA,NA,NA,NA
"957",2024-02-09 21:00:00,6.87,2,6.5005681977331,NA,NA,NA,NA
"958",2024-02-09 22:00:00,7.03,2,6.44410361574446,NA,NA,NA,NA
"959",2024-02-09 23:00:00,7,2,6.70195178104313,NA,NA,NA,NA
"960",2024-02-10,7.22,2,6.63594098189125,NA,NA,NA,NA
"961",2024-02-10 01:00:00,7.35,2,6.77968508890447,NA,NA,NA,NA
"962",2024-02-10 02:00:00,7.3,2,6.89398045951712,NA,NA,NA,NA
"963",2024-02-10 03:00:00,7.18,2,6.86959424860497,NA,NA,NA,NA
"964",2024-02-10 04:00:00,7.2,2,6.94368837479978,NA,NA,NA,NA
"965",2024-02-10 05:00:00,7.08,2,7.30774700845826,NA,NA,NA,NA
"966",2024-02-10 06:00:00,7.08,2,7.38003942235669,NA,NA,NA,NA
"967",2024-02-10 07:00:00,7.57,2,7.56268564618787,NA,NA,NA,NA
"968",2024-02-10 08:00:00,8.1,2,8.26433772507718,NA,NA,NA,NA
"969",2024-02-10 09:00:00,9.15,2,8.81904946954786,NA,NA,NA,NA
"970",2024-02-10 10:00:00,9.75,2,9.77926402727349,NA,NA,NA,NA
"971",2024-02-10 11:00:00,11.03,2,10.1837741866606,NA,NA,NA,NA
"972",2024-02-10 12:00:00,11.32,2,11.6224897398246,NA,NA,NA,NA
"973",2024-02-10 13:00:00,11.12,2,11.5393263737404,NA,NA,NA,NA
"974",2024-02-10 14:00:00,11.45,2,11.2735107656647,NA,NA,NA,NA
"975",2024-02-10 15:00:00,11.28,2,11.1657600996116,NA,NA,NA,NA
"976",2024-02-10 16:00:00,10.93,2,10.5362071827825,NA,NA,NA,NA
"977",2024-02-10 17:00:00,10.37,2,9.80778081152332,NA,NA,NA,NA
"978",2024-02-10 18:00:00,10.12,2,9.44298298795557,NA,NA,NA,NA
"979",2024-02-10 19:00:00,9.95,2,9.17038581355075,NA,NA,NA,NA
"980",2024-02-10 20:00:00,9.4,2,9.14880213388792,NA,NA,NA,NA
"981",2024-02-10 21:00:00,8.43,2,8.65164341330073,NA,NA,NA,NA
"982",2024-02-10 22:00:00,8.22,2,7.78410553835804,NA,NA,NA,NA
"983",2024-02-10 23:00:00,8.47,2,7.74891331637363,NA,NA,NA,NA
"984",2024-02-11,7.1,2,8.154016009558,NA,NA,NA,NA
"985",2024-02-11 01:00:00,6.82,2,6.25999864183432,NA,NA,NA,NA
"986",2024-02-11 02:00:00,6.22,2,6.29722358050915,NA,NA,NA,NA
"987",2024-02-11 03:00:00,6.3,2,5.68119503874355,NA,NA,NA,NA
"988",2024-02-11 04:00:00,6.45,2,6.24613655741403,NA,NA,NA,NA
"989",2024-02-11 05:00:00,6.82,2,6.61614792571095,NA,NA,NA,NA
"990",2024-02-11 06:00:00,8.68,2,7.33579847188987,NA,NA,NA,NA
"991",2024-02-11 07:00:00,7.95,2,9.84097491050158,NA,NA,NA,NA
"992",2024-02-11 08:00:00,8.12,2,8.36284729894854,NA,NA,NA,NA
"993",2024-02-11 09:00:00,8.62,2,8.92642948529687,NA,NA,NA,NA
"994",2024-02-11 10:00:00,9.22,2,9.18593006202353,NA,NA,NA,NA
"995",2024-02-11 11:00:00,9.65,2,9.94168552347272,NA,NA,NA,NA
"996",2024-02-11 12:00:00,9.9,2,9.9084597002515,NA,NA,NA,NA
"997",2024-02-11 13:00:00,10.1,2,9.95929050205081,NA,NA,NA,NA
"998",2024-02-11 14:00:00,9.82,2,10.1833899068117,NA,NA,NA,NA
"999",2024-02-11 15:00:00,9.62,2,9.42571327456695,NA,NA,NA,NA
"1000",2024-02-11 16:00:00,9.18,2,9.0557358782287,NA,NA,NA,NA
"1001",2024-02-11 17:00:00,8.38,2,8.32543994155197,NA,NA,NA,NA
"1002",2024-02-11 18:00:00,7.95,2,7.45289638696606,NA,NA,NA,NA
"1003",2024-02-11 19:00:00,7.62,2,7.15150794380896,NA,NA,NA,NA
"1004",2024-02-11 20:00:00,7.5,2,6.84425223721611,NA,NA,NA,NA
"1005",2024-02-11 21:00:00,7.35,2,6.84116989051221,NA,NA,NA,NA
"1006",2024-02-11 22:00:00,7.17,2,7.01170513500802,NA,NA,NA,NA
"1007",2024-02-11 23:00:00,7.22,2,6.91376071034137,NA,NA,NA,NA
"1008",2024-02-12,7.25,2,6.51071969125332,NA,NA,NA,NA
"1009",2024-02-12 01:00:00,7.12,2,6.87355066449192,NA,NA,NA,NA
"1010",2024-02-12 02:00:00,6.88,2,6.51239058647998,NA,NA,NA,NA
"1011",2024-02-12 03:00:00,6.92,2,6.55865616507125,NA,NA,NA,NA
"1012",2024-02-12 04:00:00,7.03,2,6.83770540823905,NA,NA,NA,NA
"1013",2024-02-12 05:00:00,6.95,2,7.27851164710199,NA,NA,NA,NA
"1014",2024-02-12 06:00:00,6.3,2,7.7732866139496,NA,NA,NA,NA
"1015",2024-02-12 07:00:00,5.85,2,6.33213737731074,NA,NA,NA,NA
"1016",2024-02-12 08:00:00,7.37,2,6.45135983153455,NA,NA,NA,NA
"1017",2024-02-12 09:00:00,11.07,2,8.45132400744347,NA,NA,NA,NA
"1018",2024-02-12 10:00:00,10.7,2,12.5798495425297,NA,NA,NA,NA
"1019",2024-02-12 11:00:00,11.05,2,10.8569641043685,NA,NA,NA,NA
"1020",2024-02-12 12:00:00,11.5,2,11.3376690162887,NA,NA,NA,NA
"1021",2024-02-12 13:00:00,11.8,2,11.6025485259254,NA,NA,NA,NA
"1022",2024-02-12 14:00:00,10,2,11.6159157941558,NA,NA,NA,NA
"1023",2024-02-12 15:00:00,10.32,2,9.14398932105676,NA,NA,NA,NA
"1024",2024-02-12 16:00:00,8.65,2,9.83130908289323,NA,NA,NA,NA
"1025",2024-02-12 17:00:00,8.4,2,7.32153054399589,NA,NA,NA,NA
"1026",2024-02-12 18:00:00,8.23,2,7.59957768188326,NA,NA,NA,NA
"1027",2024-02-12 19:00:00,8.1,2,7.41191941426358,NA,NA,NA,NA
"1028",2024-02-12 20:00:00,7.05,2,7.4780996817856,NA,NA,NA,NA
"1029",2024-02-12 21:00:00,5.18,2,6.29155191208711,NA,NA,NA,NA
"1030",2024-02-12 22:00:00,3.72,2,4.34397291331872,NA,NA,NA,NA
"1031",2024-02-12 23:00:00,3.67,2,3.14143737952396,NA,NA,NA,NA
"1032",2024-02-13,4.8,2,3.44459499424118,NA,NA,NA,NA
"1033",2024-02-13 01:00:00,7.07,2,4.7975516401248,NA,NA,NA,NA
"1034",2024-02-13 02:00:00,5.97,2,7.31922503378917,NA,NA,NA,NA
"1035",2024-02-13 03:00:00,4.47,2,5.43101681321225,NA,NA,NA,NA
"1036",2024-02-13 04:00:00,6.83,2,4.10087382045923,NA,NA,NA,NA
"1037",2024-02-13 05:00:00,6.72,2,7.6612012326746,NA,NA,NA,NA
"1038",2024-02-13 06:00:00,6.38,2,6.88269966490477,NA,NA,NA,NA
"1039",2024-02-13 07:00:00,6.18,2,6.82637710568593,NA,NA,NA,NA
"1040",2024-02-13 08:00:00,6.62,2,7.16310178220868,NA,NA,NA,NA
"1041",2024-02-13 09:00:00,7.68,2,8.17021238291182,NA,NA,NA,NA
"1042",2024-02-13 10:00:00,9.4,2,8.04377351136869,NA,NA,NA,NA
"1043",2024-02-13 11:00:00,9.53,2,10.3183835316349,NA,NA,NA,NA
"1044",2024-02-13 12:00:00,10.72,2,9.8333047924506,NA,NA,NA,NA
"1045",2024-02-13 13:00:00,11.6,2,11.2002617886967,NA,NA,NA,NA
"1046",2024-02-13 14:00:00,10.75,2,11.2188210380326,NA,NA,NA,NA
"1047",2024-02-13 15:00:00,10.3,2,10.4514314867346,NA,NA,NA,NA
"1048",2024-02-13 16:00:00,9.45,2,9.22888038032072,NA,NA,NA,NA
"1049",2024-02-13 17:00:00,7.4,2,8.61867765222452,NA,NA,NA,NA
"1050",2024-02-13 18:00:00,4.32,2,6.09372291211784,NA,NA,NA,NA
"1051",2024-02-13 19:00:00,2.78,2,2.85783576308685,NA,NA,NA,NA
"1052",2024-02-13 20:00:00,1.5,2,1.67879558219299,NA,NA,NA,NA
"1053",2024-02-13 21:00:00,0.6,2,0.497030527932091,NA,NA,NA,NA
"1054",2024-02-13 22:00:00,0.25,2,0.0556732024405737,NA,NA,NA,NA
"1055",2024-02-13 23:00:00,-0.4,2,0.256601105541338,NA,NA,NA,NA
"1056",2024-02-14,1.15,2,-0.287297115432815,NA,NA,NA,NA
"1057",2024-02-14 01:00:00,1.62,2,2.03995530019735,NA,NA,NA,NA
"1058",2024-02-14 02:00:00,1.35,2,1.1511620267249,NA,NA,NA,NA
"1059",2024-02-14 03:00:00,1.15,2,0.966449841247609,NA,NA,NA,NA
"1060",2024-02-14 04:00:00,1.35,2,2.01978195978614,NA,NA,NA,NA
"1061",2024-02-14 05:00:00,1.07,2,1.63864880372657,NA,NA,NA,NA
"1062",2024-02-14 06:00:00,1.07,2,1.60951483560773,NA,NA,NA,NA
"1063",2024-02-14 07:00:00,1.17,2,1.88589919637076,NA,NA,NA,NA
"1064",2024-02-14 08:00:00,2.05,2,2.21662038822275,NA,NA,NA,NA
"1065",2024-02-14 09:00:00,3.9,2,3.37166807781801,NA,NA,NA,NA
"1066",2024-02-14 10:00:00,8.38,2,5.47538337771568,NA,NA,NA,NA
"1067",2024-02-14 11:00:00,10.18,2,10.0022660369133,NA,NA,NA,NA
"1068",2024-02-14 12:00:00,8.97,2,11.2284128644777,NA,NA,NA,NA
"1069",2024-02-14 13:00:00,9.68,2,8.94270978433797,NA,NA,NA,NA
"1070",2024-02-14 14:00:00,10.2,2,9.59250084127352,NA,NA,NA,NA
"1071",2024-02-14 15:00:00,10.15,2,10.018003396581,NA,NA,NA,NA
"1072",2024-02-14 16:00:00,9.75,2,9.50100750349285,NA,NA,NA,NA
"1073",2024-02-14 17:00:00,9.47,2,8.53792476193378,NA,NA,NA,NA
