"","datum","typ_datumu","skutecne_hodnoty","fitted_hodnoty","predikovane_hodnoty","predikce_lower","predikce_upper"
"2702",2024-04-23 06:00:00,"historie",38.72,14.2225543249976,NA,NA,NA
"2703",2024-04-23 07:00:00,"historie",38.85,16.0125224376643,NA,NA,NA
"2704",2024-04-23 08:00:00,"historie",35.38,17.8896852526931,NA,NA,NA
"2705",2024-04-23 09:00:00,"historie",12.87,19.5046331430589,NA,NA,NA
"2706",2024-04-23 10:00:00,"historie",4.21,18.8129392369264,NA,NA,NA
"2707",2024-04-23 11:00:00,"historie",4.26,17.9024700219247,NA,NA,NA
"2708",2024-04-23 12:00:00,"historie",3.76,15.343809267312,NA,NA,NA
"2709",2024-04-23 13:00:00,"historie",3.1,15.2304570202344,NA,NA,NA
"2710",2024-04-23 14:00:00,"historie",6.5,14.1732782086764,NA,NA,NA
"2711",2024-04-23 15:00:00,"historie",5.47,16.9957125027235,NA,NA,NA
"2712",2024-04-23 16:00:00,"historie",6.37,26.7319085737494,NA,NA,NA
"2713",2024-04-23 17:00:00,"historie",10.62,28.5869386370913,NA,NA,NA
"2714",2024-04-23 18:00:00,"historie",15,22.0571654266736,NA,NA,NA
"2715",2024-04-23 19:00:00,"historie",18.87,24.0651744330863,NA,NA,NA
"2716",2024-04-23 20:00:00,"historie",24.2,7.52927783463471,NA,NA,NA
"2717",2024-04-23 21:00:00,"historie",22.61,3.17309381673556,NA,NA,NA
"2718",2024-04-23 22:00:00,"historie",23.1,4.45298929136987,NA,NA,NA
"2719",2024-04-23 23:00:00,"historie",22.65,4.36239800347603,NA,NA,NA
"2720",2024-04-24,"historie",24.08,3.37954917709583,NA,NA,NA
"2721",2024-04-24 01:00:00,"historie",18.33,7.67714867920866,NA,NA,NA
"2722",2024-04-24 02:00:00,"historie",13.83,5.39581043828612,NA,NA,NA
"2723",2024-04-24 03:00:00,"historie",14.29,7.48688516823907,NA,NA,NA
"2724",2024-04-24 04:00:00,"historie",16.81,12.5214816729801,NA,NA,NA
"2725",2024-04-24 05:00:00,"historie",22.03,19.0890452420572,NA,NA,NA
"2726",2024-04-24 06:00:00,"historie",21.67,20.7632001578679,NA,NA,NA
"2727",2024-04-24 07:00:00,"historie",15.39,23.4418387087123,NA,NA,NA
"2728",2024-04-24 08:00:00,"historie",13.41,20.7166186185583,NA,NA,NA
"2729",2024-04-24 09:00:00,"historie",8.05,20.9031714409848,NA,NA,NA
"2730",2024-04-24 10:00:00,"historie",8.43,19.1143526616621,NA,NA,NA
"2731",2024-04-24 11:00:00,"historie",5.25,20.7191291907339,NA,NA,NA
"2732",2024-04-24 12:00:00,"historie",5.68,15.932531660092,NA,NA,NA
"2733",2024-04-24 13:00:00,"historie",5.33,13.3440445274034,NA,NA,NA
"2734",2024-04-24 14:00:00,"historie",5.85,13.7334612586419,NA,NA,NA
"2735",2024-04-24 15:00:00,"historie",6.05,18.7288675046503,NA,NA,NA
"2736",2024-04-24 16:00:00,"historie",9.08,22.5462121193606,NA,NA,NA
"2737",2024-04-24 17:00:00,"historie",13.67,18.0101411327591,NA,NA,NA
"2738",2024-04-24 18:00:00,"historie",17.48,11.1726655633375,NA,NA,NA
"2739",2024-04-24 19:00:00,"historie",19.8,10.4322870376738,NA,NA,NA
"2740",2024-04-24 20:00:00,"historie",27.98,5.33378932908654,NA,NA,NA
"2741",2024-04-24 21:00:00,"historie",27.45,6.85260061813811,NA,NA,NA
"2742",2024-04-24 22:00:00,"historie",23.37,4.51507827748543,NA,NA,NA
"2743",2024-04-24 23:00:00,"historie",21.76,6.0624821209549,NA,NA,NA
"2744",2024-04-25,"historie",21.02,5.74894028806616,NA,NA,NA
"2745",2024-04-25 01:00:00,"historie",18.42,5.98738851999968,NA,NA,NA
"2746",2024-04-25 02:00:00,"historie",17.08,6.29185059176514,NA,NA,NA
"2747",2024-04-25 03:00:00,"historie",16.01,10.6009179535663,NA,NA,NA
"2748",2024-04-25 04:00:00,"historie",19.16,15.1515667654134,NA,NA,NA
"2749",2024-04-25 05:00:00,"historie",18.36,20.9925346862534,NA,NA,NA
"2750",2024-04-25 06:00:00,"historie",19.06,21.4819999323239,NA,NA,NA
"2751",2024-04-25 07:00:00,"historie",18.94,26.3882835171729,NA,NA,NA
"2752",2024-04-25 08:00:00,"historie",10.4,24.341021250563,NA,NA,NA
"2753",2024-04-25 09:00:00,"historie",6.66,20.5099066008261,NA,NA,NA
"2754",2024-04-25 10:00:00,"historie",4.87,19.111480951956,NA,NA,NA
"2755",2024-04-25 11:00:00,"historie",4.97,18.0207301914475,NA,NA,NA
"2756",2024-04-25 12:00:00,"historie",10.43,16.0737744076785,NA,NA,NA
"2757",2024-04-25 13:00:00,"historie",12.78,16.2927834328265,NA,NA,NA
"2758",2024-04-25 14:00:00,"historie",22.07,14.9884743089328,NA,NA,NA
"2759",2024-04-25 15:00:00,"historie",23.3,20.9118494701783,NA,NA,NA
"2760",2024-04-25 16:00:00,"historie",8.87,17.993567483455,NA,NA,NA
"2761",2024-04-25 17:00:00,"historie",6.05,16.1029895363467,NA,NA,NA
"2762",2024-04-25 18:00:00,"historie",7.12,14.0687870689296,NA,NA,NA
"2763",2024-04-25 19:00:00,"historie",11.48,7.68341388339896,NA,NA,NA
"2764",2024-04-25 20:00:00,"historie",36.91,5.27831062725592,NA,NA,NA
"2765",2024-04-25 21:00:00,"historie",21.45,4.00557085152836,NA,NA,NA
"2766",2024-04-25 22:00:00,"historie",19.46,5.04215072108491,NA,NA,NA
"2767",2024-04-25 23:00:00,"historie",16.93,10.5617120759528,NA,NA,NA
"2768",2024-04-26,"historie",13.84,11.318712717363,NA,NA,NA
"2769",2024-04-26 01:00:00,"historie",13.57,18.1603588705387,NA,NA,NA
"2770",2024-04-26 02:00:00,"historie",13.94,18.3386569227991,NA,NA,NA
"2771",2024-04-26 03:00:00,"historie",13.47,8.3055929062583,NA,NA,NA
"2772",2024-04-26 04:00:00,"historie",15.31,7.47258860164018,NA,NA,NA
"2773",2024-04-26 05:00:00,"historie",23.35,10.3401222927028,NA,NA,NA
"2774",2024-04-26 06:00:00,"historie",25.02,15.421412156951,NA,NA,NA
"2775",2024-04-26 07:00:00,"historie",32.49,37.4527091602026,NA,NA,NA
"2776",2024-04-26 08:00:00,"historie",26.04,17.5174404599571,NA,NA,NA
"2777",2024-04-26 09:00:00,"historie",9.91,18.6299956670004,NA,NA,NA
"2778",2024-04-26 10:00:00,"historie",4.41,15.4935970536325,NA,NA,NA
"2779",2024-04-26 11:00:00,"historie",2.08,12.8301078540104,NA,NA,NA
"2780",2024-04-26 12:00:00,"historie",2.46,13.2105651784665,NA,NA,NA
"2781",2024-04-26 13:00:00,"historie",2.96,13.9928469085465,NA,NA,NA
"2782",2024-04-26 14:00:00,"historie",3.68,13.5317691880583,NA,NA,NA
"2783",2024-04-26 15:00:00,"historie",3.92,16.8370525214364,NA,NA,NA
"2784",2024-04-26 16:00:00,"historie",3.87,23.6688715049785,NA,NA,NA
"2785",2024-04-26 17:00:00,"historie",5.8,20.1368124404103,NA,NA,NA
"2786",2024-04-26 18:00:00,"historie",11.62,21.3603480083457,NA,NA,NA
"2787",2024-04-26 19:00:00,"historie",21.23,16.3507136893851,NA,NA,NA
"2788",2024-04-26 20:00:00,"historie",23.15,6.32280592341399,NA,NA,NA
"2789",2024-04-26 21:00:00,"historie",19.81,3.66345346534624,NA,NA,NA
"2790",2024-04-26 22:00:00,"historie",22.42,2.53453544965521,NA,NA,NA
"2791",2024-04-26 23:00:00,"historie",25.81,3.3388874331817,NA,NA,NA
"2792",2024-04-27,"historie",24.31,4.10567654314045,NA,NA,NA
"2793",2024-04-27 01:00:00,"historie",22.31,4.45363797267203,NA,NA,NA
"2794",2024-04-27 02:00:00,"historie",18.18,4.15721238633021,NA,NA,NA
"2795",2024-04-27 03:00:00,"historie",17.01,4.85392648121556,NA,NA,NA
"2796",2024-04-27 04:00:00,"historie",18.04,7.83953645801681,NA,NA,NA
"2797",2024-04-27 05:00:00,"historie",23.2,16.282739147173,NA,NA,NA
"2798",2024-04-27 06:00:00,"historie",32.22,27.8756176575991,NA,NA,NA
"2799",2024-04-27 07:00:00,"historie",21.61,19.6538666805744,NA,NA,NA
"2800",2024-04-27 08:00:00,"historie",5.09,18.7617813830264,NA,NA,NA
"2801",2024-04-27 09:00:00,"historie",4.57,20.6481913800845,NA,NA,NA
"2802",2024-04-27 10:00:00,"historie",4.2,21.9830312818543,NA,NA,NA
"2803",2024-04-27 11:00:00,"historie",1.5,20.2258736941242,NA,NA,NA
"2804",2024-04-27 12:00:00,"historie",2.39,19.1689652146718,NA,NA,NA
"2805",2024-04-27 13:00:00,"historie",1.96,16.3898451988041,NA,NA,NA
"2806",2024-04-27 14:00:00,"historie",1.81,16.359222080282,NA,NA,NA
"2807",2024-04-27 15:00:00,"historie",2.86,19.753003317305,NA,NA,NA
"2808",2024-04-27 16:00:00,"historie",3.08,22.9061028337844,NA,NA,NA
"2809",2024-04-27 17:00:00,"historie",4.14,27.5401907672536,NA,NA,NA
"2810",2024-04-27 18:00:00,"historie",4.73,14.3097427040545,NA,NA,NA
"2811",2024-04-27 19:00:00,"historie",13.96,3.60365510047067,NA,NA,NA
"2812",2024-04-27 20:00:00,"historie",20.54,4.07090909492451,NA,NA,NA
"2813",2024-04-27 21:00:00,"historie",24.63,3.52758425983723,NA,NA,NA
"2814",2024-04-27 22:00:00,"historie",27.44,1.7846576931279,NA,NA,NA
"2815",2024-04-27 23:00:00,"historie",24.65,3.41684043973395,NA,NA,NA
"2816",2024-04-28,"historie",25.33,2.62418773741783,NA,NA,NA
"2817",2024-04-28 01:00:00,"historie",28.23,2.41785328932306,NA,NA,NA
"2818",2024-04-28 02:00:00,"historie",19.79,3.57269237475803,NA,NA,NA
"2819",2024-04-28 03:00:00,"historie",25.61,4.1848596919447,NA,NA,NA
"2820",2024-04-28 04:00:00,"historie",30.74,6.25111940892548,NA,NA,NA
"2821",2024-04-28 05:00:00,"historie",29.23,7.57781112572167,NA,NA,NA
"2822",2024-04-28 06:00:00,"historie",26.82,20.9413834500035,NA,NA,NA
"2823",2024-04-28 07:00:00,"historie",16.82,18.8056699345184,NA,NA,NA
"2824",2024-04-28 08:00:00,"historie",3.58,23.8932111311479,NA,NA,NA
"2825",2024-04-28 09:00:00,"historie",6.68,24.6054783005621,NA,NA,NA
"2826",2024-04-28 10:00:00,"historie",5.45,20.736074175159,NA,NA,NA
"2827",2024-04-28 11:00:00,"historie",3.07,21.6652403511217,NA,NA,NA
"2828",2024-04-28 12:00:00,"historie",4.49,23.3816579502778,NA,NA,NA
"2829",2024-04-28 13:00:00,"historie",2.28,16.9857727750007,NA,NA,NA
"2830",2024-04-28 14:00:00,"historie",2.26,24.1193959759563,NA,NA,NA
"2831",2024-04-28 15:00:00,"historie",3.56,30.1157669850825,NA,NA,NA
"2832",2024-04-28 16:00:00,"historie",4,27.0131718607136,NA,NA,NA
"2833",2024-04-28 17:00:00,"historie",3.07,21.225827240132,NA,NA,NA
"2834",2024-04-28 18:00:00,"historie",3.47,10.0813037426382,NA,NA,NA
"2835",2024-04-28 19:00:00,"historie",4.26,2.86521098375316,NA,NA,NA
"2836",2024-04-28 20:00:00,"historie",34.53,6.42260229154096,NA,NA,NA
"2837",2024-04-28 21:00:00,"historie",46.14,3.70077347120691,NA,NA,NA
"2838",2024-04-28 22:00:00,"historie",34.12,3.56241664648368,NA,NA,NA
"2839",2024-04-28 23:00:00,"historie",38.71,4.93703141833493,NA,NA,NA
"2840",2024-04-29,"historie",40.21,2.57559673965313,NA,NA,NA
"2841",2024-04-29 01:00:00,"historie",34.15,3.04035121708122,NA,NA,NA
"2842",2024-04-29 02:00:00,"historie",29.34,4.11117755114746,NA,NA,NA
"2843",2024-04-29 03:00:00,"historie",24.12,5.0874478000433,NA,NA,NA
"2844",2024-04-29 04:00:00,"historie",23.1,4.1911033289133,NA,NA,NA
"2845",2024-04-29 05:00:00,"historie",33.68,6.54427384401275,NA,NA,NA
"2846",2024-04-29 06:00:00,"historie",34.66,7.06389142178368,NA,NA,NA
"2847",2024-04-29 07:00:00,"historie",23.25,41.2657430465483,NA,NA,NA
"2848",2024-04-29 08:00:00,"historie",3.33,36.8153448456782,NA,NA,NA
"2849",2024-04-29 09:00:00,"historie",2.93,27.1426578463615,NA,NA,NA
"2850",2024-04-29 10:00:00,"historie",2.76,31.8440377810605,NA,NA,NA
"2851",2024-04-29 11:00:00,"historie",2.56,31.6706701489468,NA,NA,NA
"2852",2024-04-29 12:00:00,"historie",2.97,25.2114278317059,NA,NA,NA
"2853",2024-04-29 13:00:00,"historie",2.49,25.5651918743896,NA,NA,NA
"2854",2024-04-29 14:00:00,"historie",2.68,21.6169489936049,NA,NA,NA
"2855",2024-04-29 15:00:00,"historie",3.34,23.2582203818882,NA,NA,NA
"2856",2024-04-29 16:00:00,"historie",3.46,32.0038626988507,NA,NA,NA
"2857",2024-04-29 17:00:00,"historie",3.6,25.1294974327299,NA,NA,NA
"2858",2024-04-29 18:00:00,"historie",4.17,11.6880186168949,NA,NA,NA
"2859",2024-04-29 19:00:00,"historie",26.58,2.8541578948051,NA,NA,NA
"2860",2024-04-29 20:00:00,"historie",71.75,2.97824582499437,NA,NA,NA
"2861",2024-04-29 21:00:00,"historie",63.02,2.35099747981003,NA,NA,NA
"2862",2024-04-29 22:00:00,"historie",46.75,3.42945409660243,NA,NA,NA
"2863",2024-04-29 23:00:00,"historie",36.97,3.07769773335529,NA,NA,NA
"2864",2024-04-30,"historie",31.42,3.03206915975685,NA,NA,NA
"2865",2024-04-30 01:00:00,"historie",19.16,3.48614974191372,NA,NA,NA
"2866",2024-04-30 02:00:00,"historie",11.26,3.76249560386768,NA,NA,NA
"2867",2024-04-30 03:00:00,"historie",7.87,4.16125307119859,NA,NA,NA
"2868",2024-04-30 04:00:00,"historie",9.25,4.87138624487583,NA,NA,NA
"2869",2024-04-30 05:00:00,"historie",26.99,6.74485274980262,NA,NA,NA
"2870",2024-04-30 06:00:00,"historie",23.86,49.0665479978022,NA,NA,NA
"2871",2024-04-30 07:00:00,"historie",13.79,55.7067059153951,NA,NA,NA
"2872",2024-04-30 08:00:00,"historie",1.98,45.2349842528199,NA,NA,NA
"2873",2024-04-30 09:00:00,"historie",3.02,36.5204999131736,NA,NA,NA
"2874",2024-04-30 10:00:00,"historie",2.58,29.5321571008518,NA,NA,NA
"2875",2024-04-30 11:00:00,"historie",1.54,25.6387117212598,NA,NA,NA
"2876",2024-04-30 12:00:00,"historie",2.05,15.7339900716491,NA,NA,NA
"2877",2024-04-30 13:00:00,"historie",1.22,11.2527820046204,NA,NA,NA
"2878",2024-04-30 14:00:00,"historie",1.28,8.95172485394173,NA,NA,NA
"2879",2024-04-30 15:00:00,"historie",1.83,12.5694300681822,NA,NA,NA
"2880",2024-04-30 16:00:00,"historie",2.12,30.4199885317729,NA,NA,NA
"2881",2024-04-30 17:00:00,"historie",2.66,17.7651389122239,NA,NA,NA
"2882",2024-04-30 18:00:00,"historie",4.39,6.69880155745909,NA,NA,NA
"2883",2024-04-30 19:00:00,"historie",8.27,1.87324898015242,NA,NA,NA
"2884",2024-04-30 20:00:00,"historie",12.29,3.37672589135713,NA,NA,NA
"2885",2024-04-30 21:00:00,"historie",13.24,2.21974717301756,NA,NA,NA
"2886",2024-04-30 22:00:00,"historie",17.35,2.09488092720919,NA,NA,NA
"2887",2024-04-30 23:00:00,"historie",19.31,2.41532684762626,NA,NA,NA
"2888",2024-05-01,"historie",22.29,1.60534589831343,NA,NA,NA
"2889",2024-05-01 01:00:00,"historie",18.39,1.96631833717545,NA,NA,NA
"2890",2024-05-01 02:00:00,"historie",21.35,2.39090933152867,NA,NA,NA
"2891",2024-05-01 03:00:00,"historie",20.56,2.87002186439036,NA,NA,NA
"2892",2024-05-01 04:00:00,"historie",17.22,3.88213490856431,NA,NA,NA
"2893",2024-05-01 05:00:00,"historie",26.68,9.14959350781682,NA,NA,NA
"2894",2024-05-01 06:00:00,"historie",24.48,15.5707775436525,NA,NA,NA
"2895",2024-05-01 07:00:00,"historie",8.15,13.7408166406282,NA,NA,NA
"2896",2024-05-01 08:00:00,"historie",2.86,14.3438154812271,NA,NA,NA
"2897",2024-05-01 09:00:00,"historie",3.88,18.3762783676955,NA,NA,NA
"2898",2024-05-01 10:00:00,"historie",3.78,18.6048486873446,NA,NA,NA
"2899",2024-05-01 11:00:00,"historie",2.64,19.5988474703051,NA,NA,NA
"2900",2024-05-01 12:00:00,"historie",3.16,15.0438979757587,NA,NA,NA
"2901",2024-05-01 13:00:00,"historie",3.19,19.4673689006614,NA,NA,NA
"2902",2024-05-01 14:00:00,"historie",2.73,19.2991970925486,NA,NA,NA
"2903",2024-05-01 15:00:00,"historie",2.87,20.7874079305995,NA,NA,NA
"2904",2024-05-01 16:00:00,"historie",3.9,26.07132790931,NA,NA,NA
"2905",2024-05-01 17:00:00,"historie",5.34,17.9948210137758,NA,NA,NA
"2906",2024-05-01 18:00:00,"historie",6.53,3.55636454692918,NA,NA,NA
"2907",2024-05-01 19:00:00,"historie",7.84,3.21562016595874,NA,NA,NA
"2908",2024-05-01 20:00:00,"historie",15.06,3.73239355523915,NA,NA,NA
"2909",2024-05-01 21:00:00,"historie",16.12,2.96111731419595,NA,NA,NA
"2910",2024-05-01 22:00:00,"historie",14.47,3.2358710762697,NA,NA,NA
"2911",2024-05-01 23:00:00,"historie",17.29,3.01389404366589,NA,NA,NA
"2912",2024-05-02,"historie",17.9,3.60794038252971,NA,NA,NA
"2913",2024-05-02 01:00:00,"historie",13.92,3.27398429914034,NA,NA,NA
"2914",2024-05-02 02:00:00,"historie",12.26,3.19410200443045,NA,NA,NA
"2915",2024-05-02 03:00:00,"historie",10.91,4.72070828291234,NA,NA,NA
"2916",2024-05-02 04:00:00,"historie",7.43,6.80217437621605,NA,NA,NA
"2917",2024-05-02 05:00:00,"historie",5.32,10.8285549552336,NA,NA,NA
"2918",2024-05-02 06:00:00,"historie",5.78,13.0075059611098,NA,NA,NA
"2919",2024-05-02 07:00:00,"historie",4.68,16.8721928087693,NA,NA,NA
"2920",2024-05-02 08:00:00,"historie",3.32,16.8233685646815,NA,NA,NA
"2921",2024-05-02 09:00:00,"historie",6.39,15.0186241237244,NA,NA,NA
"2922",2024-05-02 10:00:00,"historie",5.58,17.9513003126375,NA,NA,NA
"2923",2024-05-02 11:00:00,"historie",3.2,16.1082575648258,NA,NA,NA
"2924",2024-05-02 12:00:00,"historie",3.23,12.8944916660294,NA,NA,NA
"2925",2024-05-02 13:00:00,"historie",5.08,12.322446037811,NA,NA,NA
"2926",2024-05-02 14:00:00,"historie",4.54,11.5435220547649,NA,NA,NA
"2927",2024-05-02 15:00:00,"historie",3.81,10.4683439986472,NA,NA,NA
"2928",2024-05-02 16:00:00,"historie",4.2,6.56308218644704,NA,NA,NA
"2929",2024-05-02 17:00:00,"historie",4.32,5.63353154531018,NA,NA,NA
"2930",2024-05-02 18:00:00,"historie",4.43,2.77598480334229,NA,NA,NA
"2931",2024-05-02 19:00:00,"historie",8.77,3.99924930648869,NA,NA,NA
"2932",2024-05-02 20:00:00,"historie",16.91,5.83831200348022,NA,NA,NA
"2933",2024-05-02 21:00:00,"historie",16.47,3.91866092975023,NA,NA,NA
"2934",2024-05-02 22:00:00,"historie",13.66,3.63441145708693,NA,NA,NA
"2935",2024-05-02 23:00:00,"historie",18.1,3.12209099570492,NA,NA,NA
"2936",2024-05-03,"historie",17.41,5.43364080703123,NA,NA,NA
"2937",2024-05-03 01:00:00,"historie",16.65,4.68819451105833,NA,NA,NA
"2938",2024-05-03 02:00:00,"historie",18.17,3.96101241295775,NA,NA,NA
"2939",2024-05-03 03:00:00,"historie",19.24,4.94244046049286,NA,NA,NA
"2940",2024-05-03 04:00:00,"historie",21.52,5.43005099992402,NA,NA,NA
"2941",2024-05-03 05:00:00,"historie",21.13,7.36797761155054,NA,NA,NA
"2942",2024-05-03 06:00:00,"historie",15.83,15.7895727967364,NA,NA,NA
"2943",2024-05-03 07:00:00,"historie",13.39,17.8941324370087,NA,NA,NA
"2944",2024-05-03 08:00:00,"historie",8.51,16.3294728263573,NA,NA,NA
"2945",2024-05-03 09:00:00,"historie",5.26,14.4235216463089,NA,NA,NA
"2946",2024-05-03 10:00:00,"historie",4.92,18.7876569241168,NA,NA,NA
"2947",2024-05-03 11:00:00,"historie",4.46,15.1650639689153,NA,NA,NA
"2948",2024-05-03 12:00:00,"historie",4.16,15.1107646500705,NA,NA,NA
"2949",2024-05-03 13:00:00,"historie",2.95,16.789830231078,NA,NA,NA
"2950",2024-05-03 14:00:00,"historie",3.53,17.1243282279974,NA,NA,NA
"2951",2024-05-03 15:00:00,"historie",3.87,22.7554452661705,NA,NA,NA
"2952",2024-05-03 16:00:00,"historie",7.65,19.2589076113017,NA,NA,NA
"2953",2024-05-03 17:00:00,"historie",58.64,11.3814459398389,NA,NA,NA
"2954",2024-05-03 18:00:00,"historie",92.67,6.78327063313364,NA,NA,NA
"2955",2024-05-03 19:00:00,"historie",36.57,8.5570669199817,NA,NA,NA
"2956",2024-05-03 20:00:00,"historie",16.9,4.13342062619432,NA,NA,NA
"2957",2024-05-03 21:00:00,"historie",25.71,3.72832596920121,NA,NA,NA
"2958",2024-05-03 22:00:00,"historie",16.68,4.93912109061167,NA,NA,NA
"2959",2024-05-03 23:00:00,"historie",9.91,3.99347489197765,NA,NA,NA
"2960",2024-05-04,"historie",9.57,3.07011789252439,NA,NA,NA
"2961",2024-05-04 01:00:00,"historie",9.9,4.08330155077689,NA,NA,NA
"2962",2024-05-04 02:00:00,"historie",7.21,4.13003848674883,NA,NA,NA
"2963",2024-05-04 03:00:00,"historie",5.94,8.4080464661758,NA,NA,NA
"2964",2024-05-04 04:00:00,"historie",7.76,54.7325039977806,NA,NA,NA
"2965",2024-05-04 05:00:00,"historie",7.48,78.1513307110168,NA,NA,NA
"2966",2024-05-04 06:00:00,"historie",7.43,35.0384410389973,NA,NA,NA
"2967",2024-05-04 07:00:00,"historie",6.95,14.5982232503096,NA,NA,NA
"2968",2024-05-04 08:00:00,"historie",4.1,25.3924312860589,NA,NA,NA
"2969",2024-05-04 09:00:00,"historie",3.98,16.0206511030342,NA,NA,NA
"2970",2024-05-04 10:00:00,"historie",3.88,10.2409797929927,NA,NA,NA
"2971",2024-05-04 11:00:00,"historie",3.33,10.0505186106817,NA,NA,NA
"2972",2024-05-04 12:00:00,"historie",3.22,10.4883527085504,NA,NA,NA
"2973",2024-05-04 13:00:00,"historie",2.04,7.82673339092163,NA,NA,NA
"2974",2024-05-04 14:00:00,"historie",1.8,7.07177270350233,NA,NA,NA
"2975",2024-05-04 15:00:00,"historie",3.13,10.7630569613176,NA,NA,NA
"2976",2024-05-04 16:00:00,"historie",4.37,8.30495365475774,NA,NA,NA
"2977",2024-05-04 17:00:00,"historie",5.75,6.95531815999616,NA,NA,NA
"2978",2024-05-04 18:00:00,"historie",5.66,4.3234585175076,NA,NA,NA
"2979",2024-05-04 19:00:00,"historie",7.9,4.37307571837943,NA,NA,NA
"2980",2024-05-04 20:00:00,"historie",23.64,3.76982061114447,NA,NA,NA
"2981",2024-05-04 21:00:00,"historie",46.11,3.22157463931998,NA,NA,NA
"2982",2024-05-04 22:00:00,"historie",41.73,3.83204548629755,NA,NA,NA
"2983",2024-05-04 23:00:00,"historie",36.33,3.12368269355796,NA,NA,NA
"2984",2024-05-05,"historie",33.49,2.32847822200045,NA,NA,NA
"2985",2024-05-05 01:00:00,"historie",25.16,2.30885984808229,NA,NA,NA
"2986",2024-05-05 02:00:00,"historie",20.89,4.21979984899667,NA,NA,NA
"2987",2024-05-05 03:00:00,"historie",14.65,6.74314568883242,NA,NA,NA
"2988",2024-05-05 04:00:00,"historie",14.2,7.37766625512671,NA,NA,NA
"2989",2024-05-05 05:00:00,"historie",10.49,7.80147568309885,NA,NA,NA
"2990",2024-05-05 06:00:00,"historie",11.44,11.9166290078674,NA,NA,NA
"2991",2024-05-05 07:00:00,"historie",12.74,27.3358862123259,NA,NA,NA
"2992",2024-05-05 08:00:00,"historie",11.82,36.6892265457629,NA,NA,NA
"2993",2024-05-05 09:00:00,"historie",7.5,31.7636495738763,NA,NA,NA
"2994",2024-05-05 10:00:00,"historie",5.34,29.0484395053189,NA,NA,NA
"2995",2024-05-05 11:00:00,"historie",3.11,25.6525584880198,NA,NA,NA
"2996",2024-05-05 12:00:00,"historie",3.69,19.114075221981,NA,NA,NA
"2997",2024-05-05 13:00:00,"historie",4.08,17.5233686505656,NA,NA,NA
"2998",2024-05-05 14:00:00,"historie",5.52,13.699300148604,NA,NA,NA
"2999",2024-05-05 15:00:00,"historie",2.83,15.4159029392044,NA,NA,NA
"3000",2024-05-05 16:00:00,"historie",3.74,10.2357636235133,NA,NA,NA
"3001",2024-05-05 17:00:00,"historie",4.24,9.92428699460418,NA,NA,NA
"3002",2024-05-05 18:00:00,"historie",4.8,7.08731124122484,NA,NA,NA
"3003",2024-05-05 19:00:00,"historie",18.47,10.6611896721857,NA,NA,NA
"3004",2024-05-05 20:00:00,"historie",24.03,5.62627716306189,NA,NA,NA
"3005",2024-05-05 21:00:00,"historie",24.46,4.02911938343569,NA,NA,NA
"3006",2024-05-05 22:00:00,"historie",21.18,3.35174470596116,NA,NA,NA
"3007",2024-05-05 23:00:00,"historie",17.68,3.48337151795209,NA,NA,NA
"3008",2024-05-06,"historie",16.54,4.15641510626761,NA,NA,NA
"3009",2024-05-06 01:00:00,"historie",16.21,6.06804689597253,NA,NA,NA
"3010",2024-05-06 02:00:00,"historie",13.97,3.03096885586639,NA,NA,NA
"3011",2024-05-06 03:00:00,"historie",12.04,5.63729446146287,NA,NA,NA
"3012",2024-05-06 04:00:00,"historie",12.6,5.26283105663743,NA,NA,NA
"3013",2024-05-06 05:00:00,"historie",14.15,7.22610773655344,NA,NA,NA
"3014",2024-05-06 06:00:00,"historie",15.55,30.6468129320768,NA,NA,NA
"3015",2024-05-06 07:00:00,"historie",18.31,24.1568901682102,NA,NA,NA
"3016",2024-05-06 08:00:00,"historie",19.46,21.6553765986591,NA,NA,NA
"3017",2024-05-06 09:00:00,"historie",18.07,19.6649238584464,NA,NA,NA
"3018",2024-05-06 10:00:00,"historie",21.44,16.8730927489639,NA,NA,NA
"3019",2024-05-06 11:00:00,"historie",28.96,14.9244333437679,NA,NA,NA
"3020",2024-05-06 12:00:00,"historie",13.69,14.6553484317928,NA,NA,NA
"3021",2024-05-06 13:00:00,"historie",8.14,12.5613732723911,NA,NA,NA
"3022",2024-05-06 14:00:00,"historie",6.38,12.2190699123072,NA,NA,NA
"3023",2024-05-06 15:00:00,"historie",3.71,13.4025722237435,NA,NA,NA
"3024",2024-05-06 16:00:00,"historie",4.37,14.1286148046791,NA,NA,NA
"3025",2024-05-06 17:00:00,"historie",7.11,12.8826074340224,NA,NA,NA
"3026",2024-05-06 18:00:00,"historie",17.84,10.4680911358503,NA,NA,NA
"3027",2024-05-06 19:00:00,"historie",27.88,15.1977140483707,NA,NA,NA
"3028",2024-05-06 20:00:00,"historie",20.35,11.7872169089555,NA,NA,NA
"3029",2024-05-06 21:00:00,"historie",17.55,12.3387443285119,NA,NA,NA
"3030",2024-05-06 22:00:00,"historie",11.01,21.8250644423611,NA,NA,NA
"3031",2024-05-06 23:00:00,"historie",6.99,8.23555987539065,NA,NA,NA
"3032",2024-05-07,"historie",8.91,6.99145264248905,NA,NA,NA
"3033",2024-05-07 01:00:00,"historie",13.37,5.49038973329119,NA,NA,NA
"3034",2024-05-07 02:00:00,"historie",14.95,3.99661372722586,NA,NA,NA
"3035",2024-05-07 03:00:00,"historie",13.24,5.85510734907177,NA,NA,NA
