"","datum","typ_datumu","skutecne_hodnoty","fitted_hodnoty","predikce","predikce_lower","predikce_upper"
"1",2024-01-01 01:00:00,"historie",51.27,NA,NA,NA,NA
"2",2024-01-01 02:00:00,"historie",50.97,NA,NA,NA,NA
"3",2024-01-01 03:00:00,"historie",51.95,NA,NA,NA,NA
"4",2024-01-01 04:00:00,"historie",53.28,NA,NA,NA,NA
"5",2024-01-01 05:00:00,"historie",48.05,NA,NA,NA,NA
"6",2024-01-01 06:00:00,"historie",50.5,NA,NA,NA,NA
"7",2024-01-01 07:00:00,"historie",49.72,NA,NA,NA,NA
"8",2024-01-01 08:00:00,"historie",47.77,NA,NA,NA,NA
"9",2024-01-01 09:00:00,"historie",41.28,NA,NA,NA,NA
"10",2024-01-01 10:00:00,"historie",41.36,NA,NA,NA,NA
"11",2024-01-01 11:00:00,"historie",44.58,NA,NA,NA,NA
"12",2024-01-01 12:00:00,"historie",9.87,NA,NA,NA,NA
"13",2024-01-01 13:00:00,"historie",5.08,NA,NA,NA,NA
"14",2024-01-01 14:00:00,"historie",6.53,NA,NA,NA,NA
"15",2024-01-01 15:00:00,"historie",5.55,NA,NA,NA,NA
"16",2024-01-01 16:00:00,"historie",6.08,NA,NA,NA,NA
"17",2024-01-01 17:00:00,"historie",5.31,NA,NA,NA,NA
"18",2024-01-01 18:00:00,"historie",5.64,NA,NA,NA,NA
"19",2024-01-01 19:00:00,"historie",4.45,NA,NA,NA,NA
"20",2024-01-01 20:00:00,"historie",5.46,NA,NA,NA,NA
"21",2024-01-01 21:00:00,"historie",4.44,NA,NA,NA,NA
"22",2024-01-01 22:00:00,"historie",3.59,NA,NA,NA,NA
"23",2024-01-01 23:00:00,"historie",6.47,NA,NA,NA,NA
"24",2024-01-02,"historie",6.92,NA,NA,NA,NA
"25",2024-01-02 01:00:00,"historie",10.3,NA,NA,NA,NA
"26",2024-01-02 02:00:00,"historie",7.51,NA,NA,NA,NA
"27",2024-01-02 03:00:00,"historie",11.3,NA,NA,NA,NA
"28",2024-01-02 04:00:00,"historie",12.97,NA,NA,NA,NA
"29",2024-01-02 05:00:00,"historie",13.53,NA,NA,NA,NA
"30",2024-01-02 06:00:00,"historie",16.87,NA,NA,NA,NA
"31",2024-01-02 07:00:00,"historie",18.92,NA,NA,NA,NA
"32",2024-01-02 08:00:00,"historie",11.77,NA,NA,NA,NA
"33",2024-01-02 09:00:00,"historie",4.4,NA,NA,NA,NA
"34",2024-01-02 10:00:00,"historie",4.05,NA,NA,NA,NA
"35",2024-01-02 11:00:00,"historie",1.74,NA,NA,NA,NA
"36",2024-01-02 12:00:00,"historie",2.15,NA,NA,NA,NA
"37",2024-01-02 13:00:00,"historie",1.82,NA,NA,NA,NA
"38",2024-01-02 14:00:00,"historie",2.53,NA,NA,NA,NA
"39",2024-01-02 15:00:00,"historie",4.4,NA,NA,NA,NA
"40",2024-01-02 16:00:00,"historie",8.33,NA,NA,NA,NA
"41",2024-01-02 17:00:00,"historie",18.28,NA,NA,NA,NA
"42",2024-01-02 18:00:00,"historie",22.49,NA,NA,NA,NA
"43",2024-01-02 19:00:00,"historie",19.95,NA,NA,NA,NA
"44",2024-01-02 20:00:00,"historie",27.61,NA,NA,NA,NA
"45",2024-01-02 21:00:00,"historie",32.44,NA,NA,NA,NA
"46",2024-01-02 22:00:00,"historie",34.87,NA,NA,NA,NA
"47",2024-01-02 23:00:00,"historie",34.77,NA,NA,NA,NA
"48",2024-01-03,"historie",29.69,NA,NA,NA,NA
"49",2024-01-03 01:00:00,"historie",7.08,NA,NA,NA,NA
"50",2024-01-03 02:00:00,"historie",16.45,NA,NA,NA,NA
"51",2024-01-03 03:00:00,"historie",4,NA,NA,NA,NA
"52",2024-01-03 04:00:00,"historie",1.67,NA,NA,NA,NA
"53",2024-01-03 05:00:00,"historie",3.1,NA,NA,NA,NA
"54",2024-01-03 06:00:00,"historie",1.12,NA,NA,NA,NA
"55",2024-01-03 07:00:00,"historie",3.15,NA,NA,NA,NA
"56",2024-01-03 08:00:00,"historie",3.44,NA,NA,NA,NA
"57",2024-01-03 09:00:00,"historie",2.54,NA,NA,NA,NA
"58",2024-01-03 10:00:00,"historie",2.33,NA,NA,NA,NA
"59",2024-01-03 11:00:00,"historie",3.59,NA,NA,NA,NA
"60",2024-01-03 12:00:00,"historie",3.05,NA,NA,NA,NA
"61",2024-01-03 13:00:00,"historie",1.52,NA,NA,NA,NA
"62",2024-01-03 14:00:00,"historie",2.54,NA,NA,NA,NA
"63",2024-01-03 15:00:00,"historie",1.87,NA,NA,NA,NA
"64",2024-01-03 16:00:00,"historie",2.85,NA,NA,NA,NA
"65",2024-01-03 17:00:00,"historie",3.85,NA,NA,NA,NA
"66",2024-01-03 18:00:00,"historie",2.67,NA,NA,NA,NA
"67",2024-01-03 19:00:00,"historie",1.59,NA,NA,NA,NA
"68",2024-01-03 20:00:00,"historie",1.55,NA,NA,NA,NA
"69",2024-01-03 21:00:00,"historie",1.97,NA,NA,NA,NA
"70",2024-01-03 22:00:00,"historie",2.52,NA,NA,NA,NA
"71",2024-01-03 23:00:00,"historie",2.36,NA,NA,NA,NA
"72",2024-01-04,"historie",1.18,NA,NA,NA,NA
"73",2024-01-04 01:00:00,"historie",1.39,30.9503059931475,NA,NA,NA
"74",2024-01-04 02:00:00,"historie",0.95,46.4983536055679,NA,NA,NA
"75",2024-01-04 03:00:00,"historie",0.77,46.4290547668474,NA,NA,NA
"76",2024-01-04 04:00:00,"historie",0.76,47.3682710156417,NA,NA,NA
"77",2024-01-04 05:00:00,"historie",0.72,48.5689257150093,NA,NA,NA
"78",2024-01-04 06:00:00,"historie",0.78,44.4252322285399,NA,NA,NA
"79",2024-01-04 07:00:00,"historie",0.88,46.4937833761492,NA,NA,NA
"80",2024-01-04 08:00:00,"historie",0.86,45.925698401653,NA,NA,NA
"81",2024-01-04 09:00:00,"historie",1.02,44.3746533898813,NA,NA,NA
"82",2024-01-04 10:00:00,"historie",0.49,39.0125703441625,NA,NA,NA
"83",2024-01-04 11:00:00,"historie",0.8,39.0632228791989,NA,NA,NA
"84",2024-01-04 12:00:00,"historie",0.71,41.7190713515092,NA,NA,NA
"85",2024-01-04 13:00:00,"historie",0.8,10.9557931338946,NA,NA,NA
"86",2024-01-04 14:00:00,"historie",1.67,6.0126693451191,NA,NA,NA
"87",2024-01-04 15:00:00,"historie",1.41,7.40330759972124,NA,NA,NA
"88",2024-01-04 16:00:00,"historie",1.46,6.3396348312271,NA,NA,NA
"89",2024-01-04 17:00:00,"historie",3.58,6.79992354250282,NA,NA,NA
"90",2024-01-04 18:00:00,"historie",1.38,5.97792087445878,NA,NA,NA
"91",2024-01-04 19:00:00,"historie",2.35,6.251570400422,NA,NA,NA
"92",2024-01-04 20:00:00,"historie",4.85,5.03058210279353,NA,NA,NA
"93",2024-01-04 21:00:00,"historie",4.5,5.98255485968081,NA,NA,NA
"94",2024-01-04 22:00:00,"historie",5.92,4.95276242614496,NA,NA,NA
"95",2024-01-04 23:00:00,"historie",9.33,4.07608004988912,NA,NA,NA
"96",2024-01-05,"historie",11.28,6.82248639197924,NA,NA,NA
"97",2024-01-05 01:00:00,"historie",13.85,7.22777006230031,NA,NA,NA
"98",2024-01-05 02:00:00,"historie",15.21,10.2718372381809,NA,NA,NA
"99",2024-01-05 03:00:00,"historie",16.75,7.77743941143644,NA,NA,NA
"100",2024-01-05 04:00:00,"historie",15,11.1655284138268,NA,NA,NA
"101",2024-01-05 05:00:00,"historie",14.82,12.6481279109458,NA,NA,NA
"102",2024-01-05 06:00:00,"historie",14.69,13.173075364069,NA,NA,NA
"103",2024-01-05 07:00:00,"historie",18.85,16.0692458889959,NA,NA,NA
"104",2024-01-05 08:00:00,"historie",18.39,17.8670971860097,NA,NA,NA
"105",2024-01-05 09:00:00,"historie",19.7,11.7843346226378,NA,NA,NA
"106",2024-01-05 10:00:00,"historie",20.95,4.92784073421722,NA,NA,NA
"107",2024-01-05 11:00:00,"historie",24.3,4.54749377029648,NA,NA,NA
"108",2024-01-05 12:00:00,"historie",24.68,2.13588382059711,NA,NA,NA
"109",2024-01-05 13:00:00,"historie",24.05,2.54567913623636,NA,NA,NA
"110",2024-01-05 14:00:00,"historie",20.72,2.17630153605039,NA,NA,NA
"111",2024-01-05 15:00:00,"historie",20.05,2.8878941479137,NA,NA,NA
"112",2024-01-05 16:00:00,"historie",25.51,4.69090508359811,NA,NA,NA
"113",2024-01-05 17:00:00,"historie",31.3,8.25473629741718,NA,NA,NA
"114",2024-01-05 18:00:00,"historie",38.1,16.638939339381,NA,NA,NA
"115",2024-01-05 19:00:00,"historie",40.22,20.1853278211276,NA,NA,NA
"116",2024-01-05 20:00:00,"historie",35.21,18.3295312281743,NA,NA,NA
"117",2024-01-05 21:00:00,"historie",39.7,24.639532697469,NA,NA,NA
"118",2024-01-05 22:00:00,"historie",35.34,28.6880971707335,NA,NA,NA
"119",2024-01-05 23:00:00,"historie",42.56,30.8700446376663,NA,NA,NA
"120",2024-01-06,"historie",36.31,31.059151126989,NA,NA,NA
"121",2024-01-06 01:00:00,"historie",42.15,27.2053785900804,NA,NA,NA
"122",2024-01-06 02:00:00,"historie",40.76,7.67367661393835,NA,NA,NA
"123",2024-01-06 03:00:00,"historie",42.54,16.1095379904321,NA,NA,NA
"124",2024-01-06 04:00:00,"historie",43.95,4.6031524265058,NA,NA,NA
"125",2024-01-06 05:00:00,"historie",43.41,2.10160077367857,NA,NA,NA
"126",2024-01-06 06:00:00,"historie",52.44,3.58330260295889,NA,NA,NA
"127",2024-01-06 07:00:00,"historie",55.73,1.44071367186421,NA,NA,NA
"128",2024-01-06 08:00:00,"historie",42.71,3.55028895317799,NA,NA,NA
"129",2024-01-06 09:00:00,"historie",46.23,3.81779510527236,NA,NA,NA
"130",2024-01-06 10:00:00,"historie",43,2.90554417505446,NA,NA,NA
"131",2024-01-06 11:00:00,"historie",40.15,2.67576002621226,NA,NA,NA
"132",2024-01-06 12:00:00,"historie",40.28,3.9029626911937,NA,NA,NA
"133",2024-01-06 13:00:00,"historie",46.79,3.37144218697108,NA,NA,NA
"134",2024-01-06 14:00:00,"historie",57.84,1.81301311462835,NA,NA,NA
"135",2024-01-06 15:00:00,"historie",52.21,2.83650384325586,NA,NA,NA
"136",2024-01-06 16:00:00,"historie",50.92,2.15574934897521,NA,NA,NA
"137",2024-01-06 17:00:00,"historie",37.38,3.11718178538303,NA,NA,NA
"138",2024-01-06 18:00:00,"historie",19.79,4.06534408757674,NA,NA,NA
"139",2024-01-06 19:00:00,"historie",16.9,2.94248873254229,NA,NA,NA
"140",2024-01-06 20:00:00,"historie",19.21,1.85529704845298,NA,NA,NA
"141",2024-01-06 21:00:00,"historie",22.82,1.80431300617332,NA,NA,NA
"142",2024-01-06 22:00:00,"historie",19.18,2.22102901532174,NA,NA,NA
"143",2024-01-06 23:00:00,"historie",13.53,2.75620881149461,NA,NA,NA
"144",2024-01-07,"historie",15,2.59968698789914,NA,NA,NA
"145",2024-01-07 01:00:00,"historie",15.3,1.40500819703116,NA,NA,NA
"146",2024-01-07 02:00:00,"historie",14.38,1.61517811889507,NA,NA,NA
"147",2024-01-07 03:00:00,"historie",14.67,1.14808150397922,NA,NA,NA
"148",2024-01-07 04:00:00,"historie",15.28,0.947036623284672,NA,NA,NA
"149",2024-01-07 05:00:00,"historie",14.9,0.929554385768721,NA,NA,NA
"150",2024-01-07 06:00:00,"historie",13.81,0.880502572993542,NA,NA,NA
"151",2024-01-07 07:00:00,"historie",13.1,0.939700292530219,NA,NA,NA
"152",2024-01-07 08:00:00,"historie",11.76,1.04100065759113,NA,NA,NA
"153",2024-01-07 09:00:00,"historie",12.65,1.01681964185528,NA,NA,NA
"154",2024-01-07 10:00:00,"historie",10.46,1.17946666566994,NA,NA,NA
"155",2024-01-07 11:00:00,"historie",7.55,0.614908924662259,NA,NA,NA
"156",2024-01-07 12:00:00,"historie",6.26,0.943450206588738,NA,NA,NA
"157",2024-01-07 13:00:00,"historie",5.74,0.846915946538776,NA,NA,NA
"158",2024-01-07 14:00:00,"historie",3.56,0.938866867074802,NA,NA,NA
"159",2024-01-07 15:00:00,"historie",3.85,1.80030807170685,NA,NA,NA
"160",2024-01-07 16:00:00,"historie",4.03,1.5558944733398,NA,NA,NA
"161",2024-01-07 17:00:00,"historie",3.7,1.60853531157627,NA,NA,NA
"162",2024-01-07 18:00:00,"historie",4.41,3.57135765554822,NA,NA,NA
"163",2024-01-07 19:00:00,"historie",4.31,1.54718216288355,NA,NA,NA
"164",2024-01-07 20:00:00,"historie",4.21,2.48183092860256,NA,NA,NA
"165",2024-01-07 21:00:00,"historie",4.8,4.73935377934816,NA,NA,NA
"166",2024-01-07 22:00:00,"historie",5.21,4.47627446290121,NA,NA,NA
"167",2024-01-07 23:00:00,"historie",4.74,5.75211777952806,NA,NA,NA
"168",2024-01-08,"historie",5.05,8.68519694233981,NA,NA,NA
"169",2024-01-08 01:00:00,"historie",4.03,10.3908925104347,NA,NA,NA
"170",2024-01-08 02:00:00,"historie",4.34,12.6038398805922,NA,NA,NA
"171",2024-01-08 03:00:00,"historie",4.03,13.8501703435477,NA,NA,NA
"172",2024-01-08 04:00:00,"historie",4.28,15.2467899915911,NA,NA,NA
"173",2024-01-08 05:00:00,"historie",5.87,13.9642559293481,NA,NA,NA
"174",2024-01-08 06:00:00,"historie",8.33,13.9254792490776,NA,NA,NA
"175",2024-01-08 07:00:00,"historie",9.6,13.9121932635895,NA,NA,NA
"176",2024-01-08 08:00:00,"historie",10.38,17.4580484280416,NA,NA,NA
"177",2024-01-08 09:00:00,"historie",11.16,17.2009851374811,NA,NA,NA
"178",2024-01-08 10:00:00,"historie",11.65,18.3934849708781,NA,NA,NA
"179",2024-01-08 11:00:00,"historie",11.38,19.5374365057842,NA,NA,NA
"180",2024-01-08 12:00:00,"historie",11.15,22.4074235846859,NA,NA,NA
"181",2024-01-08 13:00:00,"historie",10.32,22.8535612430593,NA,NA,NA
"182",2024-01-08 14:00:00,"historie",9.5,22.4550870353167,NA,NA,NA
"183",2024-01-08 15:00:00,"historie",10.05,19.7639398325728,NA,NA,NA
"184",2024-01-08 16:00:00,"historie",10.65,19.250520101517,NA,NA,NA
"185",2024-01-08 17:00:00,"historie",14.29,23.8865700533149,NA,NA,NA
"186",2024-01-08 18:00:00,"historie",16.05,28.7441129302555,NA,NA,NA
"187",2024-01-08 19:00:00,"historie",16.59,34.3829531774933,NA,NA,NA
"188",2024-01-08 20:00:00,"historie",18.18,36.2796689296789,NA,NA,NA
"189",2024-01-08 21:00:00,"historie",18.49,32.4171010750009,NA,NA,NA
"190",2024-01-08 22:00:00,"historie",19.85,36.191955591911,NA,NA,NA
"191",2024-01-08 23:00:00,"historie",19.77,32.7810591306409,NA,NA,NA
"192",2024-01-09,"historie",21.33,38.7630751645205,NA,NA,NA
"193",2024-01-09 01:00:00,"historie",21.82,33.8003889400235,NA,NA,NA
"194",2024-01-09 02:00:00,"historie",22.68,38.6630291920099,NA,NA,NA
"195",2024-01-09 03:00:00,"historie",22.76,37.6437027019131,NA,NA,NA
"196",2024-01-09 04:00:00,"historie",24.92,39.1914522149247,NA,NA,NA
"197",2024-01-09 05:00:00,"historie",28.21,40.4387189659505,NA,NA,NA
"198",2024-01-09 06:00:00,"historie",30.51,40.0924245913687,NA,NA,NA
"199",2024-01-09 07:00:00,"historie",35.82,47.4999435027775,NA,NA,NA
"200",2024-01-09 08:00:00,"historie",36.95,50.2908599544703,NA,NA,NA
"201",2024-01-09 09:00:00,"historie",38.38,39.8491266247092,NA,NA,NA
"202",2024-01-09 10:00:00,"historie",25.92,42.7834390761891,NA,NA,NA
"203",2024-01-09 11:00:00,"historie",20.38,40.1751084037402,NA,NA,NA
"204",2024-01-09 12:00:00,"historie",25.32,37.8282624856904,NA,NA,NA
"205",2024-01-09 13:00:00,"historie",27.11,37.9378929154355,NA,NA,NA
"206",2024-01-09 14:00:00,"historie",26.55,43.3295318231641,NA,NA,NA
"207",2024-01-09 15:00:00,"historie",29.56,52.3512648314832,NA,NA,NA
"208",2024-01-09 16:00:00,"historie",28.83,47.9313071117677,NA,NA,NA
"209",2024-01-09 17:00:00,"historie",33.74,46.9506383465706,NA,NA,NA
"210",2024-01-09 18:00:00,"historie",45.23,35.735576334286,NA,NA,NA
"211",2024-01-09 19:00:00,"historie",35.92,20.3067641385918,NA,NA,NA
"212",2024-01-09 20:00:00,"historie",46.13,17.5507719473164,NA,NA,NA
"213",2024-01-09 21:00:00,"historie",56.67,19.5379841479756,NA,NA,NA
"214",2024-01-09 22:00:00,"historie",50.73,22.6565611037423,NA,NA,NA
"215",2024-01-09 23:00:00,"historie",56.09,19.367967357875,NA,NA,NA
"216",2024-01-10,"historie",57.65,14.1611159692226,NA,NA,NA
"217",2024-01-10 01:00:00,"historie",59.28,15.4266953243569,NA,NA,NA
"218",2024-01-10 02:00:00,"historie",55.13,15.6315902199164,NA,NA,NA
"219",2024-01-10 03:00:00,"historie",58.97,14.7409251173623,NA,NA,NA
"220",2024-01-10 04:00:00,"historie",56.83,14.9489626537953,NA,NA,NA
"221",2024-01-10 05:00:00,"historie",55.47,15.4510701175674,NA,NA,NA
"222",2024-01-10 06:00:00,"historie",55.7,15.073599992952,NA,NA,NA
"223",2024-01-10 07:00:00,"historie",56.54,14.0593816109419,NA,NA,NA
"224",2024-01-10 08:00:00,"historie",66.69,13.3820039077401,NA,NA,NA
"225",2024-01-10 09:00:00,"historie",70.77,12.1287118859393,NA,NA,NA
"226",2024-01-10 10:00:00,"historie",64.92,12.898714261514,NA,NA,NA
"227",2024-01-10 11:00:00,"historie",51.63,10.8739239340824,NA,NA,NA
"228",2024-01-10 12:00:00,"historie",47.2,8.11693640718178,NA,NA,NA
"229",2024-01-10 13:00:00,"historie",42.44,6.83770692124479,NA,NA,NA
"230",2024-01-10 14:00:00,"historie",29.77,6.29311873185901,NA,NA,NA
"231",2024-01-10 15:00:00,"historie",15.9,4.09553323668522,NA,NA,NA
"232",2024-01-10 16:00:00,"historie",24.2,4.35147889833742,NA,NA,NA
"233",2024-01-10 17:00:00,"historie",24.62,4.49911442296344,NA,NA,NA
"234",2024-01-10 18:00:00,"historie",26.74,4.14622861216155,NA,NA,NA
"235",2024-01-10 19:00:00,"historie",37.54,4.81632103918443,NA,NA,NA
"236",2024-01-10 20:00:00,"historie",28.27,4.70140768189029,NA,NA,NA
"237",2024-01-10 21:00:00,"historie",26.76,4.58841146694266,NA,NA,NA
"238",2024-01-10 22:00:00,"historie",35.3,5.1375054078931,NA,NA,NA
"239",2024-01-10 23:00:00,"historie",35.23,5.51440616159936,NA,NA,NA
"240",2024-01-11,"historie",38.25,5.06572942506817,NA,NA,NA
"241",2024-01-11 01:00:00,"historie",35.21,5.34977825028365,NA,NA,NA
"242",2024-01-11 02:00:00,"historie",33.25,4.37566279680698,NA,NA,NA
"243",2024-01-11 03:00:00,"historie",44.15,4.66112920630564,NA,NA,NA
"244",2024-01-11 04:00:00,"historie",38.85,4.35750235652959,NA,NA,NA
"245",2024-01-11 05:00:00,"historie",36.49,4.58718218839452,NA,NA,NA
"246",2024-01-11 06:00:00,"historie",36.25,6.06213467459827,NA,NA,NA
"247",2024-01-11 07:00:00,"historie",36.89,8.27809960116335,NA,NA,NA
"248",2024-01-11 08:00:00,"historie",47.8,9.42248046468911,NA,NA,NA
"249",2024-01-11 09:00:00,"historie",51.72,10.1414882688244,NA,NA,NA
"250",2024-01-11 10:00:00,"historie",53.5,10.8612949517485,NA,NA,NA
"251",2024-01-11 11:00:00,"historie",41.97,11.332098757362,NA,NA,NA
"252",2024-01-11 12:00:00,"historie",53.08,11.1447342126691,NA,NA,NA
"253",2024-01-11 13:00:00,"historie",61.13,10.9824631414418,NA,NA,NA
"254",2024-01-11 14:00:00,"historie",62.62,10.2838148533529,NA,NA,NA
"255",2024-01-11 15:00:00,"historie",68.79,9.5744059714893,NA,NA,NA
"256",2024-01-11 16:00:00,"historie",74.53,10.0751537110851,NA,NA,NA
"257",2024-01-11 17:00:00,"historie",42,10.6211827167263,NA,NA,NA
"258",2024-01-11 18:00:00,"historie",29.9,13.8067545581224,NA,NA,NA
"259",2024-01-11 19:00:00,"historie",34.41,15.3598841544752,NA,NA,NA
"260",2024-01-11 20:00:00,"historie",34.49,15.8811848057299,NA,NA,NA
"261",2024-01-11 21:00:00,"historie",28.63,17.2889725757761,NA,NA,NA
"262",2024-01-11 22:00:00,"historie",33.33,17.620443174463,NA,NA,NA
"263",2024-01-11 23:00:00,"historie",36.75,18.8332204142289,NA,NA,NA
"264",2024-01-12,"historie",35.77,18.8357087998507,NA,NA,NA
"265",2024-01-12 01:00:00,"historie",30.73,20.2129022383636,NA,NA,NA
"266",2024-01-12 02:00:00,"historie",29.4,20.6941812273637,NA,NA,NA
"267",2024-01-12 03:00:00,"historie",26.32,21.4832139680588,NA,NA,NA
"268",2024-01-12 04:00:00,"historie",16.46,21.6160886304988,NA,NA,NA
"269",2024-01-12 05:00:00,"historie",14.74,23.4887975724438,NA,NA,NA
"270",2024-01-12 06:00:00,"historie",7.32,26.2985477841982,NA,NA,NA
"271",2024-01-12 07:00:00,"historie",4.39,28.2924789026229,NA,NA,NA
"272",2024-01-12 08:00:00,"historie",4.65,32.7398343256452,NA,NA,NA
"273",2024-01-12 09:00:00,"historie",9.08,33.8045623649474,NA,NA,NA
"274",2024-01-12 10:00:00,"historie",9.97,35.1072759527481,NA,NA,NA
"275",2024-01-12 11:00:00,"historie",11.05,24.8855487820063,NA,NA,NA
"276",2024-01-12 12:00:00,"historie",9.66,20.117436697638,NA,NA,NA
"277",2024-01-12 13:00:00,"historie",8.95,24.3537395896976,NA,NA,NA
"278",2024-01-12 14:00:00,"historie",6.36,25.8856518087591,NA,NA,NA
"279",2024-01-12 15:00:00,"historie",7.79,25.4336322646222,NA,NA,NA
"280",2024-01-12 16:00:00,"historie",8.85,27.9920142871514,NA,NA,NA
"281",2024-01-12 17:00:00,"historie",11.1,27.4151281925059,NA,NA,NA
"282",2024-01-12 18:00:00,"historie",8.24,31.5487595884244,NA,NA,NA
"283",2024-01-12 19:00:00,"historie",6.95,40.9945849898622,NA,NA,NA
"284",2024-01-12 20:00:00,"historie",8.41,33.5509800531407,NA,NA,NA
"285",2024-01-12 21:00:00,"historie",9.59,41.9572501267001,NA,NA,NA
"286",2024-01-12 22:00:00,"historie",10.56,50.5278385686431,NA,NA,NA
"287",2024-01-12 23:00:00,"historie",6.19,46.0105236990219,NA,NA,NA
"288",2024-01-13,"historie",5.46,50.4543759570663,NA,NA,NA
"289",2024-01-13 01:00:00,"historie",4.82,51.878056152545,NA,NA,NA
"290",2024-01-13 02:00:00,"historie",2.38,53.3510046778917,NA,NA,NA
"291",2024-01-13 03:00:00,"historie",2.22,50.1801077531265,NA,NA,NA
"292",2024-01-13 04:00:00,"historie",2.42,53.3823820658429,NA,NA,NA
"293",2024-01-13 05:00:00,"historie",1.62,51.7849081938819,NA,NA,NA
"294",2024-01-13 06:00:00,"historie",1.49,50.7770420811123,NA,NA,NA
"295",2024-01-13 07:00:00,"historie",2.28,51.0359435977358,NA,NA,NA
"296",2024-01-13 08:00:00,"historie",2.74,51.7836582055832,NA,NA,NA
"297",2024-01-13 09:00:00,"historie",3.98,60.0211328765416,NA,NA,NA
"298",2024-01-13 10:00:00,"historie",3.37,63.4119505110011,NA,NA,NA
"299",2024-01-13 11:00:00,"historie",3.72,58.8865969728575,NA,NA,NA
"300",2024-01-13 12:00:00,"historie",4.66,48.1362129124284,NA,NA,NA
"301",2024-01-13 13:00:00,"historie",6.18,44.4388663602029,NA,NA,NA
"302",2024-01-13 14:00:00,"historie",6.85,40.4011621674128,NA,NA,NA
"303",2024-01-13 15:00:00,"historie",7.18,29.4526394807954,NA,NA,NA
"304",2024-01-13 16:00:00,"historie",9.45,16.8200583233893,NA,NA,NA
"305",2024-01-13 17:00:00,"historie",10.6,24.2091300485852,NA,NA,NA
"306",2024-01-13 18:00:00,"historie",9.33,24.4800717726358,NA,NA,NA
"307",2024-01-13 19:00:00,"historie",9.92,26.2484884640645,NA,NA,NA
"308",2024-01-13 20:00:00,"historie",9.97,35.3734609390033,NA,NA,NA
"309",2024-01-13 21:00:00,"historie",9.95,27.5190228381562,NA,NA,NA
"310",2024-01-13 22:00:00,"historie",8.47,26.1650874356583,NA,NA,NA
"311",2024-01-13 23:00:00,"historie",9.28,33.3828266452899,NA,NA,NA
"312",2024-01-14,"historie",7.31,33.3352941797512,NA,NA,NA
"313",2024-01-14 01:00:00,"historie",6.49,35.8670797857061,NA,NA,NA
"314",2024-01-14 02:00:00,"historie",6.28,33.3563293055113,NA,NA,NA
"315",2024-01-14 03:00:00,"historie",7.15,31.7088543690944,NA,NA,NA
"316",2024-01-14 04:00:00,"historie",6.71,40.7595566081049,NA,NA,NA
"317",2024-01-14 05:00:00,"historie",8.32,36.4571395463317,NA,NA,NA
"318",2024-01-14 06:00:00,"historie",8.51,34.5092945513819,NA,NA,NA
"319",2024-01-14 07:00:00,"historie",9.08,34.3117486288716,NA,NA,NA
"320",2024-01-14 08:00:00,"historie",11.51,34.8499685200271,NA,NA,NA
"321",2024-01-14 09:00:00,"historie",11.8,43.8575220492994,NA,NA,NA
"322",2024-01-14 10:00:00,"historie",9.61,47.1300895160769,NA,NA,NA
"323",2024-01-14 11:00:00,"historie",8.25,48.6826816833376,NA,NA,NA
"324",2024-01-14 12:00:00,"historie",8.74,39.348917264313,NA,NA,NA
"325",2024-01-14 13:00:00,"historie",11.38,48.4708619794837,NA,NA,NA
"326",2024-01-14 14:00:00,"historie",13.9,55.0445711087827,NA,NA,NA
"327",2024-01-14 15:00:00,"historie",13.07,56.3895282699551,NA,NA,NA
"328",2024-01-14 16:00:00,"historie",10.08,61.4503850394694,NA,NA,NA
"329",2024-01-14 17:00:00,"historie",10.68,66.174163918832,NA,NA,NA
"330",2024-01-14 18:00:00,"historie",10.95,39.924151105043,NA,NA,NA
"331",2024-01-14 19:00:00,"historie",11.1,29.495443357681,NA,NA,NA
"332",2024-01-14 20:00:00,"historie",11.44,33.2815797068169,NA,NA,NA
"333",2024-01-14 21:00:00,"historie",11.9,33.2740429017748,NA,NA,NA
"334",2024-01-14 22:00:00,"historie",9.9,28.1537060213847,NA,NA,NA
"335",2024-01-14 23:00:00,"historie",10.36,32.1150457190526,NA,NA,NA
"336",2024-01-15,"historie",9.42,34.9640781825217,NA,NA,NA
"337",2024-01-15 01:00:00,"historie",9.8,34.1126196983298,NA,NA,NA
"338",2024-01-15 02:00:00,"historie",11.31,29.7908919071953,NA,NA,NA
"339",2024-01-15 03:00:00,"historie",11.47,28.5921863198366,NA,NA,NA
"340",2024-01-15 04:00:00,"historie",12.18,25.8695523469761,NA,NA,NA
"341",2024-01-15 05:00:00,"historie",12.03,17.0191254257699,NA,NA,NA
"342",2024-01-15 06:00:00,"historie",12.36,15.344576350661,NA,NA,NA
"343",2024-01-15 07:00:00,"historie",12.54,8.20133969188123,NA,NA,NA
"344",2024-01-15 08:00:00,"historie",12.56,5.15840498831113,NA,NA,NA
"345",2024-01-15 09:00:00,"historie",11.05,5.35899016481064,NA,NA,NA
"346",2024-01-15 10:00:00,"historie",9.18,9.59541911468563,NA,NA,NA
"347",2024-01-15 11:00:00,"historie",8.47,10.3777076687788,NA,NA,NA
"348",2024-01-15 12:00:00,"historie",7.54,11.3313475494124,NA,NA,NA
"349",2024-01-15 13:00:00,"historie",4.26,10.0368166620337,NA,NA,NA
"350",2024-01-15 14:00:00,"historie",4.79,9.35318860275735,NA,NA,NA
"351",2024-01-15 15:00:00,"historie",5.62,6.88768953509278,NA,NA,NA
