_time,country,sensor,type,speed
2024-11-30 23:59:35.376000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-30 23:59:32.834000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-30 23:59:32.805000+00:00,CZ,BI-MO-R1,1,63
2024-11-30 23:59:32.710000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-30 23:59:32.695000+00:00,CZ,BI-MO-R1,1,65
2024-11-30 23:59:32.637000+00:00,CZ,BI-MO-O1,0,65
2024-11-30 23:59:03.279000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-30 23:59:00.471000+00:00,CZ,BI-MO-I1,0,-1
2024-11-30 23:58:54.576000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-30 23:58:50.987000+00:00,CZ,BI-TP-O2,0,49
2024-11-30 23:58:12.324000+00:00,CZ,BI-TP-R2,2,49
2024-11-30 23:58:12.246000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-30 23:58:08.541000+00:00,CZ,BI-TP-I2,0,-1
2024-11-30 23:57:16.061000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-30 23:57:13.150000+00:00,CZ,BI-MO-R1,1,60
2024-11-30 23:57:13.147000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-30 23:57:13.074000+00:00,CZ,BI-MO-O1,0,63
2024-11-30 23:57:11.221000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-30 23:57:08.129000+00:00,CZ,BI-TP-O2,0,60
2024-11-30 23:56:43.034000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-30 23:56:39.794000+00:00,CZ,BI-MO-I1,0,-1
2024-11-30 23:56:37.931000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-30 23:56:36.674000+00:00,CZ,BI-TP-R2,2,57
2024-11-30 23:56:36.581000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-30 23:56:34.769000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-30 23:56:34.768000+00:00,CZ,BI-MO-R1,1,57
2024-11-30 23:56:34.696000+00:00,CZ,BI-MO-O1,0,64
2024-11-30 23:56:33.246000+00:00,CZ,BI-TP-I2,0,-1
2024-11-30 23:56:19.951000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-30 23:56:16.757000+00:00,CZ,BI-MO-R1,2,61
2024-11-30 23:56:16.727000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-30 23:56:16.716000+00:00,CZ,BI-MO-O1,0,64
2024-11-30 23:56:05.152000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-30 23:56:02.036000+00:00,CZ,BI-MO-I1,0,-1
2024-11-30 23:55:46.862000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-30 23:55:44.118000+00:00,CZ,BI-MO-I1,0,-1
2024-11-30 23:54:52.159000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-30 23:54:49.121000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-30 23:54:49.106000+00:00,CZ,BI-MO-R1,2,59
2024-11-30 23:54:49.048000+00:00,CZ,BI-MO-O1,0,60
2024-11-30 23:54:17.148000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-30 23:54:14.218000+00:00,CZ,BI-MO-I1,0,-1
2024-11-30 23:53:42.342000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-30 23:53:38.754000+00:00,CZ,BI-TP-O2,0,57
2024-11-30 23:53:25.292000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-30 23:53:22.998000+00:00,CZ,BI-TP-O1B,0,-1
2024-11-30 23:53:21.890000+00:00,CZ,BI-TP-O2,0,54
2024-11-30 23:53:20.030000+00:00,CZ,BI-TP-O1,0,66
2024-11-30 23:53:05.693000+00:00,CZ,BI-TP-R2,2,59
2024-11-30 23:53:05.597000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-30 23:53:02.506000+00:00,CZ,BI-TP-I2,0,-1
2024-11-30 23:52:51.895000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-30 23:52:51.883000+00:00,CZ,BI-TP-R2,4,65
2024-11-30 23:52:49.518000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-30 23:52:48.680000+00:00,CZ,BI-TP-I2,0,-1
2024-11-30 23:52:46.674000+00:00,CZ,BI-TP-O2,0,64
2024-11-30 23:52:46.588000+00:00,CZ,BI-TP-R2,2,54
2024-11-30 23:52:46.501000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-30 23:52:43.100000+00:00,CZ,BI-TP-I2,0,-1
2024-11-30 23:52:37.494000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-30 23:52:35.634000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-30 23:52:35.622000+00:00,CZ,BI-MO-R1,2,92
2024-11-30 23:52:35.561000+00:00,CZ,BI-MO-O1,0,83
2024-11-30 23:52:17.267000+00:00,CZ,BI-TP-R2,1,65
2024-11-30 23:52:17.237000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-30 23:52:14.208000+00:00,CZ,BI-TP-I2,0,-1
2024-11-30 23:52:12.775000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-30 23:52:10.342000+00:00,CZ,BI-MO-I1,0,-1
2024-11-30 23:52:01.410000+00:00,CZ,BI-MO-O1B,0,-1
