_time,country,sensor,type,speed
2024-08-04 23:59:59.130000+00:00,CZ,BI-MO-I1B,0,-1
2024-08-04 23:59:56.300000+00:00,CZ,BI-MO-I1,0,-1
2024-08-04 23:59:46.440000+00:00,CZ,BI-MO-O1B,0,-1
2024-08-04 23:59:43.974000+00:00,CZ,BI-MO-R1,2,71
2024-08-04 23:59:43.960000+00:00,unknown,BI-MO-O1B,0,-1
2024-08-04 23:59:43.867000+00:00,CZ,BI-MO-O1,0,68
2024-08-04 23:59:37.928000+00:00,CZ,BI-TP-R2,5,63
2024-08-04 23:59:37.779000+00:00,CZ,BI-TP-I2B,0,-1
2024-08-04 23:59:34.104000+00:00,CZ,BI-TP-I2,0,-1
2024-08-04 23:59:16.102000+00:00,CZ,BI-MO-I1B,0,-1
2024-08-04 23:59:13.334000+00:00,CZ,BI-MO-I1,0,-1
2024-08-04 23:58:32.721000+00:00,CZ,BI-MO-O1B,0,-1
2024-08-04 23:58:29.187000+00:00,unknown,BI-MO-O1B,0,-1
2024-08-04 23:58:29.179000+00:00,CZ,BI-MO-R1,1,48
2024-08-04 23:58:29.156000+00:00,CZ,BI-MO-O1,0,53
2024-08-04 23:57:53.146000+00:00,CZ,BI-MO-I1B,0,-1
2024-08-04 23:57:50.005000+00:00,CZ,BI-MO-I1,0,-1
2024-08-04 23:56:56.372000+00:00,CZ,BI-MO-O1B,0,-1
2024-08-04 23:56:52.405000+00:00,CZ,BI-MO-R1,2,44
2024-08-04 23:56:52.404000+00:00,unknown,BI-MO-O1B,0,-1
2024-08-04 23:56:52.374000+00:00,CZ,BI-MO-O1,0,55
2024-08-04 23:56:32.502000+00:00,CZ,BI-MO-O1B,0,-1
2024-08-04 23:56:29.583000+00:00,CZ,BI-MO-R1,2,59
2024-08-04 23:56:29.526000+00:00,unknown,BI-MO-O1B,0,-1
2024-08-04 23:56:29.496000+00:00,CZ,BI-MO-O1,0,61
2024-08-04 23:56:20.970000+00:00,CZ,BI-MO-O1B,0,-1
2024-08-04 23:56:18.366000+00:00,unknown,BI-MO-O1B,0,-1
2024-08-04 23:56:18.319000+00:00,CZ,BI-MO-R1,1,66
2024-08-04 23:56:18.274000+00:00,CZ,BI-MO-O1,0,68
2024-08-04 23:56:17.913000+00:00,CZ,BI-MO-I1B,0,-1
2024-08-04 23:56:14.587000+00:00,CZ,BI-MO-I1,0,-1
2024-08-04 23:55:58.197000+00:00,CZ,BI-MO-I1B,0,-1
2024-08-04 23:55:55.180000+00:00,CZ,BI-MO-I1,0,-1
2024-08-04 23:55:50.199000+00:00,CZ,BI-MO-I1B,0,-1
2024-08-04 23:55:47.740000+00:00,CZ,BI-MO-I1,0,-1
2024-08-04 23:53:26.954000+00:00,CZ,BI-MO-O1B,0,-1
2024-08-04 23:53:24.111000+00:00,unknown,BI-MO-O1B,0,-1
2024-08-04 23:53:24.080000+00:00,CZ,BI-MO-R1,1,61
2024-08-04 23:53:24.064000+00:00,CZ,BI-MO-O1,0,63
2024-08-04 23:52:58.849000+00:00,CZ,BI-MO-O1B,0,-1
2024-08-04 23:52:56.183000+00:00,unknown,BI-MO-O1B,0,-1
2024-08-04 23:52:56.171000+00:00,CZ,BI-MO-R1,1,64
2024-08-04 23:52:56.029000+00:00,CZ,BI-MO-O1,0,66
2024-08-04 23:52:53.623000+00:00,CZ,BI-MO-I1B,0,-1
2024-08-04 23:52:50.977000+00:00,CZ,BI-MO-I1,0,-1
2024-08-04 23:52:27.087000+00:00,CZ,BI-MO-I1B,0,-1
2024-08-04 23:52:25.430000+00:00,CZ,BI-MO-O1B,0,-1
2024-08-04 23:52:24.379000+00:00,CZ,BI-MO-I1,0,-1
2024-08-04 23:52:22.772000+00:00,CZ,BI-MO-R1,2,64
2024-08-04 23:52:22.764000+00:00,unknown,BI-MO-O1B,0,-1
2024-08-04 23:52:22.611000+00:00,CZ,BI-MO-O1,0,65
2024-08-04 23:51:53.235000+00:00,CZ,BI-MO-I1B,0,-1
2024-08-04 23:51:50.465000+00:00,CZ,BI-MO-I1,0,-1
2024-08-04 23:51:48.292000+00:00,CZ,BI-MO-O1B,0,-1
2024-08-04 23:51:45.406000+00:00,CZ,BI-MO-R1,1,57
2024-08-04 23:51:45.254000+00:00,unknown,BI-MO-O1B,0,-1
2024-08-04 23:51:45.225000+00:00,CZ,BI-MO-O1,0,59
2024-08-04 23:51:12.873000+00:00,CZ,BI-MO-I1B,0,-1
2024-08-04 23:51:09.917000+00:00,CZ,BI-MO-I1,0,-1
2024-08-04 23:50:47.036000+00:00,CZ,BI-MO-O1B,0,-1
