_time,country,sensor,type,speed
2024-10-28 23:59:42.961000+00:00,D,BI-MO-O1B,0,-1
2024-10-28 23:59:39.536000+00:00,unknown,BI-MO-O1,0,-1
2024-10-28 23:59:39.513000+00:00,unknown,BI-MO-R1,2,55
2024-10-28 23:59:39.489000+00:00,unknown,BI-MO-O1B,0,-1
2024-10-28 23:59:38.826000+00:00,CZ,BI-MO-R1,3,56
2024-10-28 23:59:38.807000+00:00,unknown,BI-MO-O1B,0,-1
2024-10-28 23:59:38.654000+00:00,CZ,BI-MO-R1,4,56
2024-10-28 23:59:38.621000+00:00,unknown,BI-MO-O1B,0,-1
2024-10-28 23:59:38.544000+00:00,CZ,BI-MO-O1,0,62
2024-10-28 23:59:08.349000+00:00,D,BI-MO-I1B,0,-1
2024-10-28 23:59:05.004000+00:00,CZ,BI-MO-I1,0,-1
2024-10-28 23:56:09.959000+00:00,CZ,BI-TP-O2B,0,-1
2024-10-28 23:56:06.329000+00:00,CZ,BI-TP-O2,0,52
2024-10-28 23:55:30.150000+00:00,CZ,BI-TP-R2,4,52
2024-10-28 23:55:30.110000+00:00,CZ,BI-TP-I2B,0,-1
2024-10-28 23:55:26.460000+00:00,CZ,BI-TP-I2,0,-1
2024-10-28 23:54:52.179000+00:00,CZ,BI-MO-O1B,0,-1
2024-10-28 23:54:49.519000+00:00,CZ,BI-MO-R1,1,66
2024-10-28 23:54:49.513000+00:00,unknown,BI-MO-O1B,0,-1
2024-10-28 23:54:49.437000+00:00,CZ,BI-MO-O1,0,67
2024-10-28 23:54:21.227000+00:00,CZ,BI-MO-I1B,0,-1
2024-10-28 23:54:18.563000+00:00,CZ,BI-MO-I1,0,-1
2024-10-28 23:54:15.816000+00:00,GB,BI-TP-O2B,0,-1
2024-10-28 23:54:13.117000+00:00,GB,BI-TP-O2,0,70
2024-10-28 23:53:46.252000+00:00,GB,BI-TP-R2,2,69
2024-10-28 23:53:46.136000+00:00,GB,BI-TP-I2B,0,-1
2024-10-28 23:53:43.477000+00:00,GB,BI-TP-I2,0,-1
2024-10-28 23:52:12.683000+00:00,CZ,BI-TP-O2B,0,-1
2024-10-28 23:52:12.653000+00:00,unknown,BI-MO-O1B,0,-1
2024-10-28 23:52:12.634000+00:00,CZ,BI-MO-R1,2,72
2024-10-28 23:52:12.577000+00:00,CZ,BI-MO-O1,0,73
2024-10-28 23:52:09.798000+00:00,CZ,BI-TP-O2,0,60
2024-10-28 23:51:59.633000+00:00,CZ,BI-MO-O1B,0,-1
2024-10-28 23:51:56.606000+00:00,CZ,BI-MO-R1,2,62
2024-10-28 23:51:56.595000+00:00,unknown,BI-MO-O1B,0,-1
2024-10-28 23:51:56.581000+00:00,CZ,BI-MO-O1,0,66
2024-10-28 23:51:46.351000+00:00,CZ,BI-MO-I1B,0,-1
2024-10-28 23:51:43.935000+00:00,CZ,BI-MO-I1,0,-1
2024-10-28 23:51:38.501000+00:00,CZ,BI-TP-R2,2,59
2024-10-28 23:51:38.355000+00:00,CZ,BI-TP-I2B,0,-1
2024-10-28 23:51:35.385000+00:00,CZ,BI-TP-I2,0,-1
2024-10-28 23:51:27.689000+00:00,CZ,BI-MO-I1B,0,-1
2024-10-28 23:51:25.025000+00:00,CZ,BI-MO-I1,0,-1
2024-10-28 23:50:03.599000+00:00,CZ,BI-TP-O2B,0,-1
2024-10-28 23:49:59.846000+00:00,CZ,BI-TP-O2,0,50
2024-10-28 23:49:22.627000+00:00,CZ,BI-TP-R2,1,47
2024-10-28 23:49:22.513000+00:00,CZ,BI-TP-I2B,0,-1
2024-10-28 23:49:18.488000+00:00,CZ,BI-TP-I2,0,-1
2024-10-28 23:49:14.278000+00:00,PL,BI-MO-O1B,0,-1
2024-10-28 23:49:10.930000+00:00,unknown,BI-MO-O1B,0,-1
2024-10-28 23:49:10.911000+00:00,PL,BI-MO-R1,5,63
2024-10-28 23:49:10.854000+00:00,PL,BI-MO-O1,0,64
2024-10-28 23:48:41.776000+00:00,PL,BI-MO-I1B,0,-1
2024-10-28 23:48:38.431000+00:00,PL,BI-MO-I1,0,-1
2024-10-28 23:48:18.291000+00:00,CZ,BI-MO-O1B,0,-1
2024-10-28 23:48:15.768000+00:00,CZ,BI-MO-R1,1,68
2024-10-28 23:48:15.687000+00:00,unknown,BI-MO-O1B,0,-1
2024-10-28 23:48:15.674000+00:00,CZ,BI-MO-O1,0,67
2024-10-28 23:47:47.154000+00:00,CZ,BI-MO-I1B,0,-1
2024-10-28 23:47:44.429000+00:00,CZ,BI-MO-I1,0,-1
2024-10-28 23:47:05.410000+00:00,CZ,BI-TP-O2B,0,-1
2024-10-28 23:47:02.153000+00:00,CZ,BI-TP-O2,0,60
2024-10-28 23:47:00.915000+00:00,CZ,BI-MO-O1B,0,-1
2024-10-28 23:46:57.133000+00:00,unknown,BI-MO-O1B,0,-1
2024-10-28 23:46:57.099000+00:00,CZ,BI-MO-R1,1,46
2024-10-28 23:46:57.058000+00:00,CZ,BI-MO-O1,0,50
2024-10-28 23:46:30.902000+00:00,CZ,BI-TP-R2,5,59
2024-10-28 23:46:30.898000+00:00,CZ,BI-TP-I2B,0,-1
2024-10-28 23:46:27.553000+00:00,CZ,BI-TP-I2,0,-1
2024-10-28 23:46:18.928000+00:00,CZ,BI-MO-I1B,0,-1
2024-10-28 23:46:15.273000+00:00,CZ,BI-MO-I1,0,-1
2024-10-28 23:46:13.051000+00:00,CZ,BI-MO-O1B,0,-1
2024-10-28 23:46:09.641000+00:00,unknown,BI-MO-O1B,0,-1
2024-10-28 23:46:09.610000+00:00,CZ,BI-MO-R1,1,54
2024-10-28 23:46:09.566000+00:00,CZ,BI-MO-O1,0,58
2024-10-28 23:45:36.396000+00:00,CZ,BI-MO-I1B,0,-1
2024-10-28 23:45:33.423000+00:00,CZ,BI-MO-I1,0,-1
2024-10-28 23:45:05.098000+00:00,CZ,BI-MO-O1B,0,-1
2024-10-28 23:45:02.122000+00:00,unknown,BI-MO-O1B,0,-1
2024-10-28 23:45:02.110000+00:00,unknown,BI-MO-O1,0,-1
2024-10-28 23:45:01.750000+00:00,unknown,BI-MO-O1B,0,-1
2024-10-28 23:45:01.719000+00:00,CZ,BI-MO-R1,2,57
2024-10-28 23:45:01.614000+00:00,CZ,BI-MO-O1,0,61
2024-10-28 23:44:30.676000+00:00,CZ,BI-MO-I1B,0,-1
2024-10-28 23:44:27.579000+00:00,CZ,BI-MO-I1,0,-1
2024-10-28 23:43:02.492000+00:00,CZ,BI-TP-O2B,0,-1
2024-10-28 23:42:59.050000+00:00,CZ,BI-TP-O2,0,54
2024-10-28 23:42:40.886000+00:00,CZ,BI-MO-O1B,0,-1
2024-10-28 23:42:38.472000+00:00,CZ,BI-MO-R1,1,69
2024-10-28 23:42:38.468000+00:00,unknown,BI-MO-O1B,0,-1
2024-10-28 23:42:38.393000+00:00,CZ,BI-MO-O1,0,-1
