_time,country,sensor,type,speed
2024-11-17 23:59:24.671000+00:00,CZ,BI-TP-R2,2,50
2024-11-17 23:59:24.530000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-17 23:59:20.890000+00:00,CZ,BI-TP-I2,0,-1
2024-11-17 23:52:47.205000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-17 23:52:43.908000+00:00,CZ,BI-TP-O2,0,65
2024-11-17 23:52:15.787000+00:00,CZ,BI-TP-R2,5,63
2024-11-17 23:52:15.618000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-17 23:52:12.033000+00:00,CZ,BI-TP-I2,0,-1
2024-11-17 23:52:06.822000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-17 23:52:04.165000+00:00,CZ,BI-MO-R1,2,68
2024-11-17 23:52:04.156000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-17 23:52:04.033000+00:00,CZ,BI-MO-O1,0,70
2024-11-17 23:51:36.721000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-17 23:51:34.135000+00:00,CZ,BI-MO-I1,0,-1
2024-11-17 23:51:00.109000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-17 23:50:56.205000+00:00,unknown,BI-MO-O1,0,-1
2024-11-17 23:50:56.203000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-17 23:50:56.181000+00:00,unknown,BI-MO-R1,3,48
2024-11-17 23:50:55.775000+00:00,CZ,BI-MO-R1,2,48
2024-11-17 23:50:55.769000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-17 23:50:55.709000+00:00,CZ,BI-MO-O1,0,58
2024-11-17 23:50:23.499000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-17 23:50:19.611000+00:00,CZ,BI-MO-I1,0,-1
2024-11-17 23:47:44.685000+00:00,D,BI-MO-O1B,0,-1
2024-11-17 23:47:42.536000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-17 23:47:41.771000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-17 23:47:41.727000+00:00,D,BI-MO-R1,2,60
2024-11-17 23:47:41.649000+00:00,D,BI-MO-O1,0,61
2024-11-17 23:47:39.984000+00:00,CZ,BI-TP-O2,0,73
2024-11-17 23:47:20.505000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-17 23:47:17.219000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-17 23:47:17.201000+00:00,CZ,BI-MO-R1,1,51
2024-11-17 23:47:17.159000+00:00,CZ,BI-MO-O1,0,57
2024-11-17 23:47:14.186000+00:00,CZ,BI-TP-R2,1,69
2024-11-17 23:47:14.053000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-17 23:47:13.251000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-17 23:47:11.455000+00:00,CZ,BI-TP-I2,0,-1
2024-11-17 23:47:10.461000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-17 23:47:10.453000+00:00,CZ,BI-MO-R1,1,60
2024-11-17 23:47:10.400000+00:00,CZ,BI-MO-O1,0,-1
2024-11-17 23:47:10.306000+00:00,D,BI-MO-I1B,0,-1
2024-11-17 23:47:07.288000+00:00,D,BI-MO-I1,0,-1
2024-11-17 23:47:04.282000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-17 23:47:01.358000+00:00,CZ,BI-TP-O2,0,60
2024-11-17 23:46:43.770000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-17 23:46:40.690000+00:00,CZ,BI-MO-I1,0,-1
2024-11-17 23:46:39.864000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-17 23:46:37.032000+00:00,CZ,BI-MO-I1,0,-1
2024-11-17 23:46:29.681000+00:00,CZ,BI-TP-R2,1,57
2024-11-17 23:46:29.599000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-17 23:46:26.443000+00:00,CZ,BI-TP-I2,0,-1
2024-11-17 23:46:17.534000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-17 23:46:14.299000+00:00,CZ,BI-TP-O2,0,57
2024-11-17 23:46:10.280000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-17 23:46:06.983000+00:00,CZ,BI-TP-O2,0,59
2024-11-17 23:45:59.718000+00:00,GB,BI-MO-O1B,0,-1
2024-11-17 23:45:57.920000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-17 23:45:57.892000+00:00,GB,BI-MO-R1,1,94
2024-11-17 23:45:57.798000+00:00,GB,BI-MO-O1,0,92
2024-11-17 23:45:41.208000+00:00,CZ,BI-TP-R2,1,53
2024-11-17 23:45:41.177000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-17 23:45:37.835000+00:00,CZ,BI-TP-I2,0,-1
2024-11-17 23:45:37.058000+00:00,GB,BI-MO-I1B,0,-1
2024-11-17 23:45:35.288000+00:00,CZ,BI-TP-R2,5,57
2024-11-17 23:45:35.225000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-17 23:45:35.094000+00:00,GB,BI-MO-I1,0,-1
2024-11-17 23:45:31.759000+00:00,CZ,BI-TP-I2,0,-1
2024-11-17 23:44:59.330000+00:00,D,BI-MO-O1B,0,-1
2024-11-17 23:44:56.664000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-17 23:44:56.640000+00:00,D,BI-MO-R1,2,65
2024-11-17 23:44:56.542000+00:00,D,BI-MO-O1,0,72
2024-11-17 23:44:42.911000+00:00,D,BI-TP-O2,0,68
2024-11-17 23:44:30.160000+00:00,D,BI-MO-I1B,0,-1
2024-11-17 23:44:27.700000+00:00,D,BI-MO-I1,0,-1
2024-11-17 23:44:15.744000+00:00,CZ,BI-TP-R2,5,68
2024-11-17 23:44:15.680000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-17 23:44:12.522000+00:00,D,BI-TP-I2,0,-1
2024-11-17 23:43:20.936000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-17 23:43:20.275000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-17 23:43:18.351000+00:00,CZ,BI-MO-R1,1,68
2024-11-17 23:43:18.332000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-17 23:43:18.272000+00:00,CZ,BI-MO-O1,0,65
2024-11-17 23:43:17.537000+00:00,CZ,BI-TP-O2,0,63
2024-11-17 23:43:14.757000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-17 23:43:12.081000+00:00,CZ,BI-TP-O2,0,69
2024-11-17 23:42:49.348000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-17 23:42:47.561000+00:00,CZ,BI-TP-R2,1,63
2024-11-17 23:42:47.393000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-17 23:42:46.454000+00:00,CZ,BI-MO-I1,0,-1
2024-11-17 23:42:44.656000+00:00,CZ,BI-TP-R2,1,66
2024-11-17 23:42:44.606000+00:00,CZ,BI-TP-I2,0,-1
2024-11-17 23:42:44.479000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-17 23:42:41.754000+00:00,CZ,BI-TP-I2,0,-1
2024-11-17 23:41:42.170000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-17 23:41:39.194000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-17 23:41:39.171000+00:00,CZ,BI-MO-R1,2,61
2024-11-17 23:41:39.134000+00:00,CZ,BI-MO-O1,0,61
2024-11-17 23:41:08.412000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-17 23:41:05.147000+00:00,CZ,BI-MO-I1,0,-1
2024-11-17 23:40:34.776000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-17 23:40:34.176000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-17 23:40:32.249000+00:00,CZ,BI-MO-R1,1,69
2024-11-17 23:40:32.234000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-17 23:40:32.174000+00:00,CZ,BI-MO-O1,0,69
2024-11-17 23:40:31.439000+00:00,CZ,BI-TP-O2,0,66
2024-11-17 23:40:04.552000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-17 23:40:02.897000+00:00,CZ,BI-TP-R2,2,66
2024-11-17 23:40:02.784000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-17 23:40:01.907000+00:00,CZ,BI-MO-I1,0,-1
2024-11-17 23:40:00.057000+00:00,CZ,BI-TP-I2,0,-1
2024-11-17 23:39:46.601000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-17 23:39:43.776000+00:00,CZ,BI-MO-R1,2,64
2024-11-17 23:39:43.749000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-17 23:39:43.690000+00:00,CZ,BI-MO-O1,0,66
2024-11-17 23:39:15.138000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-17 23:39:12.369000+00:00,CZ,BI-MO-I1,0,-1
2024-11-17 23:38:46.275000+00:00,E,BI-MO-O1B,0,-1
2024-11-17 23:38:42.555000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-17 23:38:42.541000+00:00,E,BI-MO-R1,5,57
2024-11-17 23:38:42.496000+00:00,E,BI-MO-O1,0,58
2024-11-17 23:38:10.410000+00:00,E,BI-MO-I1B,0,-1
2024-11-17 23:38:06.339000+00:00,E,BI-MO-I1,0,-1
2024-11-17 23:38:03.950000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-17 23:38:02.090000+00:00,CZ,BI-TP-O1B,0,-1
2024-11-17 23:38:00.655000+00:00,CZ,BI-TP-O2,0,61
2024-11-17 23:37:59.477000+00:00,CZ,BI-TP-O1,0,67
2024-11-17 23:37:31.823000+00:00,CZ,BI-TP-R2,1,67
2024-11-17 23:37:31.692000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-17 23:37:30.604000+00:00,CZ,BI-TP-R2,5,58
2024-11-17 23:37:30.080000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-17 23:37:28.218000+00:00,CZ,BI-TP-I2,0,-1
2024-11-17 23:37:26.358000+00:00,CZ,BI-TP-I2,0,-1
2024-11-17 23:37:17.553000+00:00,D,BI-MO-O1B,0,-1
2024-11-17 23:37:14.329000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-17 23:37:14.327000+00:00,D,BI-MO-R1,2,54
2024-11-17 23:37:14.270000+00:00,D,BI-MO-O1,0,54
2024-11-17 23:36:39.022000+00:00,D,BI-MO-I1B,0,-1
2024-11-17 23:36:35.758000+00:00,D,BI-MO-I1,0,-1
2024-11-17 23:35:57.883000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-17 23:35:54.662000+00:00,unknown,BI-MO-O1,0,-1
2024-11-17 23:35:54.659000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-17 23:35:54.627000+00:00,unknown,BI-MO-R1,2,54
2024-11-17 23:35:54.411000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-17 23:35:54.393000+00:00,CZ,BI-MO-R1,2,54
2024-11-17 23:35:54.290000+00:00,CZ,BI-MO-O1,0,57
2024-11-17 23:35:21.150000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-17 23:35:17.886000+00:00,CZ,BI-MO-I1,0,-1
2024-11-17 23:34:49.558000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-17 23:34:49.517000+00:00,CZ,BI-MO-R1,5,62
2024-11-17 23:34:49.500000+00:00,CZ,BI-MO-O1,0,64
2024-11-17 23:34:17.188000+00:00,CZ,BI-MO-I1,0,-1
2024-11-17 23:33:54.895000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-17 23:33:51.662000+00:00,CZ,BI-TP-O2,0,61
2024-11-17 23:33:20.507000+00:00,CZ,BI-TP-R2,1,65
2024-11-17 23:33:20.408000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-17 23:33:17.488000+00:00,CZ,BI-TP-I2,0,-1
2024-11-17 23:33:05.046000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-17 23:33:02.310000+00:00,CZ,BI-TP-O2,0,66
2024-11-17 23:32:33.862000+00:00,CZ,BI-TP-R2,1,66
2024-11-17 23:32:33.784000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-17 23:32:30.864000+00:00,CZ,BI-TP-I2,0,-1
2024-11-17 23:32:19.084000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-17 23:32:16.069000+00:00,CZ,BI-MO-R1,5,63
2024-11-17 23:32:16.046000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-17 23:32:15.864000+00:00,CZ,BI-MO-O1,0,61
2024-11-17 23:32:04.204000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-17 23:32:01.135000+00:00,CZ,BI-MO-R1,1,60
2024-11-17 23:32:01.046000+00:00,CZ,BI-MO-O1,0,60
2024-11-17 23:32:01.042000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-17 23:31:44.893000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-17 23:31:41.755000+00:00,CZ,BI-MO-I1,0,-1
2024-11-17 23:31:36.428000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-17 23:31:36.406000+00:00,CZ,BI-MO-R1,1,58
2024-11-17 23:31:36.370000+00:00,CZ,BI-MO-O1,0,59
2024-11-17 23:31:29.579000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-17 23:31:26.441000+00:00,CZ,BI-MO-I1,0,-1
2024-11-17 23:31:21.630000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-17 23:31:18.398000+00:00,CZ,BI-TP-O2,0,60
2024-11-17 23:31:00.897000+00:00,CZ,BI-MO-I1,0,-1
2024-11-17 23:30:54.950000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-17 23:30:52.260000+00:00,CZ,BI-MO-R1,1,65
2024-11-17 23:30:52.222000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-17 23:30:52.164000+00:00,CZ,BI-MO-O1,0,67
2024-11-17 23:30:52.056000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-17 23:30:49.010000+00:00,CZ,BI-TP-O2,0,70
2024-11-17 23:30:46.959000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-17 23:30:46.918000+00:00,CZ,BI-TP-R2,2,56
2024-11-17 23:30:43.542000+00:00,CZ,BI-TP-I2,0,-1
2024-11-17 23:30:23.735000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-17 23:30:22.611000+00:00,CZ,BI-TP-R2,1,59
2024-11-17 23:30:22.594000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-17 23:30:21.031000+00:00,CZ,BI-MO-I1,0,-1
2024-11-17 23:30:19.362000+00:00,CZ,BI-TP-I2,0,-1
2024-11-17 23:29:49.912000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-17 23:29:47.184000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-17 23:29:47.166000+00:00,CZ,BI-MO-R1,1,65
2024-11-17 23:29:47.126000+00:00,CZ,BI-MO-O1,0,66
2024-11-17 23:29:18.325000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-17 23:29:15.621000+00:00,CZ,BI-MO-I1,0,-1
