_time,country,sensor,type,speed
2024-11-03 23:59:45.226000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-03 23:59:42.335000+00:00,CZ,BI-MO-I1,0,-1
2024-11-03 23:57:11.317000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-03 23:57:08.040000+00:00,CZ,BI-TP-O2,0,62
2024-11-03 23:56:38.062000+00:00,CZ,BI-TP-R2,5,58
2024-11-03 23:56:38.048000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-03 23:56:34.232000+00:00,CZ,BI-TP-I2,0,-1
2024-11-03 23:54:52.499000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-03 23:54:49.656000+00:00,CZ,BI-TP-O2,0,61
2024-11-03 23:54:18.923000+00:00,CZ,BI-TP-R2,1,59
2024-11-03 23:54:18.921000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-03 23:54:15.723000+00:00,CZ,BI-TP-I2,0,-1
2024-11-03 23:53:22.785000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-03 23:53:19.755000+00:00,CZ,BI-TP-O2,0,68
2024-11-03 23:52:52.443000+00:00,CZ,BI-TP-R2,5,65
2024-11-03 23:52:52.370000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-03 23:52:49.109000+00:00,CZ,BI-TP-I2,0,-1
2024-11-03 23:52:01.750000+00:00,GB,BI-TP-O2B,0,-1
2024-11-03 23:51:59.031000+00:00,GB,BI-TP-O2,0,66
2024-11-03 23:51:47.180000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-03 23:51:44.399000+00:00,CZ,BI-TP-O2,0,68
2024-11-03 23:51:30.213000+00:00,GB,BI-TP-R2,1,65
2024-11-03 23:51:30.158000+00:00,GB,BI-TP-I2B,0,-1
2024-11-03 23:51:27.392000+00:00,GB,BI-TP-I2,0,-1
2024-11-03 23:51:26.578000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-03 23:51:23.417000+00:00,CZ,BI-MO-R1,2,55
2024-11-03 23:51:23.416000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-03 23:51:23.371000+00:00,CZ,BI-MO-O1,0,-1
2024-11-03 23:51:16.685000+00:00,CZ,BI-TP-R2,5,68
2024-11-03 23:51:16.456000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-03 23:51:13.628000+00:00,CZ,BI-TP-I2,0,-1
2024-11-03 23:50:52.459000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-03 23:50:49.755000+00:00,CZ,BI-MO-I1,0,-1
2024-11-03 23:50:11.700000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-03 23:50:08.237000+00:00,CZ,BI-TP-O2,0,48
2024-11-03 23:49:28.897000+00:00,CZ,BI-TP-R2,1,48
2024-11-03 23:49:28.825000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-03 23:49:25.128000+00:00,CZ,BI-TP-I2,0,-1
2024-11-03 23:48:43.704000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-03 23:48:40.487000+00:00,CZ,BI-MO-R1,2,54
2024-11-03 23:48:40.480000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-03 23:48:40.435000+00:00,CZ,BI-MO-O1,0,55
2024-11-03 23:48:06.113000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-03 23:48:02.975000+00:00,CZ,BI-MO-I1,0,-1
2024-11-03 23:48:00.383000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-03 23:47:57.478000+00:00,CZ,BI-TP-O2,0,63
2024-11-03 23:47:52.305000+00:00,PL,BI-MO-O1B,0,-1
2024-11-03 23:47:49.296000+00:00,PL,BI-MO-R1,4,61
2024-11-03 23:47:49.267000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-03 23:47:49.223000+00:00,PL,BI-MO-O1,0,62
2024-11-03 23:47:27.520000+00:00,CZ,BI-TP-R2,1,63
2024-11-03 23:47:27.430000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-03 23:47:24.537000+00:00,CZ,BI-TP-I2,0,-1
2024-11-03 23:47:18.559000+00:00,PL,BI-MO-I1B,0,-1
2024-11-03 23:47:15.669000+00:00,PL,BI-MO-I1,0,-1
2024-11-03 23:44:39.255000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-03 23:44:36.660000+00:00,CZ,BI-TP-O2,0,69
2024-11-03 23:44:35.083000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-03 23:44:31.983000+00:00,CZ,BI-MO-R1,2,61
2024-11-03 23:44:31.983000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-03 23:44:31.876000+00:00,CZ,BI-MO-O1,0,70
2024-11-03 23:44:16.607000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-03 23:44:13.971000+00:00,CZ,BI-MO-R1,3,69
2024-11-03 23:44:13.941000+00:00,unknown,BI-MO-O1B,0,-1
2024-11-03 23:44:13.772000+00:00,CZ,BI-MO-O1,0,73
2024-11-03 23:44:09.378000+00:00,CZ,BI-TP-R2,2,68
2024-11-03 23:44:09.280000+00:00,CZ,BI-TP-I2B,0,-1
2024-11-03 23:44:06.632000+00:00,CZ,BI-TP-I2,0,-1
2024-11-03 23:44:04.995000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-03 23:44:02.292000+00:00,CZ,BI-MO-I1,0,-1
2024-11-03 23:43:47.820000+00:00,CZ,BI-MO-I1B,0,-1
2024-11-03 23:43:45.056000+00:00,CZ,BI-MO-I1,0,-1
2024-11-03 23:43:27.148000+00:00,CZ,BI-TP-O2B,0,-1
2024-11-03 23:43:24.430000+00:00,CZ,BI-TP-O2,0,68
2024-11-03 23:43:04.252000+00:00,CZ,BI-MO-O1B,0,-1
2024-11-03 23:43:01.113000+00:00,CZ,BI-MO-R1,1,55
