_time,country,sensor,type,speed
2024-08-18 23:59:51.547000+00:00,CZ,BI-MO-I1B,0,-1
2024-08-18 23:59:48.675000+00:00,CZ,BI-MO-I1,0,-1
2024-08-18 23:59:27.293000+00:00,CZ,BI-MO-O1B,0,-1
2024-08-18 23:59:23.340000+00:00,CZ,BI-MO-R1,4,51
2024-08-18 23:59:23.325000+00:00,unknown,BI-MO-O1B,0,-1
2024-08-18 23:59:23.239000+00:00,CZ,BI-MO-O1,0,54
2024-08-18 23:59:01.315000+00:00,CZ,BI-MO-O1B,0,-1
2024-08-18 23:58:59.002000+00:00,CZ,BI-MO-R1,1,74
2024-08-18 23:58:58.959000+00:00,unknown,BI-MO-O1B,0,-1
2024-08-18 23:58:58.935000+00:00,CZ,BI-MO-O1,0,70
2024-08-18 23:58:48.983000+00:00,CZ,BI-MO-I1B,0,-1
2024-08-18 23:58:45.058000+00:00,CZ,BI-MO-I1,0,-1
2024-08-18 23:58:31.871000+00:00,CZ,BI-MO-I1B,0,-1
2024-08-18 23:58:29.186000+00:00,CZ,BI-MO-I1,0,-1
2024-08-18 23:57:50.300000+00:00,unknown,BI-MO-O1,0,-1
2024-08-18 23:57:50.262000+00:00,unknown,BI-MO-O1B,0,-1
2024-08-18 23:57:50.252000+00:00,unknown,BI-MO-R1,1,59
2024-08-18 23:57:49.456000+00:00,unknown,BI-MO-O1B,0,-1
2024-08-18 23:57:49.440000+00:00,CZ,BI-MO-R1,4,59
2024-08-18 23:57:49.370000+00:00,CZ,BI-MO-O1,0,60
2024-08-18 23:57:20.626000+00:00,D,BI-MO-O1B,0,-1
2024-08-18 23:57:18.029000+00:00,CZ,BI-MO-I1B,0,-1
2024-08-18 23:57:17.898000+00:00,unknown,BI-MO-O1B,0,-1
2024-08-18 23:57:17.854000+00:00,D,BI-MO-R1,1,66
2024-08-18 23:57:17.812000+00:00,D,BI-MO-O1,0,66
2024-08-18 23:57:14.414000+00:00,CZ,BI-MO-I1,0,-1
2024-08-18 23:56:49.013000+00:00,D,BI-MO-I1B,0,-1
2024-08-18 23:56:48.014000+00:00,D,BI-MO-O1B,0,-1
2024-08-18 23:56:46.142000+00:00,D,BI-MO-I1,0,-1
2024-08-18 23:56:45.252000+00:00,D,BI-MO-R1,2,63
2024-08-18 23:56:45.224000+00:00,unknown,BI-MO-O1B,0,-1
2024-08-18 23:56:45.200000+00:00,D,BI-MO-O1,0,-1
2024-08-18 23:56:44.666000+00:00,CZ,BI-MO-O1B,0,-1
2024-08-18 23:56:41.504000+00:00,unknown,BI-MO-O1B,0,-1
2024-08-18 23:56:41.487000+00:00,CZ,BI-MO-R1,1,58
2024-08-18 23:56:41.418000+00:00,CZ,BI-MO-O1,0,60
2024-08-18 23:56:14.479000+00:00,D,BI-MO-I1B,0,-1
2024-08-18 23:56:11.794000+00:00,D,BI-MO-I1,0,-1
2024-08-18 23:56:09.891000+00:00,CZ,BI-MO-I1B,0,-1
2024-08-18 23:56:07.019000+00:00,CZ,BI-MO-I1,0,-1
2024-08-18 23:55:17.086000+00:00,CZ,BI-TP-O2B,0,-1
2024-08-18 23:55:14.120000+00:00,CZ,BI-TP-O2,0,64
2024-08-18 23:54:57.752000+00:00,CZ,BI-TP-O2,0,68
2024-08-18 23:54:44.530000+00:00,CZ,BI-TP-R2,1,63
2024-08-18 23:54:44.381000+00:00,CZ,BI-TP-I2B,0,-1
2024-08-18 23:54:41.412000+00:00,CZ,BI-TP-I2,0,-1
2024-08-18 23:54:30.555000+00:00,CZ,BI-TP-I2B,0,-1
