hour,total_temp,total_hum,total_pressure,total_windSpeed,total_windImpact,total_volume,total_pm,avg_no2,vehicle_count
02/10/2024 17:00,10.66666667,100,97050,0.217332933,1.12,0,386,15.855085,3420
02/10/2024 18:00,10.45,100,97102.5,0.685939,3.12,0,286,14.897,2386
02/10/2024 19:00,10.35,100,97140,0.499584,2.16,0,366,14.17782778,1369
02/10/2024 20:00,10.275,100,97175,0.6967435,2.88,0,402,10.10273,1008
02/10/2024 21:00,10.375,94.675,97210,0.73353275,4.2,0,101,4.3143175,542
02/10/2024 22:00,10.15,89.85,97267.5,2.3265775,9.24,0,84,4.923130526,431
02/10/2024 23:00,9.775,91.5,97327.5,1.680585,5.28,0,160,5.2839655,344
03/10/2024,9.5,95.875,97367.5,0.765536,2.76,0,198,6.555215789,272
03/10/2024 01:00,10,88.825,97350,3.2354425,11.52,0,561,10.115883,461
03/10/2024 02:00,9.95,91.15,97345,0.604827,3,0,492,12.60461,1122
03/10/2024 03:00,9.866666667,94,97400,0.813869,3.36,0,883,16.95207474,4573
03/10/2024 04:00,11.825,87.625,97327.5,0.58509825,2.64,0,1043,21.125756,7590
03/10/2024 05:00,12.475,78.75,97015,1.31829,3.6,0,712,7.045212632,7739
03/10/2024 06:00,12.3,79.325,96987.5,0.782157,3,0,739,10.482078,7829
03/10/2024 07:00,12.9,77.9,96987.5,1.5291225,5.52,0,457,10.00337105,7393
03/10/2024 08:00,13.675,79.525,96897.5,2.1183125,7.2,0,288,13.387103,6878
03/10/2024 09:00,13.8,76.85,96770,0.66491325,3,0.0875,257,7.075433684,6841
03/10/2024 10:00,13.6,76.775,96842.5,3.2607925,10.2,0,168,8.055673,6852
03/10/2024 11:00,13.875,72.275,96795,2.72569,9.24,0,213,5.737728947,7084
03/10/2024 12:00,13.65,73.5,96792.5,3.572825,11.04,0,283,7.8571015,8043
03/10/2024 13:00,12.83333333,76.96666667,96970,2.881846667,9.6,0,179,10.11437263,7938
03/10/2024 14:00,12,79.225,97165,2.3105525,7.2,0,299,13.74021,7976
03/10/2024 15:00,10.625,89.45,97445,0.96339875,4.32,0,687,12.68853263,7232
03/10/2024 16:00,10.625,89.75,97542.5,0.901915,3.48,0,69,12.541446,5130
03/10/2024 17:00,10.075,96.3,97597.5,0.339624,2.28,0,213,22.75905789,3665
03/10/2024 18:00,9.95,99.125,97622.5,0.4246305,1.8,0,174,19.57098,2155
03/10/2024 19:00,10.05,99.275,97630,0.299269625,1.92,0.0875,138,15.60099412,1424
03/10/2024 20:00,10.175,100,97612.5,0.114871675,1.2,0.0875,90,15.1493,823
03/10/2024 21:00,10.325,100,97572.5,0.22335005,2.04,0,339,15.34275263,446
03/10/2024 22:00,10.36666667,99.76666667,97540,0.539553333,2.88,0,221,11.477581,407
03/10/2024 23:00,10.3,99.75,97525,0.387495,2.16,0,233,9.778784211,275
04/10/2024,10.125,100,97540,0.34658975,1.68,0.0875,230,9.9713795,297
04/10/2024 01:00,10.075,100,97595,0.011026375,0.48,0,369,19.47083158,422
04/10/2024 02:00,10.125,99.95,97607.5,0.0850413,1.08,0.0875,493,15.44715,1079
04/10/2024 03:00,10.325,97.35,97595,0.7103885,3.12,0,552,18.37824737,4427
04/10/2024 04:00,10.575,95,97565,1.77167325,6.84,0,586,12.250312,6867
04/10/2024 05:00,11.1,90.975,97545,2.749545,9.84,0,498,9.490733158,7945
04/10/2024 06:00,11.1,88.725,97532.5,3.090065,9,0,264,8.6231525,7347
04/10/2024 07:00,11.275,89.85,97552.5,3.0771975,8.64,0,488,9.350737895,7290
04/10/2024 08:00,12.16666667,84.03333333,97403.33333,3.51593,13.6,0,633,6.392461579,7324
04/10/2024 09:00,12.875,80.175,97245,3.017755,10.44,0,481,4.253243684,7566
04/10/2024 10:00,12.375,79.6,97225,4.1246125,15.6,0,470,4.902770526,7417
04/10/2024 11:00,12.45,80.15,97280,2.9401425,9.84,0,493,6.515927,7899
04/10/2024 12:00,12.125,81.6,97310,3.32123,8.76,0,416,8.445252105,8664
04/10/2024 13:00,11.65,83.475,97392.5,2.91274,10.08,0,324,8.117242105,8145
04/10/2024 14:00,11.425,83.925,97487.5,2.3077875,7.2,0,474,11.11937368,8500
04/10/2024 15:00,11.3,86.75,97567.5,2.16292,6.72,0,536,14.526726,7469
04/10/2024 16:00,11.025,90.6,97647.5,1.5469805,5.16,0,609,15.02196316,5847
04/10/2024 17:00,10.95,90.875,97695,1.4009625,6.84,0,633,12.083146,3966
04/10/2024 18:00,10.76666667,92.63333333,97733.33333,1.160671667,4.8,0.116666667,639,12.38482632,2699
04/10/2024 19:00,10.825,92.1,97727.5,1.32053925,5.28,0,577,10.28225625,1855
04/10/2024 20:00,10.6,92.85,97730,0.83440475,3.96,0,758,10.950299,1521
04/10/2024 21:00,10.15,97.35,97807.5,0.50708675,2.4,0.175,878,12.87357895,863
04/10/2024 22:00,10.025,99.275,97830,0.324679,2.16,0.0875,830,11.59557,591
04/10/2024 23:00,9.875,99.175,97830,0.57750075,3.24,0.0875,663,10.35883,461
05/10/2024,9.75,99.775,97857.5,0.386849,3.12,0.6125,773,9.985864,358
05/10/2024 01:00,9.625,100,97882.5,0.3085588,1.68,0.0875,334,11.90348947,288
05/10/2024 02:00,9.6,100,97890,0.175951098,1.08,0,324,11.275948,617
05/10/2024 03:00,9.466666667,99.7,97910,1.283211,4.8,0,296,10.4671,1700
05/10/2024 04:00,9.725,96.625,97927.5,2.1648125,5.28,0,196,8.349811111,2678
05/10/2024 05:00,10.225,93.1,97855,1.9368475,6.48,0,170,7.9285595,3425
05/10/2024 06:00,10.8,90.175,97740,2.67671925,9.24,0,245,6.278847368,4517
05/10/2024 07:00,12.1,82.225,97547.5,3.4559525,10.2,0.0875,459,4.4106525,5591
05/10/2024 08:00,12.65,75.675,97270,5.2865175,14.04,0,332,3.682259444,6381
05/10/2024 09:00,13.15,71.975,97202.5,4.4327775,12.72,0,330,3.816804,5883
05/10/2024 10:00,12.85,72.65,97157.5,4.95128,14.52,0,269,4.353366316,6286
05/10/2024 11:00,11.7,78.2,97327.5,5.1923975,12.24,0,377,7.6510255,6665
05/10/2024 12:00,11.1,82.875,97530,4.244285,13.08,0,507,11.03450211,7180
05/10/2024 13:00,11.1,81.03333333,97560,2.607486667,7.2,0,459,10.6018055,6923
05/10/2024 14:00,10.7,82.075,97627.5,3.0545,9.12,0,464,9.772624737,6163
05/10/2024 15:00,10.175,82.8,97727.5,3.14348,9.36,0,444,8.812231111,6093
05/10/2024 16:00,9.725,84.5,97825,2.791655,6.72,0,497,10.663087,5919
05/10/2024 17:00,9.45,88.325,97882.5,1.23828,3.96,0,2080,13.32966842,4124
05/10/2024 18:00,9.025,94.325,97937.5,0.286846875,1.68,0,3915,13.99026,2678
05/10/2024 19:00,8.725,95.75,97957.5,0.240756025,2.28,0,1818,11.87018471,1945
05/10/2024 20:00,8.225,97.6,97995,0.76837575,2.64,0,1842,9.192817368,1147
05/10/2024 21:00,8.1,96.9,98007.5,0.98685,2.64,0,707,7.847563158,920
05/10/2024 22:00,7.65,98.6,98050,0.735653,3.24,0,1828,9.056469,504
05/10/2024 23:00,6.466666667,99.9,98220,0.1037634,1.28,0,1014,8.526735263,326
06/10/2024,5.925,100,98307.5,1.09638425,3.36,0,772,10.05892111,380
06/10/2024 01:00,6.1,99.225,98290,1.46077575,3.84,0,799,10.512421,223
06/10/2024 02:00,5.35,99.475,98365,1.18148675,3.48,0,942,7.915184737,506
06/10/2024 03:00,5.9,97.575,98302.5,1.11173325,3.6,0,1005,8.4221705,1221
06/10/2024 04:00,7.05,96.7,98145,0.6273011,2.52,0,1213,14.51677789,1526
06/10/2024 05:00,8.025,94.325,97955,0.61447275,2.76,0,1278,17.25870526,2076
06/10/2024 06:00,9.775,85.675,97637.5,0.389581,2.04,0,1394,12.93536421,3020
06/10/2024 07:00,11.225,78.85,97275,1.339042,4.08,0,1127,6.825098421,3744
06/10/2024 08:00,12.03333333,74.93333333,97026.66667,1.628493333,5.12,0,1001,4.527992632,4419
06/10/2024 09:00,12.325,73.3,96787.5,2.11989,5.88,0,955,4.181986842,4962
06/10/2024 10:00,12.875,71.4,96657.5,3.02836,7.92,0,888,4.784328947,5567
06/10/2024 11:00,12.725,72.325,96732.5,2.7283975,7.44,0,989,6.291060526,6569
06/10/2024 12:00,12.4,73.675,96787.5,2.32613,6,0,975,7.4093635,6659
06/10/2024 13:00,11.8,77.225,96885,2.2348375,4.8,0,760,11.69590474,6757
06/10/2024 14:00,10.975,82.75,97007.5,1.21499425,3.48,0,1043,18.80061579,6775
06/10/2024 15:00,9.475,93.275,97255,0.57206725,2.28,0,5464,13.91402316,6593
06/10/2024 16:00,9.8,89.95,97310,0.63821755,3.12,0,4318,16.1845265,5419
06/10/2024 17:00,10.05,87.175,97247.5,1.0893765,4.44,0,1723,38.56455263,3491
06/10/2024 18:00,10,86.46666667,97230,1.524243333,4.8,0,1991,43.95795263,2063
06/10/2024 19:00,9.675,88.175,97260,0.95183075,3.96,0,2135,40.91696471,1415
06/10/2024 20:00,9.15,93.7,97282.5,0.46275925,2.28,0,4414,41.3152,1098
06/10/2024 21:00,8.3,98.075,97415,0.157641275,1.08,0,3411,37.61059,610
06/10/2024 22:00,6.9,99.775,97625,0.866938,3.6,0,1533,29.42576111,328
06/10/2024 23:00,5.8,100,97805,1.22076725,3.96,0,1970,17.76345263,357
07/10/2024,5.275,100,97912.5,1.320014,4.2,0,1607,13.69906316,486
07/10/2024 01:00,4.725,100,98002.5,1.1380715,3.48,0,1902,14.975765,699
07/10/2024 02:00,4.825,100,97995,0.9693245,3.12,0,1776,15.25870526,1563
07/10/2024 03:00,5.033333333,100,98000,0.529732333,2.88,0,2311,14.969475,5323
07/10/2024 04:00,6.875,98.325,97767.5,1.3036685,4.68,0,2866,15.10618,7733
07/10/2024 05:00,8.55,94.625,97460,0.539688,2.76,0,3745,12.82721211,7377
07/10/2024 06:00,9.175,93.975,97305,1.22636275,5.04,0,3853,15.34251,7828
07/10/2024 07:00,10.025,92.1,97122.5,1.0888875,3.6,0,3983,13.72408526,6680
07/10/2024 08:00,11.6,85.55,96810,1.251425,4.08,0,3293,8.627587,6770
07/10/2024 09:00,12.1,84.125,96572.5,1.48967,5.04,0,2626,5.613303889,6845
07/10/2024 10:00,13.05,82,96455,1.84058,6.36,0,2726,10.3157785,6564
07/10/2024 11:00,12.025,87.225,96542.5,2.099105,7.08,0,2640,14.82110105,6908
07/10/2024 12:00,12.05,88.45,96637.5,0.9824095,3.6,0,3290,16.665075,7789
07/10/2024 13:00,11.56666667,91.83333333,96683.33333,2.4602,5.6,0,3317,24.37276842,7708
07/10/2024 14:00,10.775,98.175,96855,1.32358225,3.96,0.175,2114,31.96534444,7207
07/10/2024 15:00,10.725,100,96945,0.22673025,1.92,0,1742,38.5251,6607
07/10/2024 16:00,10.8,100,96937.5,0.432577423,2.04,0,1722,29.52877368,4522
07/10/2024 17:00,10.9,100,96917.5,0.46443925,2.52,0,2006,23.052255,3239
07/10/2024 18:00,10.65,100,96915,0.63879525,2.52,0,1624,19.1975,2010
07/10/2024 19:00,10.55,100,96887.5,0.4766285,2.04,0,1315,15.19248235,1211
07/10/2024 20:00,10.625,100,96937.5,0.320862225,2.04,0,1951,13.98346316,902
07/10/2024 21:00,10.725,100,96875,0.3897244,1.32,0.175,1580,13.871495,467
07/10/2024 22:00,10.76666667,100,96830,0.249321833,1.6,0,1646,13.70596316,355
07/10/2024 23:00,10.775,100,96790,0.2701675,1.8,0,1650,10.70771444,301
08/10/2024,10.75,100,96740,0.36692175,2.16,0,1782,10.476525,285
08/10/2024 01:00,10.675,100,96725,0.51383175,2.52,0,2690,10.37478947,388
08/10/2024 02:00,10.875,100,96672.5,0.3968299,2.4,0,5505,11.516851,1184
08/10/2024 03:00,11.125,100,96610,0.8651885,3.36,0,5278,10.69885684,4950
08/10/2024 04:00,12.05,98.95,96537.5,0.65970675,3.48,0,2594,11.57404,7647
08/10/2024 05:00,13.5,93.475,96287.5,0.69353275,2.88,0,2834,8.107591053,7474
08/10/2024 06:00,14.575,88.9,95972.5,2.840725,7.92,0,617,3.9064835,7493
08/10/2024 07:00,15.76666667,82.76666667,95780,2.940143333,9.28,0,1082,3.899326842,7010
08/10/2024 08:00,15.76666667,83.6,95733.33333,2.196746667,6.24,0,1062,4.347684737,6916
08/10/2024 09:00,15.575,85.35,95650,2.20568,5.52,0,1298,4.380416316,6799
08/10/2024 10:00,15.725,85.875,95560,2.090175,5.76,0,1547,10.37595211,7119
08/10/2024 11:00,15.5,87.2,95557.5,1.23956275,4.08,0,1664,13.811338,7022
08/10/2024 12:00,16.25,84.925,95470,1.2176835,3.96,0,1498,12.52806316,7925
08/10/2024 13:00,15.8,88.95,95467.5,1.287932,3.84,0,2243,17.99287895,7891
08/10/2024 14:00,15.75,86.975,95462.5,2.749745,9.6,0,712,6.806767895,7635
08/10/2024 15:00,15.4,86.825,95517.5,2.156813,8.76,0,652,8.0311045,6677
08/10/2024 16:00,14.35,93.425,95597.5,0.385865225,2.28,0,976,14.81218105,5548
08/10/2024 17:00,13.6,99.175,95690,0.3233685,1.8,0.0875,1491,21.262495,3545
08/10/2024 18:00,13.5,100,95730,0.4497088,2.76,0.0875,1689,27.20791053,1937
08/10/2024 19:00,13.46666667,100,95716.66667,0.684636667,2.88,0.116666667,1248,19.66268824,1265
08/10/2024 20:00,13.5,100,95725,0.5356855,2.76,0.0875,1738,14.56268421,839
08/10/2024 21:00,13.575,100,95772.5,1.898315,5.52,0.4375,1605,13.03523684,471
08/10/2024 22:00,13.55,100,95790,2.234635,5.4,0.0875,1973,11.39257,285
08/10/2024 23:00,13.525,100,95822.5,2.065325,5.4,0.0875,1597,9.842855789,240
09/10/2024,13.4,100,95850,1.6749025,4.68,0,1252,8.022292632,241
09/10/2024 01:00,13.1,100,95850,1.6245375,4.2,0,1773,6.750828421,448
09/10/2024 02:00,13.15,98.2,95895,1.8625175,4.68,0,946,6.2130785,1241
09/10/2024 03:00,12.85,97.775,95965,0.92423375,4.8,0,375,7.749742632,4929
09/10/2024 04:00,13.625,94.65,95997.5,1.4149935,5.04,0,336,9.858122105,7584
09/10/2024 05:00,17.96666667,77.06666667,95593.33333,2.74293,7.2,0,604,6.188541579,7910
09/10/2024 06:00,18.6,74,95157.5,4.06582,9.84,0,1260,3.309658421,7825
09/10/2024 07:00,18.35,73.175,94912.5,4.63957,10.8,0,235,2.643312,7389
09/10/2024 08:00,20.525,67.35,94545,4.9659625,11.88,0,176,2.158387368,7142
09/10/2024 09:00,21.35,63.5,94270,5.398655,13.8,0,277,2.081046316,7079
09/10/2024 10:00,22.075,61.075,93957.5,4.4687075,11.4,0,1141,2.723149474,7424
09/10/2024 11:00,22.275,58.15,93790,4.6694875,12.36,0,661,3.5045095,6986
09/10/2024 12:00,20.4,61.475,94100,4.7173425,9.48,0,1048,8.912467368,7907
09/10/2024 13:00,18.425,74.875,94390,1.668996,5.04,0,667,19.920778,8185
09/10/2024 14:00,17.925,75.425,94532.5,1.574686,4.8,0,823,18.73978,7766
09/10/2024 15:00,17.35,76.825,94655,1.0521045,4.92,0,946,11.29417421,7326
09/10/2024 16:00,17.53333333,74.26666667,94576.66667,1.677663333,5.6,0,305,9.873472105,5295
09/10/2024 17:00,16.875,77.525,94590,2.291805,5.52,0,416,18.49177895,3573
09/10/2024 18:00,15.175,86.4,94740,1.68058,5.28,0,731,20.931485,2273
09/10/2024 19:00,14.4,90,94865,1.22939725,4.92,0,483,17.69609375,1339
09/10/2024 20:00,14.1,92.075,94902.5,2.1952925,7.08,0,665,18.57263158,1046
09/10/2024 21:00,13.3,95.3,94967.5,1.597954,5.4,0,3206,17.38774211,476
09/10/2024 22:00,12.95,97.825,95045,1.0743055,3.6,0,1468,19.842265,310
09/10/2024 23:00,12.35,99.75,95025,0.356499675,1.92,0,1911,30.21492632,277
10/10/2024,12.175,100,95057.5,0.3517995,2.4,0,1475,21.97527368,320
10/10/2024 01:00,12.375,100,94977.5,0.45044775,2.4,0,1106,21.6876,452
10/10/2024 02:00,12.56666667,100,94956.66667,0.669365667,3.36,0,1012,27.93841053,1197
10/10/2024 03:00,12.45,100,94940,0.87949985,3.24,0,1734,24.366415,4893
10/10/2024 04:00,13.275,98.225,94940,1.26749625,5.28,0,740,23.47491053,7396
10/10/2024 05:00,17.45,81.5,94502.5,1.29232225,4.32,0,508,11.62505579,7782
10/10/2024 06:00,17.525,81.075,94320,4.3244325,11.88,0,152,3.268118947,8097
10/10/2024 07:00,17,85.7,94550,4.059495,13.68,0.0875,176,5.8437625,6909
10/10/2024 08:00,17.975,69,94617.5,5.617055,15.48,0,17,2.656990526,7149
10/10/2024 09:00,18.05,69.025,94622.5,2.6232975,9.24,0,26,3.338832105,6843
10/10/2024 10:00,17.25,72.225,94765,3.349265,11.28,0,60,4.324090526,7048
10/10/2024 11:00,18.475,67.55,94695,4.02723,11.88,0,99,4.417926842,7558
10/10/2024 12:00,17.13333333,72.73333333,94840,4.736013333,10.88,0,186,5.4297165,8039
10/10/2024 13:00,16.375,77.15,95052.5,4.2036575,11.76,0,442,9.501300526,8098
10/10/2024 14:00,15.15,81.5,95407.5,3.4122325,9,0,554,13.43240526,7782
10/10/2024 15:00,14.2,85.525,95685,1.34143825,4.32,0,800,14.91675263,7099
10/10/2024 16:00,13.575,88.6,95875,1.189574,3.84,0,1621,14.96795,5601
10/10/2024 17:00,14.55,82.25,95905,2.451635,9.36,0,367,12.2391,3782
10/10/2024 18:00,13.4,89.375,96100,1.428973,5.76,0,522,14.331281,2343
10/10/2024 19:00,12.75,95.875,96262.5,0.58445775,2.88,0,1037,11.587165,1258
10/10/2024 20:00,12.45,86.175,96372.5,1.84199,6.48,0,698,5.1014745,1051
10/10/2024 21:00,11,95.825,96620,0.926853,3.12,0,1783,8.859238947,546
10/10/2024 22:00,10,98.83333333,96863.33333,0.837648667,3.36,0,3071,4.727597778,344
10/10/2024 23:00,9.15,97.925,97062.5,1.3473335,4.8,0,1184,8.3308065,253
11/10/2024,7.9,99.025,97340,1.71884,4.92,0,581,13.39471579,291
11/10/2024 01:00,7.875,96.05,97460,1.64237325,4.68,0,578,15.237513,444
11/10/2024 02:00,8.7,94,97390,1.3797115,4.08,0,848,10.71870632,1148
11/10/2024 03:00,9.175,93.35,97337.5,0.88255475,3.6,0,880,23.34648053,4430
11/10/2024 04:00,9.75,93.85,97395,0.75428225,3.12,0.2625,549,29.77771579,7234
11/10/2024 05:00,9.625,93.975,97462.5,0.98491875,3.24,0.525,474,31.04656316,7668
11/10/2024 06:00,9.75,91.15,97592.5,1.767681,5.4,0.175,705,21.531322,7484
11/10/2024 07:00,10.66666667,83.66666667,97513.33333,1.830216667,6.08,0.116666667,428,9.583668333,6739
11/10/2024 08:00,11.3,81.275,97347.5,1.47043675,4.68,0,472,7.136624211,7482
11/10/2024 09:00,11.225,79.375,97327.5,1.766148,5.52,0,373,7.620796842,7239
11/10/2024 10:00,11.475,75.025,97390,2.7642075,7.92,0,278,8.051938,7334
11/10/2024 11:00,12.525,68.1,97372.5,2.667785,8.88,0,229,6.175846842,6280
11/10/2024 12:00,11.5,77.225,97335,1.374205,4.2,0,814,10.604052,7865
11/10/2024 13:00,9.8,88.875,97817.5,0.97951675,3.6,0,898,21.36396316,8470
11/10/2024 14:00,9.65,81.8,97985,1.2109385,5.28,0,629,14.275435,8309
11/10/2024 15:00,8.275,89.85,98290,1.46964475,4.56,0,1616,19.22579105,7828
11/10/2024 16:00,6.475,95.225,98655,2.08125,4.92,0,1379,14.09596111,6350
11/10/2024 17:00,5.4,96.66666667,98920,2.644396667,6.08,0,1736,13.26378333,4418
11/10/2024 18:00,4.55,98.7,99122.5,0.95088325,3.12,0,1617,13.519125,2842
11/10/2024 19:00,3.525,99.7,99320,1.44347325,4.2,0,1436,12.99680588,1795
11/10/2024 20:00,2.975,100,99462.5,1.2692255,3.72,0,1490,11.032712,1395
11/10/2024 21:00,2.275,100,99572.5,1.6442505,4.8,0,742,9.623745263,781
11/10/2024 22:00,1.875,100,99670,1.566075,5.4,0,586,8.5755,598
11/10/2024 23:00,1.325,100,99717.5,1.03297575,3.96,0,558,8.452566842,413
12/10/2024,1.35,100,99785,0.348640175,1.56,0,987,9.766869412,343
12/10/2024 01:00,1.7,100,99686.66667,0.933480667,3.52,0,1106,15.532165,407
12/10/2024 02:00,1.225,100,99660,2.01597725,4.8,0.0875,924,16.44382105,677
12/10/2024 03:00,1.2,100,99702.5,0.84036725,2.28,0,1180,13.272352,1957
12/10/2024 04:00,1.95,100,99555,1.324157,3.6,0,1043,16.50998333,3004
12/10/2024 05:00,2.95,100,99370,0.79361475,2.88,0,1778,15.45041667,3662
12/10/2024 06:00,4.025,100,99137.5,1.789156,5.52,0,1988,13.770421,5060
12/10/2024 07:00,6.2,95.66666667,98780,2.071533333,5.92,0,2487,15.01200526,5550
12/10/2024 08:00,8.875,84.8,98275,1.74602,5.52,0,2991,9.7328135,6190
12/10/2024 09:00,10.4,77.3,97692.5,4.2414575,11.76,0,1915,5.024834211,6068
12/10/2024 10:00,11.06666667,76.53333333,97516.66667,5.398316667,11.68,0,1249,4.830026316,6580
12/10/2024 11:00,10.9,78.35,97495,3.0197525,7.8,0,1354,8.988883684,7395
12/10/2024 12:00,10.375,81.8,97560,1.98657775,5.64,0,1392,11.860087,7899
12/10/2024 13:00,10,85.025,97642.5,1.738395,5.16,0,1854,19.19323684,6935
12/10/2024 14:00,8.45,91.6,97842.5,0.744828,3.36,0,2884,30.6815,6810
12/10/2024 15:00,7.175,97.8,98067.5,0.65126775,2.64,0,2949,23.88271579,7218
12/10/2024 16:00,6.75,98.325,98117.5,1.744082,6.36,0,3278,19.34644737,6056
12/10/2024 17:00,6.875,98.775,98077.5,0.91380725,3.36,0,3312,19.301935,4222
12/10/2024 18:00,7,98.45,97982.5,0.62311425,2.52,0,2719,22.12796842,2599
12/10/2024 19:00,6.7,99.86666667,97986.66667,0.560097,2.4,0,2702,23.81284118,1899
12/10/2024 20:00,6.6,100,97947.5,0.889136075,3.12,0,2905,20.73310556,1405
12/10/2024 21:00,6.925,99.85,97832.5,0.494019,2.64,0,3326,18.408585,752
12/10/2024 22:00,6.875,100,97690,1.02564875,3.6,0,3335,12.93267895,478
12/10/2024 23:00,7.125,100,97547.5,0.507464,2.52,0.2625,3305,19.031225,406
13/10/2024,7.575,100,97385,0.733814,3.6,0,3311,21.02378947,251
13/10/2024 01:00,7.775,100,97265,0.48033455,2.16,0,3233,22.3382,206
13/10/2024 02:00,7.9,100,97165,0.672174,2.64,0,3266,17.12491579,441
13/10/2024 03:00,8.075,100,97140,2.41156,7.92,0.4375,3427,19.16318421,1132
13/10/2024 04:00,8.933333333,99.66666667,97136.66667,2.30889,7.36,0,3565,18.80779,1498
13/10/2024 05:00,9.6,88.45,97220,5.097025,17.04,0,880,8.485550526,1958
13/10/2024 06:00,10.95,75.325,97132.5,3.93709,13.56,0,242,3.757494737,2798
13/10/2024 07:00,12.775,63.5,96840,5.0241475,16.32,0,211,3.012756316,3688
13/10/2024 08:00,13.975,51.725,96590,7.36098,25.56,0,193,2.249504,5026
13/10/2024 09:00,14.275,52.9,96440,8.2055825,20.64,0,175,2.383184211,5533
13/10/2024 10:00,13.675,54.925,96517.5,6.821065,23.16,0,178,3.550873684,6188
13/10/2024 11:00,13.575,55.6,96732.5,6.29176,20.04,0,178,4.43695,6430
13/10/2024 12:00,13.225,56.55,96885,4.3514,14.04,0,215,6.75737,6942
13/10/2024 13:00,12.175,58.225,97217.5,6.96951,19.68,0,261,6.8930615,6560
13/10/2024 14:00,11.43333333,61.5,97456.66667,5.114953333,17.28,0,305,10.62786526,6590
13/10/2024 15:00,11.05,64.075,97660,4.2256,14.76,0,458,12.723001,6860
13/10/2024 16:00,11.33333333,64.76666667,97700,4.73671,13.6,0,352,12.10533333,5576
13/10/2024 17:00,10.86666667,67.93333333,97776.66667,4.487916667,11.52,0,320,14.26261667,3753
13/10/2024 18:00,9.975,73.625,97950,2.44497,7.2,0,542,13.47368,2251
13/10/2024 19:00,10.025,73.95,98017.5,2.235335,7.32,0,504,12.76727059,1323
13/10/2024 20:00,9.9,74.9,98075,2.5233075,6.96,0,414,12.51299,809
13/10/2024 21:00,9.975,74.6,98122.5,3.02469,9.36,0,318,11.80420105,512
13/10/2024 22:00,9.675,75.05,98140,3.6183,11.88,0,363,10.79134889,400
13/10/2024 23:00,9.033333333,77.7,98253.33333,2.47907,8.32,0,332,11.263291,317
14/10/2024,8.625,78.45,98340,2.114385,6.48,0,443,17.64544737,414
14/10/2024 01:00,7.55,84.775,98510,1.6603175,5.16,0,473,19.15517,820
14/10/2024 02:00,6.85,87.9,98632.5,2.741196,7.68,0,486,16.0517,1620
14/10/2024 03:00,6.325,90.35,98730,2.237545,5.4,0,579,20.53715789,5098
14/10/2024 04:00,7.225,86.675,98687.5,1.515605,5.52,0,674,23.75102222,7986
14/10/2024 05:00,9.625,78.3,98360,2.606695,7.44,0,649,13.223152,7728
14/10/2024 06:00,10.75,75.825,98037.5,3.133385,8.4,0,528,7.667998947,7471
14/10/2024 07:00,12.525,68.55,97682.5,4.026015,9.96,0,316,6.207339,7149
14/10/2024 08:00,15.03333333,60.63333333,97376.66667,4.22932,10.4,0,180,3.603945263,7172
14/10/2024 09:00,15.1,54.925,96915,2.8232075,8.04,0,152,2.787636111,7188
14/10/2024 10:00,16.525,52.025,96550,2.1732825,6.24,0,162,3.76877,7298
14/10/2024 11:00,17.2,49.675,96407.5,3.00042,7.44,0,155,6.099025263,7833
14/10/2024 12:00,14.775,55.125,96537.5,1.88032,5.16,0,265,9.4416235,7718
14/10/2024 13:00,13.025,67.25,97072.5,1.60544175,3.84,0,770,15.83791684,7715
14/10/2024 14:00,12.4,70.6,97285,2.0913475,4.68,0,221,18.27669579,7453
14/10/2024 15:00,11.7,74.05,97442.5,1.37613975,4.32,0,223,22.14018947,6973
14/10/2024 16:00,10.35,88,97652.5,0.738455075,3.96,0,269,31.525605,5172
14/10/2024 17:00,9.875,94.025,97812.5,0.335182325,2.16,0.0875,301,28.01993158,3177
14/10/2024 18:00,9.375,96.225,98020,0.4868852,2.52,0.2625,487,34.832945,1946
14/10/2024 19:00,9.133333333,98.93333333,98113.33333,0.032904433,0.48,0,568,27.05285294,1204
14/10/2024 20:00,8.775,99.4,98180,0.60431475,3.24,0,369,18.19751667,811
14/10/2024 21:00,8.65,98.325,98260,0.541973,2.16,0,378,15.70634,468
14/10/2024 22:00,8.175,99.925,98397.5,0.25423465,1.44,0,374,13.19777368,331
14/10/2024 23:00,6.4,100,98725,0.99382325,3.24,0,366,10.455081,296
15/10/2024,4.85,100,99057.5,1.8691125,4.44,0,257,9.511601053,208
15/10/2024 01:00,3.975,100,99325,1.8025375,4.44,0,204,9.695584211,399
15/10/2024 02:00,3.4,100,99507.5,2.158255,5.4,0,177,11.50193368,1265
15/10/2024 03:00,2.95,100,99675,1.35464525,4.32,0,187,15.229917,4541
15/10/2024 04:00,5.2,94.13333333,99640,1.663513333,4.32,0,123,12.74355579,7635
15/10/2024 05:00,10.25,77.775,99075,0.99733,3,0.0875,273,23.25333889,8087
15/10/2024 06:00,13.875,67.125,98315,1.1943225,3.84,0,309,7.4497935,8057
15/10/2024 07:00,16.075,55.925,97712.5,1.729825,5.04,0,210,3.418850526,6655
15/10/2024 08:00,15.7,55.725,97555,2.910215,8.4,0,180,2.918387,5765
15/10/2024 09:00,17.675,50.625,97155,2.288125,6.84,0,189,2.268483684,6969
15/10/2024 10:00,14.8,60.125,97247.5,2.119485,6.36,0,168,3.947472105,6818
15/10/2024 11:00,15.225,58.5,97445,1.28844925,4.56,0,174,7.141267895,7329
