"","X","cas","valid_speed_count","den_v_tydnu","data_pm100","data_no2","data_temp1","data_hum1","data_pressure","data_windSpeed","data_windImpact","data_volumeMm","month","tretina_dne","letni_prazdniny","topna_sezona","statni_svatky","datum","prumerna_teplota_dne"
"6899",6899,2024-10-18 21:00:00,605,5,18.1,23.25,7.97,98.85,98152.5,0.83,5.16,0,"10/2024","3",0,1,0,2024-10-18,10.4575
"6900",6900,2024-10-18 22:00:00,491,5,34.42,21.27,7.95,99.45,98267.5,0.67,3.72,0,"10/2024","3",0,1,0,2024-10-18,10.4575
"6901",6901,2024-10-18 23:00:00,393,5,33.56,25.84,8,99.4,98263.33,0.25,1.6,0,"10/2024","3",0,1,0,2024-10-18,10.4575
"6902",6902,2024-10-19,267,6,38.08,17.61,8.28,99.45,98222.5,0,0,0,"10/2024","1",0,1,0,2024-10-18,10.4575
"6903",6903,2024-10-19 01:00:00,154,6,31.41,16.99,8.05,99.88,98247.5,0.34,1.8,0,"10/2024","1",0,1,0,2024-10-18,10.4575
"6904",6904,2024-10-19 02:00:00,134,6,22.54,14.22,8.3,100,98240,0.32,2.4,0,"10/2024","1",0,1,0,2024-10-19,12.005
"6905",6905,2024-10-19 03:00:00,170,6,18.58,8.03,8.3,100,98222.5,0.53,2.64,0,"10/2024","1",0,1,0,2024-10-19,12.005
"6906",6906,2024-10-19 04:00:00,303,6,19.82,13.5,8.18,99.95,98252.5,0.43,2.28,0,"10/2024","1",0,1,0,2024-10-19,12.005
"6907",6907,2024-10-19 05:00:00,650,6,30.1,14.37,7.97,99.92,98305,0.43,2.16,0,"10/2024","1",0,1,0,2024-10-19,12.005
"6908",6908,2024-10-19 06:00:00,1030,6,15.82,10.37,8.85,97.8,98222.5,0.14,1.08,0,"10/2024","1",0,1,0,2024-10-19,12.005
"6909",6909,2024-10-19 07:00:00,1520,6,17.87,15.36,9.3,97.05,98167.5,0.22,1.68,0,"10/2024","1",0,1,0,2024-10-19,12.005
"6910",6910,2024-10-19 08:00:00,1871,6,21.75,20.99,10.33,94.2,98103.33,0.09,0.96,0,"10/2024","2",0,1,0,2024-10-19,12.005
"6911",6911,2024-10-19 09:00:00,2067,6,23.61,20.69,11.15,89.97,97985,0.64,3,0,"10/2024","2",0,1,0,2024-10-19,12.005
"6912",6912,2024-10-19 10:00:00,2289,6,16.25,10.52,12.03,85.47,97825,0.78,3.36,0,"10/2024","2",0,1,0,2024-10-19,12.005
"6913",6913,2024-10-19 11:00:00,2173,6,12.41,6.05,12.88,80.83,97682.5,1.23,3.72,0,"10/2024","2",0,1,0,2024-10-19,12.005
"6914",6914,2024-10-19 12:00:00,2440,6,10.79,4.81,14.12,76.25,97422.5,2.17,6,0,"10/2024","2",0,1,0,2024-10-19,12.005
"6915",6915,2024-10-19 13:00:00,2266,6,12.79,5.27,14.95,74,97280,1.92,5.76,0,"10/2024","2",0,1,0,2024-10-19,12.005
"6916",6916,2024-10-19 14:00:00,2702,6,12.87,7.52,14.82,75.4,97270,1.6,4.68,0,"10/2024","2",0,1,0,2024-10-19,12.005
"6917",6917,2024-10-19 15:00:00,2438,6,14.11,11.06,14.53,77,97345,0.87,3.72,0,"10/2024","2",0,1,0,2024-10-19,12.005
"6918",6918,2024-10-19 16:00:00,2496,6,15.36,14.75,14.5,78.55,97430,1.14,3.48,0,"10/2024","3",0,1,0,2024-10-19,12.005
"6919",6919,2024-10-19 17:00:00,2764,6,17.88,22.62,13.88,82.05,97557.5,1.38,4.2,0,"10/2024","3",0,1,0,2024-10-19,12.005
"6920",6920,2024-10-19 18:00:00,2142,6,22.16,29.64,13.4,85.17,97693.33,0.32,2.24,0,"10/2024","3",0,1,0,2024-10-19,12.005
"6921",6921,2024-10-19 19:00:00,1525,6,22,25.63,12.95,88.78,97800,0.13,1.2,0,"10/2024","3",0,1,0,2024-10-19,12.005
"6922",6922,2024-10-19 20:00:00,1059,6,25.08,28.94,12.65,91.65,97865,0.09,0.96,0,"10/2024","3",0,1,0,2024-10-19,12.005
"6923",6923,2024-10-19 21:00:00,706,6,27.82,19.99,11.95,94.78,98007.5,0.84,2.76,0,"10/2024","3",0,1,0,2024-10-19,12.005
"6924",6924,2024-10-19 22:00:00,448,6,20.58,21.92,10.15,98.17,98320,0.65,3.36,0,"10/2024","3",0,1,0,2024-10-19,12.005
"6925",6925,2024-10-19 23:00:00,294,6,19.57,25.39,9.03,99.22,98562.5,0.79,3.24,0,"10/2024","3",0,1,0,2024-10-19,12.005
"6926",6926,2024-10-20,201,7,19.18,14,8.45,99.38,98737.5,0.77,3.72,0,"10/2024","1",0,1,0,2024-10-19,12.005
"6927",6927,2024-10-20 01:00:00,130,7,23.18,16.66,7.95,99.85,98882.5,0.34,1.92,0,"10/2024","1",0,1,0,2024-10-19,12.005
"6928",6928,2024-10-20 02:00:00,87,7,22.39,14.44,7.58,100,98945,0.09,1.68,0,"10/2024","1",0,1,0,2024-10-20,10.2375
"6929",6929,2024-10-20 03:00:00,92,7,23.32,11.81,7.12,100,99010,0.36,2.28,0,"10/2024","1",0,1,0,2024-10-20,10.2375
"6930",6930,2024-10-20 04:00:00,157,7,20,9.94,6.8,100,99103.33,0.31,2.4,0,"10/2024","1",0,1,0,2024-10-20,10.2375
"6931",6931,2024-10-20 05:00:00,452,7,16.55,8.75,6.47,100,99170,0.41,2.04,0,"10/2024","1",0,1,0,2024-10-20,10.2375
"6932",6932,2024-10-20 06:00:00,566,7,13.97,9.71,6.05,100,99265,0.26,1.44,0,"10/2024","1",0,1,0,2024-10-20,10.2375
"6933",6933,2024-10-20 07:00:00,657,7,14.97,11.8,5.78,100,99355,0.14,1.32,0,"10/2024","1",0,1,0,2024-10-20,10.2375
"6934",6934,2024-10-20 08:00:00,981,7,38.36,13.11,6.22,100,99360,0.1,1.2,0,"10/2024","2",0,1,0,2024-10-20,10.2375
"6935",6935,2024-10-20 09:00:00,1272,7,31.43,14.8,8.3,94.55,99190,0.23,1.92,0,"10/2024","2",0,1,0,2024-10-20,10.2375
"6936",6936,2024-10-20 10:00:00,1570,7,20.34,8.89,13.82,71.72,98615,0.84,3.36,0,"10/2024","2",0,1,0,2024-10-20,10.2375
"6937",6937,2024-10-20 11:00:00,1860,7,10.36,3.65,16.92,59,97820,1.56,4.92,0,"10/2024","2",0,1,0,2024-10-20,10.2375
"6938",6938,2024-10-20 12:00:00,2002,7,10.67,3.87,17.02,60.02,97337.5,2.17,5.88,0,"10/2024","2",0,1,0,2024-10-20,10.2375
"6939",6939,2024-10-20 13:00:00,2261,7,10.92,2.38,17.2,59.37,96913.33,3.14,8.32,0,"10/2024","2",0,1,0,2024-10-20,10.2375
"6940",6940,2024-10-20 14:00:00,2382,7,11.19,4.51,17.23,62.17,96940,4.44,11.28,0,"10/2024","2",0,1,0,2024-10-20,10.2375
"6941",6941,2024-10-20 15:00:00,2399,7,12.12,7.83,17.23,63.4,96912.5,3.74,9,0,"10/2024","2",0,1,0,2024-10-20,10.2375
"6942",6942,2024-10-20 16:00:00,2405,7,14.16,10.54,16.18,67.2,97212.5,3.28,7.8,0,"10/2024","3",0,1,0,2024-10-20,10.2375
"6943",6943,2024-10-20 17:00:00,2606,7,14.67,19.79,14.2,76.12,97655,1.15,3.48,0,"10/2024","3",0,1,0,2024-10-20,10.2375
"6944",6944,2024-10-20 18:00:00,2068,7,18.77,23.55,11.32,90.15,98182.5,0.38,1.92,0,"10/2024","3",0,1,0,2024-10-20,10.2375
"6945",6945,2024-10-20 19:00:00,1350,7,21.92,28.3,9.9,92.88,98555,1.39,4.68,0,"10/2024","3",0,1,0,2024-10-20,10.2375
"6946",6946,2024-10-20 20:00:00,823,7,18.16,21.82,9.07,94.88,98752.5,1.87,4.92,0,"10/2024","3",0,1,0,2024-10-20,10.2375
"6947",6947,2024-10-20 21:00:00,462,7,25.64,21.93,8.97,95.55,98827.5,1.36,4.2,0,"10/2024","3",0,1,0,2024-10-20,10.2375
"6948",6948,2024-10-20 22:00:00,297,7,28.16,20.78,9,96.42,98850,0.95,2.88,0,"10/2024","3",0,1,0,2024-10-20,10.2375
"6949",6949,2024-10-20 23:00:00,206,7,28.56,18,8.6,98.43,98950,0.44,2.24,0,"10/2024","3",0,1,0,2024-10-20,10.2375
"6950",6950,2024-10-21,111,1,34.08,18.5,8.22,99.17,99032.5,0.55,3,0,"10/2024","1",0,1,0,2024-10-20,10.2375
"6951",6951,2024-10-21 01:00:00,120,1,27.72,14.1,8,99.5,99090,0.85,2.76,0,"10/2024","1",0,1,0,2024-10-20,10.2375
"6952",6952,2024-10-21 02:00:00,162,1,26.59,16.64,7.95,99.88,99110,0.31,1.92,0,"10/2024","1",0,1,0,2024-10-21,11.32
"6953",6953,2024-10-21 03:00:00,260,1,24.11,15.79,8.8,98.22,99002.5,0.01,0.48,0,"10/2024","1",0,1,0,2024-10-21,11.32
"6954",6954,2024-10-21 04:00:00,530,1,29.95,19.36,9.3,97.38,98887.5,0.37,1.56,0,"10/2024","1",0,1,0,2024-10-21,11.32
"6955",6955,2024-10-21 05:00:00,1903,1,29.36,17.03,9.45,97.9,98880,0.05,0.84,0,"10/2024","1",0,1,0,2024-10-21,11.32
"6956",6956,2024-10-21 06:00:00,2855,1,29.35,17.42,9.6,97.75,98870,0.15,1.44,0,"10/2024","1",0,1,0,2024-10-21,11.32
"6957",6957,2024-10-21 07:00:00,2958,1,39.9,14.61,9.97,96.28,98842.5,0.41,2.04,0,"10/2024","1",0,1,0,2024-10-21,11.32
"6958",6958,2024-10-21 08:00:00,2957,1,43.87,13.91,10.23,95.3,98833.33,0.56,2.88,0,"10/2024","2",0,1,0,2024-10-21,11.32
"6959",6959,2024-10-21 09:00:00,2587,1,35.56,11.35,11.5,89.33,98675,0.41,2.16,0,"10/2024","2",0,1,0,2024-10-21,11.32
"6960",6960,2024-10-21 10:00:00,2484,1,27.28,11.58,12.78,81.5,98420,1.14,3.84,0,"10/2024","2",0,1,0,2024-10-21,11.32
"6961",6961,2024-10-21 11:00:00,2315,1,25.87,8.4,13.12,79.97,98285,1.62,5.28,0,"10/2024","2",0,1,0,2024-10-21,11.32
"6962",6962,2024-10-21 12:00:00,2330,1,23.33,6.41,14.25,77.8,98120,1.46,4.8,0,"10/2024","2",0,1,0,2024-10-21,11.32
"6963",6963,2024-10-21 13:00:00,2487,1,24.6,10.12,15.1,77,97940,1.64,5.28,0,"10/2024","2",0,1,0,2024-10-21,11.32
"6964",6964,2024-10-21 14:00:00,2780,1,23.61,9.91,15.55,77.15,97807.5,1.9,5.76,0,"10/2024","2",0,1,0,2024-10-21,11.32
"6965",6965,2024-10-21 15:00:00,2974,1,22.73,14.32,15.65,77.88,97792.5,1.7,4.56,0,"10/2024","2",0,1,0,2024-10-21,11.32
"6966",6966,2024-10-21 16:00:00,2780,1,24,22.49,15.32,80.38,97805,1.14,4.2,0,"10/2024","3",0,1,0,2024-10-21,11.32
"6967",6967,2024-10-21 17:00:00,2511,1,24.79,31.18,14.47,85.45,97972.5,0.41,2.52,0,"10/2024","3",0,1,0,2024-10-21,11.32
"6968",6968,2024-10-21 18:00:00,1801,1,38.35,36.67,12.95,93.53,98267.5,0.2,1.8,0,"10/2024","3",0,1,0,2024-10-21,11.32
"6969",6969,2024-10-21 19:00:00,1130,1,29.63,31.13,11.9,97.33,98503.33,0.14,1.44,0,"10/2024","3",0,1,0,2024-10-21,11.32
"6970",6970,2024-10-21 20:00:00,686,1,29.82,26.94,10.78,98.53,98692.5,0.61,2.52,0,"10/2024","3",0,1,0,2024-10-21,11.32
"6971",6971,2024-10-21 21:00:00,474,1,26.62,22.29,9.88,99,98835,1.37,4.8,0,"10/2024","3",0,1,0,2024-10-21,11.32
"6972",6972,2024-10-21 22:00:00,295,1,26.2,19.18,9.5,99.2,98912.5,1.2,3.84,0,"10/2024","3",0,1,0,2024-10-21,11.32
"6973",6973,2024-10-21 23:00:00,174,1,26.8,15.02,8.95,99.95,98970,1.14,3.6,0,"10/2024","3",0,1,0,2024-10-21,11.32
"6974",6974,2024-10-22,115,2,23.54,12.44,8.43,100,99012.5,0.61,2.76,0,"10/2024","1",0,1,0,2024-10-21,11.32
"6975",6975,2024-10-22 01:00:00,115,2,24.66,12.08,7.72,100,99120,0.59,2.52,0,"10/2024","1",0,1,0,2024-10-21,11.32
"6976",6976,2024-10-22 02:00:00,131,2,23.76,9.58,7.22,100,99177.5,1.06,3.84,0,"10/2024","1",0,1,0,2024-10-22,NA
"6977",6977,2024-10-22 03:00:00,158,2,26.88,8.96,6.9,100,99205,0.96,3.6,0,"10/2024","1",0,1,0,2024-10-22,NA
"6978",6978,2024-10-22 04:00:00,440,2,31.23,9.16,7.37,100,99136.67,1.39,3.36,0,"10/2024","1",0,1,0,2024-10-22,NA
"6979",6979,2024-10-22 05:00:00,1841,2,36.02,11.73,7.32,100,99117.5,1.34,4.2,0,"10/2024","1",0,1,0,2024-10-22,NA
"6980",6980,2024-10-22 06:00:00,2683,2,34.64,13.83,7.75,100,99065,0.78,2.52,0,"10/2024","1",0,1,0,2024-10-22,NA
"6981",6981,2024-10-22 07:00:00,2850,2,37.68,13.2,8.5,100,98980,0.76,3.72,0,"10/2024","1",0,1,0,2024-10-22,NA
"6982",6982,2024-10-22 08:00:00,2841,2,50.9,12.12,9,100,98900,0.47,2.4,0,"10/2024","2",0,1,0,2024-10-22,NA
"6983",6983,2024-10-22 09:00:00,2568,2,NA,NA,NA,NA,NA,NA,NA,NA,"10/2024","2",0,1,0,2024-10-22,NA
"6984",6984,2024-10-22 10:00:00,2447,2,NA,NA,NA,NA,NA,NA,NA,NA,"10/2024","2",0,1,0,2024-10-22,NA
"6985",6985,2024-10-22 11:00:00,2444,2,NA,NA,NA,NA,NA,NA,NA,NA,"10/2024","2",0,1,0,2024-10-22,NA
"6986",6986,2024-10-22 12:00:00,2510,2,44,7.21,13.1,87.5,98190,0.92,7.68,0,"10/2024","2",0,1,0,2024-10-22,NA
"6987",6987,2024-10-22 13:00:00,2603,2,39.08,6.33,13.67,84.87,98046.67,1.95,5.76,0,"10/2024","2",0,1,0,2024-10-22,NA
"6988",6988,2024-10-22 14:00:00,2794,2,34.83,7.03,14.12,84.25,97960,1.31,4.8,0,"10/2024","2",0,1,0,2024-10-22,NA
"6989",6989,2024-10-22 15:00:00,2847,2,44.71,13.21,13.82,85.92,97975,1.9,6,0,"10/2024","2",0,1,0,2024-10-22,NA
"6990",6990,2024-10-22 16:00:00,2823,2,55.76,28.84,12.88,92.58,98202.5,1.82,6,0,"10/2024","3",0,1,0,2024-10-22,NA
"6991",6991,2024-10-22 17:00:00,2464,2,59.85,30.7,NA,NA,NA,NA,NA,NA,"10/2024","3",0,1,0,2024-10-22,NA
"6992",6992,2024-10-22 18:00:00,1747,2,52.71,19.08,NA,NA,NA,NA,NA,NA,"10/2024","3",0,1,0,2024-10-22,NA
"6993",6993,2024-10-22 19:00:00,1122,2,35.64,8.05,NA,NA,NA,NA,NA,NA,"10/2024","3",0,1,0,2024-10-22,NA
"6994",6994,2024-10-22 20:00:00,773,2,15.63,5.93,NA,NA,NA,NA,NA,NA,"10/2024","3",0,1,0,2024-10-22,NA
"6995",6995,2024-10-22 21:00:00,558,2,12,10.72,NA,NA,NA,NA,NA,NA,"10/2024","3",0,1,0,2024-10-22,NA
"6996",6996,2024-10-22 22:00:00,315,2,11.09,13.07,8.95,99.8,99415,1.28,3.6,0,"10/2024","3",0,1,0,2024-10-22,NA
"6997",6997,2024-10-22 23:00:00,154,2,6.55,11.61,7.77,99.87,99660,1.4,4.32,0,"10/2024","3",0,1,0,2024-10-22,NA
"6998",6998,2024-10-23,103,3,8.11,10.36,7.1,100,99832.5,1.58,4.44,0,"10/2024","1",0,1,0,2024-10-22,NA
"6999",6999,2024-10-23 01:00:00,93,3,5.62,9.76,6.32,100,99997.5,1.67,4.68,0,"10/2024","1",0,1,0,2024-10-22,NA
"7000",7000,2024-10-23 02:00:00,85,3,4.26,10.71,5.58,100,100155,1.84,5.76,0,"10/2024","1",0,1,0,2024-10-23,7.9075
"7001",7001,2024-10-23 03:00:00,160,3,5.12,10.48,4.8,100,100325,0.74,3.24,0,"10/2024","1",0,1,0,2024-10-23,7.9075
"7002",7002,2024-10-23 04:00:00,446,3,7.55,9.74,4.22,100,100467.5,0.84,3,0,"10/2024","1",0,1,0,2024-10-23,7.9075
"7003",7003,2024-10-23 05:00:00,1746,3,8.67,13.33,3.92,100,100550,1.06,3.72,0,"10/2024","1",0,1,0,2024-10-23,7.9075
"7004",7004,2024-10-23 06:00:00,2729,3,7.05,15.42,3.65,100,100647.5,0.6,2.64,0,"10/2024","1",0,1,0,2024-10-23,7.9075
"7005",7005,2024-10-23 07:00:00,2878,3,8.51,21.06,3.55,100,100717.5,0.46,2.04,0,"10/2024","1",0,1,0,2024-10-23,7.9075
"7006",7006,2024-10-23 08:00:00,2921,3,12.13,19.22,4.47,99.9,100680,0.33,1.92,0,"10/2024","2",0,1,0,2024-10-23,7.9075
"7007",7007,2024-10-23 09:00:00,2737,3,15.41,14.19,6.4,95.78,100497.5,0.36,2.16,0,"10/2024","2",0,1,0,2024-10-23,7.9075
"7008",7008,2024-10-23 10:00:00,2492,3,18.97,11.55,10.72,83.55,100080,0.38,2.04,0.09,"10/2024","2",0,1,0,2024-10-23,7.9075
"7009",7009,2024-10-23 11:00:00,2483,3,16.89,12.16,14.97,71.6,99282.5,1.12,4.08,0,"10/2024","2",0,1,0,2024-10-23,7.9075
"7010",7010,2024-10-23 12:00:00,2568,3,8.3,4.22,17.48,62.5,98505,1.55,3.96,0,"10/2024","2",0,1,0,2024-10-23,7.9075
"7011",7011,2024-10-23 13:00:00,2612,3,4.82,2.59,17.35,62.65,98122.5,2.01,6.84,0,"10/2024","2",0,1,0,2024-10-23,7.9075
"7012",7012,2024-10-23 14:00:00,2873,3,5.03,4,16.48,65.08,98177.5,3.3,9.84,0,"10/2024","2",0,1,0,2024-10-23,7.9075
"7013",7013,2024-10-23 15:00:00,2854,3,5.13,5.84,16.12,65.12,98310,5.57,12.96,0,"10/2024","2",0,1,0,2024-10-23,7.9075
"7014",7014,2024-10-23 16:00:00,2747,3,5,9.83,15.32,67.62,98422.5,3.53,8.76,0,"10/2024","3",0,1,0,2024-10-23,7.9075
"7015",7015,2024-10-23 17:00:00,2492,3,36.03,20.61,12.28,82,98952.5,2.18,5.16,0,"10/2024","3",0,1,0,2024-10-23,7.9075
"7016",7016,2024-10-23 18:00:00,1960,3,19.46,28.38,9.6,90.97,99503.33,0.69,2.56,0,"10/2024","3",0,1,0,2024-10-23,7.9075
"7017",7017,2024-10-23 19:00:00,1146,3,13.55,26.39,8.25,94.05,99842.5,0.79,2.76,0,"10/2024","3",0,1,0,2024-10-23,7.9075
"7018",7018,2024-10-23 20:00:00,817,3,19.62,19.43,6.92,96.9,100092.5,2.05,4.8,0,"10/2024","3",0,1,0,2024-10-23,7.9075
"7019",7019,2024-10-23 21:00:00,501,3,12.85,19.34,5.8,98.35,100275,1.23,4.2,0,"10/2024","3",0,1,0,2024-10-23,7.9075
"7020",7020,2024-10-23 22:00:00,349,3,11.61,18.25,4.92,99.55,100445,1.08,4.32,0,"10/2024","3",0,1,0,2024-10-23,7.9075
"7021",7021,2024-10-23 23:00:00,174,3,11.09,14.39,4.5,99.95,100522.5,0.96,3.96,0,"10/2024","3",0,1,0,2024-10-23,7.9075
"7022",7022,2024-10-24,93,4,10.82,15.49,4.42,100,100557.5,0.66,3.6,0,"10/2024","1",0,1,0,2024-10-23,7.9075
"7023",7023,2024-10-24 01:00:00,87,4,15.3,13.77,5.25,99.85,100402.5,0.83,3.36,0,"10/2024","1",0,1,0,2024-10-23,7.9075
"7024",7024,2024-10-24 02:00:00,83,4,17.92,15.05,5.2,99.9,100310,0.14,1.8,0,"10/2024","1",0,1,0,2024-10-24,9.1675
"7025",7025,2024-10-24 03:00:00,159,4,23.31,14.13,5.03,100,100283.33,0.58,3.36,0,"10/2024","1",0,1,0,2024-10-24,9.1675
"7026",7026,2024-10-24 04:00:00,417,4,30.95,13,4.6,100,100277.5,0.71,3,0,"10/2024","1",0,1,0,2024-10-24,9.1675
"7027",7027,2024-10-24 05:00:00,1718,4,34.32,11.26,4.82,100,100215,0.22,1.2,0,"10/2024","1",0,1,0,2024-10-24,9.1675
"7028",7028,2024-10-24 06:00:00,2679,4,28.05,12.53,4.53,100,100190,0.67,3.24,0,"10/2024","1",0,1,0,2024-10-24,9.1675
"7029",7029,2024-10-24 07:00:00,2657,4,26.49,14.37,4.35,100,100202.5,0.61,2.76,0,"10/2024","1",0,1,0,2024-10-24,9.1675
"7030",7030,2024-10-24 08:00:00,2861,4,34.56,14.54,5.28,100,100162.5,0.62,2.88,0,"10/2024","2",0,1,0,2024-10-24,9.1675
"7031",7031,2024-10-24 09:00:00,2641,4,25.77,14.68,8.7,87.45,99745,0.91,4.08,0,"10/2024","2",0,1,0,2024-10-24,9.1675
"7032",7032,2024-10-24 10:00:00,2491,4,20.62,7.8,13.6,72.2,99025,1.3,4.68,0,"10/2024","2",0,1,0,2024-10-24,9.1675
"7033",7033,2024-10-24 11:00:00,2378,4,13.37,5.46,17.08,61.67,98277.5,1.47,5.28,0,"10/2024","2",0,1,0,2024-10-24,9.1675
"7034",7034,2024-10-24 12:00:00,2591,4,8.9,9.01,17.43,61.33,97750,1.69,5.6,0,"10/2024","2",0,1,0,2024-10-24,9.1675
"7035",7035,2024-10-24 13:00:00,2629,4,12,4.08,16.3,67.45,97617.5,1.56,5.04,0,"10/2024","2",0,1,0,2024-10-24,9.1675
"7036",7036,2024-10-24 14:00:00,2871,4,12.84,5.84,16.08,71.45,97690,1.92,6.24,0,"10/2024","2",0,1,0,2024-10-24,9.1675
"7037",7037,2024-10-24 15:00:00,2867,4,13.44,7.15,16.05,73.25,97742.5,1.74,6,0,"10/2024","2",0,1,0,2024-10-24,9.1675
"7038",7038,2024-10-24 16:00:00,2903,4,16.5,28.01,15.65,75.47,97732.5,1.61,5.76,0,"10/2024","3",0,1,0,2024-10-24,9.1675
"7039",7039,2024-10-24 17:00:00,2399,4,27.56,42.54,14.6,79.7,97907.5,0.82,3.84,0,"10/2024","3",0,1,0,2024-10-24,9.1675
"7040",7040,2024-10-24 18:00:00,1930,4,25.82,48.6,13.6,85.95,98065,0.46,3,0,"10/2024","3",0,1,0,2024-10-24,9.1675
"7041",7041,2024-10-24 19:00:00,1259,4,29.22,43.87,11.18,93.35,98432.5,1.9,5.4,0,"10/2024","3",0,1,0,2024-10-24,9.1675
"7042",7042,2024-10-24 20:00:00,793,4,34.82,34.58,9.3,96.7,98782.5,1.86,5.76,0,"10/2024","3",0,1,0,2024-10-24,9.1675
"7043",7043,2024-10-24 21:00:00,543,4,25.77,25.64,8.12,98.45,99020,1.29,4.44,0,"10/2024","3",0,1,0,2024-10-24,9.1675
"7044",7044,2024-10-24 22:00:00,359,4,31.15,23.2,7.45,99.47,99177.5,1.3,4.2,0,"10/2024","3",0,1,0,2024-10-24,9.1675
"7045",7045,2024-10-24 23:00:00,200,4,28.14,19.69,6.83,100,99263.33,0.9,3.52,0,"10/2024","3",0,1,0,2024-10-24,9.1675
"7046",7046,2024-10-25,102,5,40.26,18.6,6.38,100,99332.5,0.46,2.88,0,"10/2024","1",0,1,0,2024-10-24,9.1675
"7047",7047,2024-10-25 01:00:00,94,5,40.24,19.67,5.95,100,99360,0.23,1.44,0,"10/2024","1",0,1,0,2024-10-24,9.1675
"7048",7048,2024-10-25 02:00:00,107,5,29.31,15.69,5.97,100,99340,0.01,0.6,0,"10/2024","1",0,1,0,2024-10-25,11.245
"7049",7049,2024-10-25 03:00:00,152,5,28.62,12.33,5.47,100,99365,0,0,0,"10/2024","1",0,1,0,2024-10-25,11.245
"7050",7050,2024-10-25 04:00:00,430,5,29.77,13.71,5.08,100,99390,0,0,0,"10/2024","1",0,1,0,2024-10-25,11.245
"7051",7051,2024-10-25 05:00:00,1726,5,38.76,13.69,4.95,100,99407.5,0.42,2.88,0,"10/2024","1",0,1,0,2024-10-25,11.245
"7052",7052,2024-10-25 06:00:00,2591,5,36.31,11.05,4.5,100,99460,0.66,2.64,0,"10/2024","1",0,1,0,2024-10-25,11.245
"7053",7053,2024-10-25 07:00:00,2688,5,32.92,11.04,4.4,100,99487.5,0.8,3,0,"10/2024","1",0,1,0,2024-10-25,11.245
"7054",7054,2024-10-25 08:00:00,2777,5,25.49,10.52,5.07,100,99430,0.92,3.04,0,"10/2024","2",0,1,0,2024-10-25,11.245
"7055",7055,2024-10-25 09:00:00,2566,5,27.51,12.34,6.97,100,99192.5,0.61,2.28,0,"10/2024","2",0,1,0,2024-10-25,11.245
"7056",7056,2024-10-25 10:00:00,2714,5,35.08,9.01,11.35,83.83,98727.5,1.03,3.12,0,"10/2024","2",0,1,0,2024-10-25,11.245
"7057",7057,2024-10-25 11:00:00,2646,5,25.82,10.09,14.65,73.15,98080,2.07,5.04,0,"10/2024","2",0,1,0,2024-10-25,11.245
"7058",7058,2024-10-25 12:00:00,2723,5,32.27,4.98,15.68,71.95,97610,2.87,6.24,0,"10/2024","2",0,1,0,2024-10-25,11.245
"7059",7059,2024-10-25 13:00:00,2777,5,21.5,2.86,16.48,70.88,97345,3.04,7.32,0,"10/2024","2",0,1,0,2024-10-25,11.245
"7060",7060,2024-10-25 14:00:00,2793,5,25.1,4.83,17.02,69.88,97077.5,3.14,8.52,0,"10/2024","2",0,1,0,2024-10-25,11.245
"7061",7061,2024-10-25 15:00:00,2859,5,32.31,7.28,16.42,72.25,97022.5,2.84,7.8,0,"10/2024","2",0,1,0,2024-10-25,11.245
"7062",7062,2024-10-25 16:00:00,2712,5,26.29,11.35,14.05,81.25,97435,2.59,7.2,0,"10/2024","3",0,1,0,2024-10-25,11.245
"7063",7063,2024-10-25 17:00:00,2842,5,26.82,14.02,13,86,97785,1.95,6.12,0,"10/2024","3",0,1,0,2024-10-25,11.245
"7064",7064,2024-10-25 18:00:00,2128,5,24.92,15,12.6,87.27,97943.33,0.94,3.36,0,"10/2024","3",0,1,0,2024-10-25,11.245
"7065",7065,2024-10-25 19:00:00,1466,5,26.65,16.74,12.57,86.4,98005,1.84,5.04,0,"10/2024","3",0,1,0,2024-10-25,11.245
"7066",7066,2024-10-25 20:00:00,898,5,29.4,14.15,12.12,88.53,98075,1.54,4.68,0,"10/2024","3",0,1,0,2024-10-25,11.245
"7067",7067,2024-10-25 21:00:00,734,5,31.51,15.02,11.78,90.53,98140,0.6,2.64,0,"10/2024","3",0,1,0,2024-10-25,11.245
"7068",7068,2024-10-25 22:00:00,469,5,35.1,15.26,11.6,91.67,98180,0.12,1.56,0,"10/2024","3",0,1,0,2024-10-25,11.245
"7069",7069,2024-10-25 23:00:00,334,5,42.79,14.06,11.53,92.65,98210,0.16,1.2,0,"10/2024","3",0,1,0,2024-10-25,11.245
"7070",7070,2024-10-26,259,6,33.3,12.76,11.4,93.38,98217.5,0.08,1.08,0,"10/2024","1",0,1,0,2024-10-25,11.245
"7071",7071,2024-10-26 01:00:00,127,6,43,16.53,11.2,94.7,98230,0.13,1.44,0,"10/2024","1",0,1,0,2024-10-25,11.245
"7072",7072,2024-10-26 02:00:00,135,6,NA,NA,NA,NA,NA,NA,NA,NA,"10/2024","1",0,1,0,2024-10-26,12.8225
"7073",7073,2024-10-26 03:00:00,161,6,23.88,8.87,10.9,95.4,98260,0.24,1.92,0,"10/2024","1",0,1,0,2024-10-26,12.8225
"7074",7074,2024-10-26 04:00:00,289,6,21.97,11.61,10.77,96.27,98270,0.16,1.12,0,"10/2024","1",0,1,0,2024-10-26,12.8225
