"hour","data_temp1","data_hum1","data_pressure","data_windSpeed","data_windImpact","data_volumeMm"
2024-01-03 13:00:00,11,77.5,95240,0.00216684,18.72,0
2024-01-03 14:00:00,10.675,79.4,95480,7.3172625,18.48,0
2024-01-03 15:00:00,9.875,82.875,95737.5,5.41112,17.04,0
2024-01-03 16:00:00,9.125,84.275,95902.5,3.7150525,10.8,0
2024-01-03 17:00:00,9.5,83.2,95880,5.3053075,15.12,0
2024-01-03 18:00:00,8.9,83.075,95890,6.3587275,16.44,0
2024-01-03 19:00:00,8.275,84.175,95990,5.5055225,13.8,0
2024-01-03 20:00:00,8.325,85.625,96012.5,4.5002525,11.16,0
2024-01-03 21:00:00,8.75,85.275,95890,5.0974775,14.64,0
2024-01-03 22:00:00,9.63333333333333,81.6,95756.6666666667,4.71390333333333,14.56,0
2024-01-03 23:00:00,8.975,85.075,95772.5,5.3747825,15.6,0.0875
2024-01-04,8.625,83.725,95890,4.2575,11.52,0
2024-01-04 01:00:00,8.125,85.55,95947.5,4.30561,12.72,0
2024-01-04 02:00:00,7.975,86.8,96032.5,4.1187875,9.96,0
2024-01-04 03:00:00,8.425,84.4,96010,3.5994275,10.56,0
2024-01-04 04:00:00,8.225,85.05,95997.5,3.3076725,10.08,0
2024-01-04 05:00:00,8.4,83.675,96032.5,4.9726925,13.2,0
2024-01-04 06:00:00,8.95,80.6,96035,5.2871675,15.48,0
2024-01-04 07:00:00,8.9,80.3,96085,4.41757,12.96,0
2024-01-04 08:00:00,10.375,73.525,96015,5.14005,14.16,0
2024-01-04 09:00:00,11.5,65.8333333333333,95810,6.44053333333333,17.12,0
2024-01-04 10:00:00,11.025,66.8,95785,6.5283825,18.48,0
2024-01-04 11:00:00,10.825,67.65,95872.5,6.1657075,20.52,0
2024-01-04 12:00:00,9.9,72.525,96020,6.886,20.76,0
2024-01-04 13:00:00,8.75,78.15,96337.5,5.53725,16.2,0
2024-01-04 14:00:00,8.025,82.625,96585,4.138915,13.8,0.0875
2024-01-04 15:00:00,7.925,82.25,96805,5.7337575,21,0
2024-01-04 16:00:00,8.125,79.8,96822.5,4.008725,12.96,0
2024-01-04 17:00:00,7.4,81.4,96960,2.73705,8.64,0.35
2024-01-04 18:00:00,6.27142857142857,86.1857142857143,97275.7142857143,2.4475,8.64,0
2024-01-04 19:00:00,5.86666666666667,88.2,97416.6666666667,0.685132333333333,3.04,0
2024-01-04 20:00:00,5.325,91.825,97522.5,0.73668175,2.76,0
2024-01-04 21:00:00,5.2,93.1,97610,0.712678,3.72,0
2024-01-04 22:00:00,4.6,97.0142857142857,97682.8571428571,1.46557857142857,4.73142857142857,0.1
2024-01-04 23:00:00,3.55,98.675,97827.5,1.169338,3.84,0
2024-01-05,2.6,99.9,98045,1.065796,4.2,0
2024-01-05 01:00:00,1.625,99.925,98155,1.342551,3.96,0
2024-01-05 02:00:00,1.625,99.55,98185,1.01809525,3.36,0
2024-01-05 03:00:00,1.6,99.3,98150,1.40716825,4.08,0
2024-01-05 04:00:00,1.375,99.275,98085,2.554816,5.28,0
2024-01-05 05:00:00,1.53333333333333,99.1,98113.3333333333,1.27676033333333,5.28,0
2024-01-05 06:00:00,1.83333333333333,98.8,98070,1.81137533333333,4,0
2024-01-05 07:00:00,2.225,98.625,98035,0.9639185,3.24,0
2024-01-05 08:00:00,2.8,97.8,97952.5,0.6255545,2.76,0
2024-01-05 09:00:00,3.475,96.225,97842.5,0.56985575,2.64,0
2024-01-05 10:00:00,4.075,94.35,97700,0.69197475,2.76,0
2024-01-05 11:00:00,4.55,93.85,97515,0.94132675,3.48,0.0875
2024-01-05 12:00:00,5.175,92.625,97375,0.65901175,2.88,0
2024-01-05 13:00:00,5.175,91.725,97325,1.220588,4.08,0
2024-01-05 14:00:00,5.03333333333333,93.7333333333333,97390,0.3838067,1.92,0
2024-01-05 15:00:00,4.65,96.075,97447.5,0.69092725,3,0
2024-01-05 16:00:00,4.45,97.025,97540,0.24562795,1.56,0
2024-01-05 17:00:00,4.425,97.25,97557.5,0.43901075,2.88,0
2024-01-05 18:00:00,4.15,98.35,97577.5,0.24095675,1.44,0
2024-01-05 19:00:00,3.575,99.075,97680,0.9905885,3.48,0
2024-01-05 20:00:00,3.225,99.075,97757.5,1.85968525,5.76,0
2024-01-05 21:00:00,2.75,99.125,97862.5,0.8664035,2.76,0
2024-01-05 22:00:00,2.4,99.3666666666667,97920,1.269656,4.48,0
2024-01-05 23:00:00,2,99.6,97985,0.265415,2.04,0
2024-01-06,2.13333333333333,99.6,97986.6666666667,1.16898533333333,4.48,0
2024-01-06 01:00:00,2.625,99.2,97935,0.4529305,1.68,0
2024-01-06 02:00:00,2.925,98.825,97867.5,0.5716365,2.76,0
2024-01-06 03:00:00,3.35,98.9,97807.5,0.30940425,1.56,0
2024-01-06 04:00:00,3.65,98.5,97742.5,0.16162,1.32,0
2024-01-06 05:00:00,3.7,98.575,97742.5,0.522991775,2.16,0
2024-01-06 06:00:00,3.825,98.4,97797.5,0.32070715,1.8,0
2024-01-06 07:00:00,4.05,96.725,97822.5,0.67985675,3.12,0
2024-01-06 08:00:00,4.425,95.525,97805,0.4915285,2.52,0
2024-01-06 09:00:00,4.63333333333333,95,97773.3333333333,0.683708,3.36,0
2024-01-06 10:00:00,4.775,94.175,97717.5,0.6094555,3,0
2024-01-06 11:00:00,5.3,92.775,97627.5,1.4058425,4.68,0
2024-01-06 12:00:00,5.525,92.55,97555,1.294114,4.2,0
2024-01-06 13:00:00,5.4,94.2,97612.5,1.35952525,4.68,0
2024-01-06 14:00:00,5.35,94.925,97705,1.06249225,3.6,0
2024-01-06 15:00:00,4.85,96.2,97872.5,1.5779725,4.56,0
2024-01-06 16:00:00,4.025,97.15,98097.5,0.76297525,5.16,0
2024-01-06 17:00:00,4.525,91.7,98067.5,4.506605,15.24,0
2024-01-06 18:00:00,3.825,90.25,98180,6.31834,15.72,0
2024-01-06 19:00:00,3.66666666666667,89.2333333333333,98236.6666666667,4.93690666666667,16,0
2024-01-06 20:00:00,3.325,90.575,98267.5,2.9692825,9.36,0
2024-01-06 21:00:00,2.925,90.025,98330,4.0977125,14.76,0
2024-01-06 22:00:00,2.275,88.2,98455,4.5643625,14.88,0
2024-01-06 23:00:00,1.925,88.375,98567.5,4.50123,14.16,0
2024-01-07,1.125,88.95,98707.5,6.2040825,17.4,0
2024-01-07 01:00:00,0.55,89.875,98880,3.8486025,11.16,0
2024-01-07 02:00:00,0.1,86.65,98975,6.938505,19.32,0
2024-01-07 03:00:00,-0.225,86.35,99047.5,6.5443475,18.48,0
2024-01-07 04:00:00,-0.5,86.9333333333333,99136.6666666667,5.66847,16.8,0
2024-01-07 05:00:00,-0.7,86.425,99225,5.3160675,16.2,0
2024-01-07 06:00:00,-0.825,84.3,99317.5,8.2912575,17.64,0
2024-01-07 07:00:00,-0.85,83.275,99407.5,8.165285,18.24,0
2024-01-07 08:00:00,-1.05,83.9,99495,8.5772875,20.88,0
2024-01-07 09:00:00,-1.175,79.8,99570,7.6945,19.56,0
2024-01-07 10:00:00,-1.25,77.35,99607.5,8.3964625,20.28,0
2024-01-07 11:00:00,-1.475,75.975,99647.5,9.49505,22.68,0
2024-01-07 12:00:00,-1.425,73.15,99672.5,7.047425,20.04,0
2024-01-07 13:00:00,-1.8,70.1,99763.3333333333,7.75402666666667,20.8,0
2024-01-07 14:00:00,-2.35,70.575,99952.5,7.5413175,17.64,0
2024-01-07 15:00:00,-2.85,74.3,100192.5,5.67428,14.28,0
2024-01-07 16:00:00,-2.875,75.3,100295,6.3068525,17.52,0
2024-01-07 17:00:00,-2.75,74.65,100305,5.133255,13.68,0
2024-01-07 18:00:00,-2.475,74.9,100295,7.20928,18,0
2024-01-07 19:00:00,-2.625,75.125,100330,8.252335,21.48,0
2024-01-07 20:00:00,-2.525,76.025,100345,7.68627,20.88,0
2024-01-07 21:00:00,-2.525,77.15,100362.5,5.37872,16.2,0
2024-01-07 22:00:00,-2.76666666666667,76.9333333333333,100406.666666667,7.23707,19.52,0
2024-01-07 23:00:00,-3.2,79.4,100487.5,7.7677975,19.2,0
2024-01-08,-3.375,78.35,100567.5,5.655455,17.04,0
2024-01-08 01:00:00,-3.45,77.05,100607.5,5.6849575,16.2,0
2024-01-08 02:00:00,-3.775,77.5,100727.5,5.531365,14.16,0
2024-01-08 03:00:00,-4.225,79.225,100835,4.8613,12.96,0
2024-01-08 04:00:00,-5.075,81.2,101030,5.8457,14.04,0
2024-01-08 05:00:00,-6.3,81.35,101240,8.85499,17.52,0
2024-01-08 06:00:00,-7.2,82.7,101476.666666667,9.40932333333333,18.08,0
2024-01-08 07:00:00,-7.675,81.65,101655,10.81216,21.24,0
2024-01-08 08:00:00,-6.675,76.1,101650,8.923465,21.24,0
2024-01-08 09:00:00,-5,68.05,101497.5,7.45417,18.72,0
2024-01-08 10:00:00,-4.325,64.55,101342.5,7.00174,18.36,0
2024-01-08 11:00:00,-2.7,59.35,101042.5,6.14452,15.24,0
2024-01-08 12:00:00,-2.35,55.925,100875,7.1508175,20.04,0
2024-01-08 13:00:00,-2.65,54.525,100927.5,9.707145,25.44,0
2024-01-08 14:00:00,-4.275,60.25,101250,9.1608575,22.32,0
2024-01-08 15:00:00,-5.2,63.4666666666667,101526.666666667,10.2897333333333,26.56,0
2024-01-08 16:00:00,-6.125,67.925,101815,7.4837,17.28,0
2024-01-08 17:00:00,-6.775,70.8,102062.5,5.22649,17.04,0
2024-01-08 18:00:00,-7.125,73.25,102170,6.4319975,18.12,0
2024-01-08 19:00:00,-7.275,74.375,102277.5,3.84392,15.84,0
2024-01-08 20:00:00,-7.375,73.875,102365,2.88991,9.96,0
2024-01-08 21:00:00,-7.725,75.875,102505,1.7120525,5.52,0
2024-01-08 22:00:00,-7.96666666666667,76.9,102573.333333333,1.70094,5.28,0
2024-01-08 23:00:00,-8.15,78.15,102615,1.659305,5.76,0
2024-01-09,-8.55,80.05,102650,2.602725,6.96,0
2024-01-09 01:00:00,-8.95,82.35,102770,1.3024825,4.32,0
2024-01-09 02:00:00,-9.075,82.525,102827.5,1.132268,3.84,0
2024-01-09 03:00:00,-9.83333333333333,85.2333333333333,102946.666666667,0.392215666666667,2.72,0
2024-01-09 04:00:00,-9.825,85.25,102967.5,1.1541105,4.2,0
2024-01-09 05:00:00,-11.4,90.5,103192.5,0.7595325,4.08,0
2024-01-09 06:00:00,-11.95,91.525,103385,0.4705325,2.64,0
2024-01-09 07:00:00,-11.3666666666667,90.3333333333333,103450,0.331625,2.24,0
2024-01-09 08:00:00,-5.825,69.25,102940,0.76521425,3.72,0
2024-01-09 09:00:00,-3.375,59.7,102215,1.8989425,5.64,0
2024-01-09 10:00:00,-1.6,55.325,101667.5,2.974755,8.64,0
2024-01-09 11:00:00,0.55,49.275,101225,1.6204075,5.28,0
2024-01-09 12:00:00,-0.45,52.55,100987.5,1.678025,5.28,0
2024-01-09 13:00:00,0.425,53.675,100830,1.18746025,3.96,0
2024-01-09 14:00:00,-2.05,61.35,101255,1.16667225,4.08,0
2024-01-09 15:00:00,-4.66666666666667,75.7666666666667,101783.333333333,0.787084,2.72,0
2024-01-09 16:00:00,-6.4,80.3,102195,2.32009,6,0
2024-01-09 17:00:00,-8.025,85.25,102452.5,2.29355,6.24,0
2024-01-09 18:00:00,-9.15,86.925,102702.5,1.785824,5.52,0
2024-01-09 19:00:00,-9.725,87.675,102852.5,2.7972175,6.6,0
2024-01-09 20:00:00,-10.325,89.725,102965,2.2992825,5.76,0
2024-01-09 21:00:00,-10.875,90.175,103072.5,1.24300725,5.16,0
2024-01-09 22:00:00,-11.2,90.2,103106.666666667,2.05473,5.12,0
2024-01-09 23:00:00,-11.3,91.9,103170,1.03958533333333,4.64,0
2024-01-10,-11.575,91.65,103190,0.8845305,3.84,0
2024-01-10 01:00:00,-11.65,91.775,103187.5,1.41066,4.56,0
2024-01-10 02:00:00,-11.625,92.025,103177.5,0.742562,3.6,0
2024-01-10 03:00:00,-11.575,91.775,103145,1.21168275,4.2,0
2024-01-10 04:00:00,-11.775,92.45,103145,0.4663316,2.04,0
2024-01-10 05:00:00,-11.625,91.65,103127.5,1.1402855,3.84,0
2024-01-10 06:00:00,-11.675,92.25,103082.5,0.85071425,2.88,0
2024-01-10 07:00:00,-10.7666666666667,90.7666666666667,103103.333333333,0.419224,2.72,0
2024-01-10 08:00:00,-6.775,76.725,102705,0.597885,2.64,0
2024-01-10 09:00:00,-3.5,67.725,102020,1.12511775,4.56,0
2024-01-10 10:00:00,0.1,58.55,101355,1.0517955,3.84,0
2024-01-10 11:00:00,0.85,54.9,100877.5,1.27730075,4.32,0
2024-01-10 12:00:00,2.675,53.4,100527.5,1.4495175,5.28,0
2024-01-10 13:00:00,2.225,52.825,100322.5,1.6187,4.32,0
2024-01-10 14:00:00,0.025,59.225,100702.5,1.3396065,5.04,0
2024-01-10 15:00:00,-2.76666666666667,74.5333333333333,101213.333333333,0.720398333333333,2.88,0
2024-01-10 16:00:00,-4.55,80.95,101615,1.346172,3.96,0
2024-01-10 17:00:00,-6.05,84.725,101892.5,1.95666,5.16,0
2024-01-10 18:00:00,-6.925,86,102100,2.4315,5.16,0
2024-01-10 19:00:00,-7.675,89.25,102237.5,1.6166625,4.56,0
2024-01-10 20:00:00,-8.5,91.45,102397.5,1.2872085,4.32,0
2024-01-10 21:00:00,-9.15,91.95,102530,0.8504375,3.36,0
2024-01-10 22:00:00,-9.33333333333333,93.3333333333333,102630,0.646098333333333,2.72,0
2024-01-10 23:00:00,-9.66666666666667,93.1666666666667,102663.333333333,0.469174666666667,2.4,0
2024-01-11,-9.925,94.4,102710,0.53438775,2.52,0
2024-01-11 01:00:00,-10.525,95.075,102752.5,0.391688,2.16,0
2024-01-11 02:00:00,-10.775,94.7,102752.5,0.7827675,2.64,0
2024-01-11 03:00:00,-11,94.3,102810,0.37638875,2.28,0
2024-01-11 04:00:00,-11.05,93.75,102792.5,0.6816775,3,0
2024-01-11 05:00:00,-11.075,94.425,102797.5,0.32727885,1.92,0
2024-01-11 06:00:00,-10.875,93.625,102807.5,0.67003625,2.88,0
2024-01-11 07:00:00,-9.93333333333333,92.3,102703.333333333,0.781383333333333,2.72,0
2024-01-11 08:00:00,-7.225,86.975,102205,1.028189,3.48,0
2024-01-11 09:00:00,-4.725,81.75,101895,0.6377225,3.36,0
2024-01-11 10:00:00,-1.175,70.575,101137.5,1.1202055,4.44,0
2024-01-11 11:00:00,-1,74.25,100812.5,1.2938795,3.84,0
2024-01-11 12:00:00,1.425,68.625,100310,1.44169975,4.2,0
2024-01-11 13:00:00,2.75,66.675,99972.5,1.09021975,3.96,0
2024-01-11 14:00:00,1.5,71.925,100097.5,0.5706715,2.28,0
2024-01-11 15:00:00,-0.35,79.7,100410,0.53749,3.24,0
2024-01-11 16:00:00,-1.73333333333333,80.9,100716.666666667,2.03173666666667,5.44,0
2024-01-11 17:00:00,-2.875,82.55,100952.5,1.1530125,4.08,0
2024-01-11 18:00:00,-3.45,83.95,101170,1.460065,5.76,0
2024-01-11 19:00:00,-3.5,85.125,101360,1.067675,5.28,0
2024-01-11 20:00:00,-3.25,84.05,101380,3.087315,8.64,0
2024-01-11 21:00:00,-5.575,92.675,101567.5,1.230105,3.6,0
2024-01-11 22:00:00,-5.7,91.1333333333333,101746.666666667,2.49665,6.72,0
2024-01-11 23:00:00,-6.025,92.45,101805,1.5928325,4.92,0
2024-01-12,-5.6,92.55,101760,0.9458035,4.08,0
2024-01-12 01:00:00,-5.6,95.3,101750,0.705619,2.4,0
2024-01-12 02:00:00,-4.6,94.25,101617.5,0.71073875,2.52,0
2024-01-12 03:00:00,-3.65,94.85,101417.5,0.32259295,1.68,0
2024-01-12 04:00:00,-3.6,95.05,101412.5,0.94448575,3.12,0
2024-01-12 05:00:00,-2.825,93.2,101302.5,0.978289,3.6,0
2024-01-12 06:00:00,-1.325,88,101087.5,1.6371175,6.72,0
2024-01-12 07:00:00,-0.75,86.275,100912.5,1.6411775,6.72,0
2024-01-12 08:00:00,-0.1,85.25,100762.5,0.84173375,3.84,0
2024-01-12 09:00:00,0.475,83.675,100587.5,1.349913,6.12,0
2024-01-12 10:00:00,0.966666666666667,83.1,100443.333333333,2.30355333333333,7.68,0
2024-01-12 11:00:00,1.05,82.4,100290,3.09861,10.08,0
2024-01-12 12:00:00,1.1,81.5,100212.5,2.4797825,6.96,0
2024-01-12 13:00:00,1.075,81.625,100157.5,2.614645,9,0
2024-01-12 14:00:00,0.9,83.025,100220,1.99494,8.04,0
2024-01-12 15:00:00,0.675,84.55,100285,2.71334,7.68,0
2024-01-12 16:00:00,0.675,85.7,100322.5,2.1232725,7.2,0
2024-01-12 17:00:00,0.675,86.05,100305,2.084765,7.56,0
2024-01-12 18:00:00,0.775,85.275,100280,2.078445,8.28,0
2024-01-12 19:00:00,0.366666666666667,86.7333333333333,100303.333333333,0.720381333333333,2.88,0
2024-01-12 20:00:00,0.375,86.9,100327.5,1.1539085,4.08,0
2024-01-12 21:00:00,0.6,85.3,100222.5,1.39251,5.04,0
2024-01-12 22:00:00,0.825,84.575,100157.5,2.2587625,7.8,0
2024-01-12 23:00:00,1.025,83.475,100067.5,2.6134875,7.44,0
2024-01-13,1.65,78.925,99937.5,2.3493825,9.12,0
2024-01-13 01:00:00,1.825,77,99840,4.1451875,12.84,0
2024-01-13 02:00:00,1.675,78.575,99787.5,4.46483,13.08,0
2024-01-13 03:00:00,1.575,79.275,99750,4.2728925,14.64,0
2024-01-13 04:00:00,1.63333333333333,78.5,99696.6666666667,4.2106,12.48,0
2024-01-13 05:00:00,1.6,78.425,99692.5,3.7944025,12.84,0
2024-01-13 06:00:00,1.7,78.3,99630,2.7971325,9.72,0
2024-01-13 07:00:00,1.6,78.3,99597.5,3.5722525,12,0
2024-01-13 08:00:00,1.725,77.525,99525,2.8896675,9.48,0
2024-01-13 09:00:00,1.925,75.85,99427.5,2.98212,9.24,0
2024-01-13 10:00:00,1.9,73.3,99275,4.26352,12,0
2024-01-13 11:00:00,1.975,72.75,99215,3.3275725,10.2,0
2024-01-13 12:00:00,2.05,72.1,99057.5,3.07066,8.76,0
2024-01-13 13:00:00,1.225,74.4,99150,5.688245,16.44,0
2024-01-13 14:00:00,1.16666666666667,74.6,99196.6666666667,3.42734666666667,12.48,0
2024-01-13 15:00:00,1.25,75.425,99135,3.5462875,10.2,0
2024-01-13 16:00:00,1.625,75.95,99065,5.2701925,16.92,0
2024-01-13 17:00:00,1.525,77.25,98965,5.13889,13.92,0
2024-01-13 18:00:00,1.275,79.425,98935,4.7354975,11.76,0
2024-01-13 19:00:00,1.475,80.1,98840,4.46561,11.52,0
2024-01-13 20:00:00,1.275,83.375,98797.5,5.02133,12.6,0
2024-01-13 21:00:00,1.3,85.2,98762.5,4.0325175,11.04,0
2024-01-13 22:00:00,1.23333333333333,86.4333333333333,98713.3333333333,3.64769,10.72,0
2024-01-13 23:00:00,1.93333333333333,83.1666666666667,98626.6666666667,3.36340333333333,10.56,0
2024-01-14,1.65,83.525,98515,3.5681675,10.8,0
2024-01-14 01:00:00,1.275,84.55,98515,2.8160375,7.68,0
2024-01-14 02:00:00,1.425,83.8,98437.5,3.881745,11.4,0
2024-01-14 03:00:00,0.95,84.675,98425,4.8866825,12,0
2024-01-14 04:00:00,0.875,86.275,98390,4.4870725,13.2,0
2024-01-14 05:00:00,0.75,90,98380,3.566605,10.44,0
2024-01-14 06:00:00,0.875,89.65,98357.5,3.193895,9.48,0
2024-01-14 07:00:00,0.825,90.55,98372.5,4.43844,11.28,0
2024-01-14 08:00:00,1.025,90.725,98345,4.1131075,11.28,0
2024-01-14 09:00:00,1.8,86.2333333333333,98266.6666666667,4.28299,12.16,0
2024-01-14 10:00:00,1.975,84.2,98167.5,4.5622925,12,0
2024-01-14 11:00:00,2.4,82.65,98020,4.9976875,13.32,0
2024-01-14 12:00:00,2.275,82.9,97952.5,5.102615,12.24,0
2024-01-14 13:00:00,1.725,85.7,97982.5,4.98266,13.32,0
2024-01-14 14:00:00,1.8,83.875,97965,4.381645,12.84,0
2024-01-14 15:00:00,1.85,83.15,97932.5,4.82211,13.56,0
2024-01-14 16:00:00,1.75,83.35,97885,4.586665,11.04,0
2024-01-14 17:00:00,1.375,84,97852.5,5.21605,13.56,0
2024-01-14 18:00:00,0.933333333333333,85.3,97860,3.86770333333333,10.56,0
2024-01-14 19:00:00,0.95,84.025,97830,4.35067,12.12,0
2024-01-14 20:00:00,1.025,83.7,97757.5,3.9611325,11.64,0
2024-01-14 21:00:00,1.1,84.675,97645,4.29853,10.68,0
2024-01-14 22:00:00,1.15,84.675,97585,4.4611575,13.68,0
2024-01-14 23:00:00,1.125,83.05,97500,6.105095,17.4,0
2024-01-15,0.9,82.2,97447.5,6.6074125,16.32,0
2024-01-15 01:00:00,0.875,81.6,97420,5.1459875,13.44,0
2024-01-15 02:00:00,0.6,83.075,97417.5,5.9761575,15.12,0
2024-01-15 03:00:00,0.5,82.7333333333333,97443.3333333333,6.56493333333333,17.76,0
2024-01-15 04:00:00,0.175,82.5,97457.5,6.416515,14.88,0
2024-01-15 05:00:00,-0.175,82.4,97547.5,5.856535,15.48,0
2024-01-15 06:00:00,-0.175,80.775,97582.5,6.2012875,15.6,0
2024-01-15 07:00:00,-0.325,80.625,97605,5.0875525,14.28,0
2024-01-15 08:00:00,0.15,78.525,97577.5,5.7772425,15.12,0
2024-01-15 09:00:00,1.1,72.675,97405,6.1378175,16.08,0
2024-01-15 10:00:00,1.4,72.175,97297.5,4.82993,13.92,0
2024-01-15 11:00:00,2.55,67.725,97105,4.738575,13.08,0
2024-01-15 12:00:00,3.125,63.075,96952.5,5.87366,16.8,0
2024-01-15 13:00:00,2.63333333333333,67.5,96970,4.85291,20.48,0
2024-01-15 14:00:00,2.2,68.025,97080,6.758255,19.8,0
2024-01-15 15:00:00,1.475,73.45,97242.5,5.5953125,15.24,0
2024-01-15 16:00:00,1.275,75.825,97365,4.6962725,12.36,0
2024-01-15 17:00:00,0.6,85,97500,4.5519525,11.16,0
2024-01-15 18:00:00,0.2,89.1,97667.5,2.9512025,11.4,0
2024-01-15 19:00:00,0.65,85,97652.5,5.22941,13.8,0
2024-01-15 20:00:00,0.95,82.825,97672.5,4.3693175,12.12,0
2024-01-15 21:00:00,0.675,88.275,97695,5.1403675,14.28,0
2024-01-15 22:00:00,0.466666666666667,90.3,97833.3333333333,3.09302,10.08,0
2024-01-15 23:00:00,0.7,83.25,97925,4.353505,12.6,0
2024-01-16,0.6,80.1,98000,2.63326,10.08,0
2024-01-16 02:00:00,0.725,79.9,98130,3.8752175,12.72,0
2024-01-16 03:00:00,0.85,80.325,98147.5,3.88847,13.32,0
2024-01-16 04:00:00,-0.05,90.775,98272.5,2.39601575,8.64,0
2024-01-16 05:00:00,0.05,86.75,98402.5,2.283805,8.04,0
2024-01-16 06:00:00,-0.25,92.875,98472.5,2.749175,8.04,0
2024-01-16 07:00:00,0.7,80.9666666666667,98516.6666666667,3.27209,12.16,0
2024-01-16 08:00:00,1.725,68.7,98315,4.3136575,14.28,0
2024-01-16 09:00:00,1.8,68.9,98265,4.1981725,12.96,0
2024-01-16 10:00:00,1.975,73.675,98222.5,2.66744,9.12,0.0875
2024-01-16 11:00:00,2.1,74.7,98162.5,2.9689675,8.28,0.0875
2024-01-16 12:00:00,3.5,61.475,97967.5,3.78272,11.88,0.0875
2024-01-16 13:00:00,3.275,59.825,97812.5,3.6693725,10.56,0
2024-01-16 14:00:00,2.175,67.825,98090,2.4218,8.16,0
2024-01-16 15:00:00,1.075,76.3,98307.5,2.605665,7.92,0
2024-01-16 16:00:00,0.866666666666667,76.4,98423.3333333333,2.544,7.36,0
2024-01-16 17:00:00,0.4,77.825,98545,2.3446875,7.56,0
2024-01-16 18:00:00,-0.4,80.675,98755,1.8945125,7.32,0
2024-01-16 19:00:00,-1.125,82.375,98915,2.13548,7.92,0
2024-01-16 20:00:00,-2.35,85.5,99117.5,0.9609995,3.84,0
2024-01-16 21:00:00,-3.85,88.6,99350,1.35733175,4.08,0
2024-01-16 22:00:00,-5.06666666666667,92.5,99516.6666666667,0.893728666666667,2.72,0
2024-01-16 23:00:00,-6.25,94.575,99627.5,0.80061725,3.72,0
2024-01-17,-6.95,95.525,99685,0.94193225,3.84,0
2024-01-17 01:00:00,-7.36666666666667,95.9333333333333,99763.3333333333,0.861093,3.52,0
2024-01-17 02:00:00,-7.925,95.8,99800,0.77299525,3,0
2024-01-17 03:00:00,-8.625,95.65,99820,0.64555625,3.36,0
2024-01-17 04:00:00,-8.95,94.975,99805,0.97655925,4.8,0
2024-01-17 05:00:00,-9.125,94.6,99727.5,2.41709,5.64,0
2024-01-17 06:00:00,-9.2,94.25,99655,1.8487415,5.16,0
2024-01-17 07:00:00,-8.925,93.1,99575,0.700641,2.64,0
2024-01-17 08:00:00,-7.5,93.8,99253.3333333333,0.756521666666667,3.36,0
2024-01-17 09:00:00,-5.825,92.725,98855,1.1001315,3.36,0
2024-01-17 10:00:00,-4.275,91.025,98427.5,0.73865,3.24,0
2024-01-17 11:00:00,-3.65,91.3,98117.5,1.824575,5.4,0
2024-01-17 12:00:00,-3.375,90.925,97900,1.82080775,4.92,0
2024-01-17 13:00:00,-3.475,91.425,97762.5,0.91973425,3.48,0
2024-01-17 14:00:00,-3.65,95.3,97702.5,0.83284225,3.24,0
2024-01-17 15:00:00,-3.75,96.825,97592.5,0.630816275,2.52,0
2024-01-17 16:00:00,-3.7,97,97502.5,0.32526725,2.04,0
2024-01-17 17:00:00,-3.33333333333333,97.2666666666667,97390,0.0680896666666667,1.28,0
2024-01-17 18:00:00,-2.85,96.825,97232.5,0.41335875,2.04,0
2024-01-17 19:00:00,-2.3,98.125,96992.5,0.265398425,2.28,0
2024-01-17 20:00:00,-1.975,98.325,96900,0.141779875,1.56,0
2024-01-17 21:00:00,-1.7,98.475,96860,0.40970175,2.4,0
2024-01-17 22:00:00,-1.46666666666667,99.2666666666667,96810,0.484058,2.24,0
2024-01-17 23:00:00,-1.3,99.75,96747.5,0.32752475,1.56,0
2024-01-18,-1.125,99.625,96770,0.3635436,1.8,0
2024-01-18 01:00:00,-0.933333333333333,99.4666666666667,96793.3333333333,1.01926833333333,3.2,0
2024-01-18 02:00:00,-0.775,99.55,96797.5,0.379008875,1.8,0
2024-01-18 03:00:00,-0.775,99.55,96822.5,0.20277125,1.68,0
2024-01-18 04:00:00,-0.725,99.625,96912.5,0.342766,1.68,0
2024-01-18 05:00:00,-0.6,99.625,96980,0.1347674,1.56,0
2024-01-18 06:00:00,0,97.05,96992.5,1.4937625,6,0
2024-01-18 07:00:00,0.125,93.425,96992.5,1.370069,4.32,0
2024-01-18 08:00:00,0.15,91.725,97010,2.1844625,6.36,0
2024-01-18 09:00:00,-0.3,95.25,97080,4.174305,10.32,0
2024-01-18 10:00:00,-0.9,97.5666666666667,97216.6666666667,2.95643,8.48,0
2024-01-18 11:00:00,-0.375,94.775,97162.5,2.0237775,6.48,0
2024-01-18 12:00:00,-0.75,93.825,97165,3.41797,9,0
2024-01-18 13:00:00,-0.875,96.775,97300,1.12095275,4.32,0
2024-01-18 14:00:00,-0.65,97.3,97410,0.44200475,2.28,0
2024-01-18 15:00:00,-0.7,93.55,97635,0.93789475,4.44,0
2024-01-18 16:00:00,-0.575,88.65,97832.5,1.62468375,6.48,0
2024-01-18 17:00:00,-0.925,89.55,98060,0.6436315,2.4,0
2024-01-18 18:00:00,-0.7,86.125,98232.5,1.5493525,5.28,0
2024-01-18 19:00:00,-1.4,92.4333333333333,98443.3333333333,0.425977,1.76,0
2024-01-18 20:00:00,-2.95,98.15,98812.5,0.82004725,2.52,0
